Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File Data,row_index
339-U1388B-4X-1-A,339,U1388,B,4,4-1,X,1,A,127,150,27.77,28,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,,100,100,,10
339-U1388B-4X-2-A,339,U1388,B,4,4-2,X,2,A,0,24,28,28.24,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,normal grading,thin bed [B01],,,,slight_339 [DB91],3,,,Normal grading in basal 5 cm is upper portion of bigradational bed.,100,100,,11
339-U1388B-4X-2-A,339,U1388,B,4,4-2,X,2,A,24,45,28.24,28.45,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 5/1 (greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,bigradational bedding,medium bed [B01],,,,slight_339 [DB91],3,,,Central portion of bigradational bed.,100,100,,12
339-U1388B-4X-2-A,339,U1388,B,4,4-2,X,2,A,45,48,28.45,28.48,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,inverse grading,thin bed [B01],,,,slight_339 [DB91],3,,,Inverse grading in upper 2 cm is basal portion of overlying bigradational bed.  Normal grading in lower 2 cm is upper part of underlying fining-up sequence.,100,100,,13
339-U1388B-4X-2-A,339,U1388,B,4,4-2,X,2,A,48,68,28.48,28.68,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,normal grading,thin bed [B01],,,,slight_339 [DB91],3,,,"Normal grading in upper 5 cm, extends into overlying very thin bed.",100,100,,14
339-U1388B-4X-CC-A,339,U1388,B,4,4-CC,X,CC,A,0,13,28.68,28.81,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,15
339-U1388B-4X-CC-A,339,U1388,B,4,4-CC,X,CC,A,13,22,28.81,28.9,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 8/1 (light greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,,,,,,sparse_339 [DB91],2,,,,100,100,,16
339-U1388B-4X-CC-A,339,U1388,B,4,4-CC,X,CC,A,22,32,28.9,29,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,,100,100,,17
339-U1388B-5X-1-A,339,U1388,B,5,5-1,X,1,A,0,23,35.6,35.83,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10YR 5/2 (grayish brown),silt [W22_1],2,very fine sand [W22_2],3,,,,,,,,,,,,,100,uncertain boundary or contact,,,,,,sparse_339 [DB91],2,,,,100,100,,18
339-U1388B-5X-1-A,339,U1388,B,5,5-1,X,1,A,23,43,35.83,36.03,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10YR 5/2 (grayish brown),very fine sand [W22_2],3,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,absent_339 [DB91],1,,,,100,100,,19
339-U1388B-5X-CC-A,339,U1388,B,5,5-CC,X,CC,A,0,8,36.03,36.11,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10YR 5/2 (grayish brown),very fine sand [W22_2],3,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,absent_339 [DB91],1,,,,100,100,,20
339-U1388B-5X-CC-A,339,U1388,B,5,5-CC,X,CC,A,8,47,36.11,36.5,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10YR 4/2 (dark grayish brown),very fine sand [W22_2],3,very fine sand [W22_2],3,,,,,,,,,,,,,100,,,,,,,absent_339 [DB91],1,rare [A48],,Shell fragments.,100,100,,21
339-U1388B-6X-1-A,339,U1388,B,6,6-1,X,1,A,0,72,45,45.72,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2,,,"16-17 cm: big py. burrow, 30: big py. burrow, 62-63 cm; sand-filled burrow",100,100,,22
339-U1388B-6X-1-A,339,U1388,B,6,6-1,X,1,A,72,81,45.72,45.81,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2,,,,100,100,,23
339-U1388B-6X-1-A,339,U1388,B,6,6-1,X,1,A,81,137,45.81,46.37,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,normal grading,,,,,sparse_339 [DB91],2,,,,100,100,,24
339-U1388B-6X-1-A,339,U1388,B,6,6-1,X,1,A,137,150,46.37,46.5,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,Mud with silt/sand-filled burrows,100,100,,25
339-U1388B-6X-2-A,339,U1388,B,6,6-2,X,2,A,0,69,46.5,47.19,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments.  Possible very large sand-filled burrow at 7-35 cm.,100,100,,26
339-U1388B-6X-2-A,339,U1388,B,6,6-2,X,2,A,69,77,47.19,47.27,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Soupy,100,100,,27
339-U1388B-6X-CC-A,339,U1388,B,6,6-CC,X,CC,A,0,20,47.27,47.47,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments.,100,100,,28
339-U1388B-7X-1-A,339,U1388,B,7,7-1,X,1,A,0,63,54.2,54.83,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10YR 5/1 (gray),medium sand [W22_2],5,pebble [W22_2],9,,,,,,,,,,,,,100,uncertain boundary or contact,,,,,,absent_339 [DB91],1,common [A48],,1 cm gastropod and many shell fragments.  May be material mixed by drilling.,100,100,,29
339-U1388B-7X-1-A,339,U1388,B,7,7-1,X,1,A,63,95,54.83,55.15,,sand [Leg339],with biogenic carbonate [Leg339],sand ,sand  with biogenic carbonate ,sand   with biogenic carbonate ,100,10YR 5/1 (gray),fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,100,uncertain boundary or contact,,,,,,absent_339 [DB91],1,,,Well-sorted fine sand.,100,100,,30
339-U1388B-7X-1-A,339,U1388,B,7,7-1,X,1,A,95,122,55.15,55.42,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10YR 5/2 (grayish brown),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,uncertain boundary or contact,,,,,,sparse_339 [DB91],2,,,Sand-filled burrows in upper 10 cm.,100,100,,31
339-U1388B-7X-1-A,339,U1388,B,7,7-1,X,1,A,122,146,55.42,55.66,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10YR 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,uncertain boundary or contact,,,,,,absent_339 [DB91],1,,,,100,100,,32
339-U1388B-7X-1-A,339,U1388,B,7,7-1,X,1,A,146,148,55.66,55.68,,sand [Leg339],with biogenic carbonate [Leg339],sand ,sand  with biogenic carbonate ,sand   with biogenic carbonate ,100,10YR 5/1 (gray),medium sand [W22_2],5,granule [W22_2],8,,,,,,,,,,,,,100,,,,,,,absent_339 [DB91],1,rare [A48],,Shell fragments,100,100,,33
339-U1388B-7X-CC-A,339,U1388,B,7,7-CC,X,CC,A,0,7,55.68,55.75,,sand [Leg339],with biogenic carbonate [Leg339],sand ,sand  with biogenic carbonate ,sand   with biogenic carbonate ,100,10YR 5/1 (gray),medium sand [W22_2],5,granule [W22_2],8,,,,,,,,,,,,,100,,,,,,,absent_339 [DB91],1,rare [A48],,Shell fragments,100,100,,34
339-U1388B-7X-CC-A,339,U1388,B,7,7-CC,X,CC,A,7,46,55.75,56.14,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10YR 6/1 (gray),coarse sand [W22_2],6,pebble [W22_2],9,,,,,,,,,,,,,100,,,,,,,absent_339 [DB91],1,common [A48],,"Shell fragments, up to 1 cm in diameter.",100,100,,35
339-U1388B-9X-1-A,339,U1388,B,9,9-1,X,1,A,0,35,72.5,72.85,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,90,10GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,10,10GY 6/1 (greenish gray),very fine sand [W22_2],3,coarse sand [W22_2],6,100,gradational contact,inter-stratification,very thin bed [B01],,,,sparse_339 [DB91],2,,,Interval contains 2 very thin beds of very fine sand.,90,90,,36
339-U1388B-9X-1-A,339,U1388,B,9,9-1,X,1,A,35,43,72.85,72.93,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10GY 6/1 (greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,,100,100,,37
339-U1388B-9X-1-A,339,U1388,B,9,9-1,X,1,A,43,58,72.93,73.08,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10GY 6/1 (greenish gray),fine sand [W22_2],4,coarse sand [W22_2],6,,,,,,,,,,,,,100,scoured/erosional contact,,,,,,sparse_339 [DB91],2,,,,100,100,,38
339-U1388B-9X-1-A,339,U1388,B,9,9-1,X,1,A,58,88,73.08,73.38,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100,10GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,,100,100,,39
339-U1388B-9X-1-A,339,U1388,B,9,9-1,X,1,A,88,98,73.38,73.48,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10GY 6/1 (greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,,100,100,,40
339-U1388B-9X-1-A,339,U1388,B,9,9-1,X,1,A,98,110,73.48,73.6,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10GY 6/1 (greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,scoured/erosional contact,,,,,,sparse_339 [DB91],2,,,,100,100,,41
339-U1388B-9X-1-A,339,U1388,B,9,9-1,X,1,A,110,127,73.6,73.77,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,80,10GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,20,10GY 6/1 (greenish gray),silt [W22_1],2,coarse sand [W22_2],6,100,contact not recovered,inter-stratification,very thin bed [B01],,,,sparse_339 [DB91],2,,,Interval contains 2 very thin beds of very fine sand.  One very thin bed has a sharp base and fines upward.,80,80,,42
339-U1388B-9X-CC-A,339,U1388,B,9,9-CC,X,CC,A,0,40,73.78,74.18,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,5GY 5/1 (greenish gray),very fine sand [W22_2],3,coarse sand [W22_2],6,,,,,,,,,,,,,100,contact not recovered,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments.,100,100,,43
339-U1388B-10X-1-A,339,U1388,B,10,10-1,X,1,A,0,24,82.1,82.34,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10YR 5/1 (gray),fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,100,irregular contact,,,,,,sparse_339 [DB91],2,,,"Structureless muddy fine sand, possibly mixed by drilling.",100,100,,44
339-U1388B-10X-1-A,339,U1388,B,10,10-1,X,1,A,24,130,82.34,83.4,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10YR 5/1 (gray),medium sand [W22_2],5,coarse sand [W22_2],6,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments.,100,100,,45
339-U1388B-10X-1-A,339,U1388,B,10,10-1,X,1,A,130,150,83.4,83.6,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100,10YR 5/1 (gray),Clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,,100,100,,46
339-U1388B-10X-2-A,339,U1388,B,10,10-2,X,2,A,0,13,83.6,83.73,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100,10YR 5/1 (gray),Clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,,,,,,sparse_339 [DB91],2,,,,100,100,,47
339-U1388B-10X-2-A,339,U1388,B,10,10-2,X,2,A,13,27,83.73,83.87,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,5Y 4/1 (dark gray),medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,,,,,,sparse_339 [DB91],2,,,Muddy interlayer may be due to biscuiting.,100,100,,48
339-U1388B-10X-2-A,339,U1388,B,10,10-2,X,2,A,27,41,83.87,84.01,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100,5Y 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,inclined boundary or contact,,,,,,sparse_339 [DB91],2,,,,100,100,,49
339-U1388B-10X-2-A,339,U1388,B,10,10-2,X,2,A,41,121,84.01,84.81,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,50,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,50,5Y 5/1 (gray),fine sand [W22_2],4,medium sand [W22_2],5,100,,inter-stratification,thin bed [B01],,,,sparse_339 [DB91],2,rare [A48],contorted strata [BJ80],"Thin-to-medium interbeds of mud and sand, now present as strata inclined in different directions and as coherent blocks.  Present distributions of lithologies do not appear to be caused by drilling disturbance; possibly mass flow or slump deposit?",50,50,,50
339-U1388B-10X-3-A,339,U1388,B,10,10-3,X,3,A,0,53,84.81,85.34,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,50,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,50,5Y 5/1 (gray),fine sand [W22_2],4,medium sand [W22_2],5,100,,inter-stratification,thin bed [B01],,,,sparse_339 [DB91],2,rare [A48],contorted strata [BJ80],"Thin-to-medium interbeds of mud and sand, now present as strata inclined in different directions and as coherent blocks.  Present distributions of lithologies do not appear to be caused by drilling disturbance; possibly mass flow or slump deposit?",50,50,,51
339-U1388B-10X-CC-A,339,U1388,B,10,10-CC,X,CC,A,0,58,85.34,85.92,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,50,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,50,5Y 5/1 (gray),fine sand [W22_2],4,medium sand [W22_2],5,100,,inter-stratification,thin bed [B01],,,,sparse_339 [DB91],2,rare [A48],contorted strata [BJ80],"Thin-to-medium interbeds of mud and sand, now present as strata inclined in different directions and as coherent blocks.  Present distributions of lithologies do not appear to be caused by drilling disturbance; possibly mass flow or slump deposit?",50,50,,52
339-U1388B-11X-1-A,339,U1388,B,11,11-1,X,1,A,0,13,91.7,91.83,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10YR 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,,100,100,,53
339-U1388B-11X-1-A,339,U1388,B,11,11-1,X,1,A,13,36,91.83,92.06,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,80,10YR 5/1 (gray),very fine sand [W22_2],3,medium sand [W22_2],5,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,20,10YR 5/1 (gray),silt [W22_1],2,medium sand [W22_2],5,100,,inter-stratification,very thin bed [B01],,,,sparse_339 [DB91],2,,,Several very thin sandy mud interbeds in this interval.,80,80,,54
339-U1388B-12X-1-A,339,U1388,B,12,12-1,X,1,A,0,150,101.3,102.8,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,"Shell fragments, foraminifers, and pyritic burrow fills.",100,100,,55
339-U1388B-12X-2-A,339,U1388,B,12,12-2,X,2,A,0,150,102.8,104.3,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,"Shell fragments, foraminifers, and pyritic burrow fills.",100,100,,56
