Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
371-U1509A-52R-7-A,0.0,52.0,478.89,479.41,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,tilting is 10-15 degrees. High angle fracturing occurs at ~70 degrees.,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,52,R,7,A,,,
371-U1509A-52R-CC-A,0.0,13.0,479.41,479.54,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,tilting is 10-15 degrees. High angle fracturing occurs at ~70 degrees.,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,52,R,CC,A,,,
371-U1509A-53R-1-A,0.0,131.0,480.0,481.31,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,"Slight decrease in bioturbation compared to Core 1509A-52R, as well as lighter color",,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,53,R,1,A,,,
371-U1509A-53R-2-A,0.0,113.0,481.31,482.44,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,53,R,2,A,,,
371-U1509A-53R-3-A,0.0,123.0,482.44,483.67,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,53,R,3,A,,,
371-U1509A-53R-4-A,0.0,151.0,483.67,485.18,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,53,R,4,A,,,
371-U1509A-53R-5-A,0.0,115.0,485.18,486.33,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,53,R,5,A,,,
371-U1509A-53R-CC-A,0.0,15.0,486.33,486.48,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,53,R,CC,A,,,
371-U1509A-54R-1-A,0.0,146.0,489.6,491.06,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,tilting is 10-15 degrees.,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,54,R,1,A,,,
371-U1509A-54R-2-A,0.0,135.0,491.06,492.41,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,tilting is 10-15 degrees.,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,54,R,2,A,,,
371-U1509A-54R-3-A,0.0,133.0,492.41,493.74,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,tilting is 10-15 degrees.,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,54,R,3,A,,,
371-U1509A-54R-CC-A,0.0,11.0,493.74,493.85,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,tilting is 10-15 degrees.,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,54,R,CC,A,,,
371-U1509A-55R-1-A,0.0,141.0,499.2,500.61,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,tilting is 10-15 degrees.,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,55,R,1,A,,,
371-U1509A-55R-2-A,0.0,118.0,500.61,501.79,,,,,nannofossil-rich [2014b],claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,tilting is 10-15 degrees.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,371,U1509,A,55,R,2,A,,,
371-U1509A-56R-1-A,0.0,137.0,508.8,510.17,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,moderate [B06],3,tilting is 10-15 degrees.,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,56,R,1,A,,,
371-U1509A-56R-2-A,0.0,139.0,510.17,511.56,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,moderate [B06],3,tilting is 10-15 degrees.,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,56,R,2,A,,,
371-U1509A-56R-3-A,0.0,143.0,511.56,512.99,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,moderate [B06],3,tilting is 10-15 degrees.,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,56,R,3,A,,,
371-U1509A-56R-4-A,0.0,135.0,512.99,514.34,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,moderate [B06],3,Thick (1 cm) planar mass (fracture fill?) of pyrite from 120-134 cm.,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,56,R,4,A,,,
371-U1509A-56R-5-A,0.0,121.0,514.34,515.55,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,moderate [B06],3,tilting is 10-15 degrees.,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,56,R,5,A,,,
371-U1509A-56R-6-A,0.0,126.0,515.75,517.01,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,moderate [B06],3,tilting is 10-15 degrees.,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,56,R,6,A,,,
371-U1509A-56R-CC-A,0.0,15.0,517.01,517.16,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,moderate [B06],3,tilting is 10-15 degrees.,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,56,R,CC,A,,,
371-U1509A-57R-1-A,0.0,147.0,518.4,519.87,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,moderate [B06],3,tilting is 5-10 degrees.,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,57,R,1,A,,,
371-U1509A-57R-2-A,0.0,148.0,519.87,521.35,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,57,R,2,A,,,
371-U1509A-57R-3-A,0.0,138.0,521.35,522.73,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,moderate [B06],3,tilting is 5-10 degrees. cherty nodule at ~44cm. scattered bioclast observed macroscopically at ~73cm,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,57,R,3,A,,,
371-U1509A-57R-4-A,0.0,131.0,522.73,524.04,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,moderate [B06],3,tilting is 5-10 degrees.,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,57,R,4,A,,,
371-U1509A-57R-5-A,0.0,143.0,524.04,525.47,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,moderate [B06],3,tilting is 5-10 degrees.,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,57,R,5,A,,,
371-U1509A-57R-6-A,0.0,94.0,525.47,526.41,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,moderate [B06],3,tilting is 5-10 degrees.,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,57,R,6,A,,,
371-U1509A-57R-CC-A,0.0,9.0,526.41,526.5,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,moderate [B06],3,tilting is 5-10 degrees.,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,57,R,CC,A,,,
371-U1509A-58R-1-A,0.0,146.0,528.0,529.46,,,,,nannofossil-rich [2014b],claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,tilting is 5-10 degrees.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,371,U1509,A,58,R,1,A,,,
371-U1509A-58R-2-A,0.0,129.0,529.46,530.75,,,,,nannofossil-rich [2014b],claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,tilting is 5-10 degrees.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,371,U1509,A,58,R,2,A,,,
371-U1509A-58R-3-A,0.0,130.0,530.75,532.05,,,,,nannofossil-rich [2014b],claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,tilting is 5-10 degrees.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,371,U1509,A,58,R,3,A,,,
371-U1509A-58R-4-A,0.0,150.0,532.05,533.55,,,,,nannofossil-rich [2014b],claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,tilting is 5-10 degrees.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,371,U1509,A,58,R,4,A,,,
371-U1509A-58R-5-A,0.0,124.0,533.55,534.79,,,,,nannofossil-rich [2014b],claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,tilting is 5-10 degrees.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,371,U1509,A,58,R,5,A,,,
371-U1509A-58R-6-A,0.0,94.0,534.79,535.73,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,1 cm-thick pyrite layers at 55-62 cm. tilting is 5-10 degrees.,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,58,R,6,A,,,
371-U1509A-58R-CC-A,0.0,22.0,535.73,535.95,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,tilting is 5-10 degrees.,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,58,R,CC,A,,,
371-U1509A-59R-1-A,0.0,125.0,537.6,538.85,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,59,R,1,A,,,
371-U1509A-59R-2-A,0.0,142.0,538.85,540.27,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,1 cm-thick pyrite layers at 130cm. tilting is 5-10 degrees.,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,59,R,2,A,,,
371-U1509A-59R-3-A,0.0,143.0,540.27,541.7,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,59,R,3,A,,,
371-U1509A-59R-4-A,0.0,105.0,541.7,542.75,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,Pyritic vein from 17 to 43cm. Interval entirely destroyed,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,59,R,4,A,,,
371-U1509A-59R-5-A,0.0,68.0,542.75,543.43,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,Pyritic vein throughout the section,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,59,R,5,A,,,
371-U1509A-59R-CC-A,0.0,11.0,543.43,543.54,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,59,R,CC,A,,,
371-U1509A-60R-1-A,0.0,124.0,547.2,548.44,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,60,R,1,A,,,
371-U1509A-60R-2-A,0.0,149.0,548.44,549.93,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,60,R,2,A,,,
371-U1509A-60R-3-A,0.0,148.0,549.93,551.41,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,60,R,3,A,,,
371-U1509A-60R-4-A,0.0,142.0,551.41,552.83,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,60,R,4,A,,,
371-U1509A-60R-5-A,0.0,147.0,552.83,554.3,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,60,R,5,A,,,
371-U1509A-60R-6-A,0.0,132.0,554.3,555.62,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,60,R,6,A,,,
371-U1509A-60R-CC-A,0.0,9.0,555.62,555.71,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,60,R,CC,A,,,
371-U1509A-61R-1-A,0.0,143.0,556.8,558.23,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,61,R,1,A,,,
371-U1509A-61R-2-A,0.0,138.0,558.23,559.61,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,61,R,2,A,,,
371-U1509A-61R-3-A,0.0,119.0,559.61,560.8,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,61,R,3,A,,,
371-U1509A-61R-4-A,0.0,149.0,560.8,562.29,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,61,R,4,A,,,
371-U1509A-61R-5-A,0.0,129.0,562.29,563.58,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,61,R,5,A,,,
371-U1509A-61R-6-A,0.0,74.0,563.58,564.32,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,61,R,6,A,,,
371-U1509A-61R-CC-A,0.0,11.0,564.32,564.43,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 5/N (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,61,R,CC,A,,,
371-U1509A-62R-1-A,0.0,148.0,566.3,567.78,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,62,R,1,A,,,
371-U1509A-62R-2-A,0.0,142.0,567.78,569.2,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,62,R,2,A,,,
371-U1509A-62R-3-A,0.0,137.0,569.2,570.57,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,62,R,3,A,,,
371-U1509A-62R-4-A,0.0,119.0,570.57,571.76,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,62,R,4,A,,,
371-U1509A-62R-5-A,0.0,100.0,571.76,572.76,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,62,R,5,A,,,
371-U1509A-62R-CC-A,0.0,10.0,572.76,572.86,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,62,R,CC,A,,,
371-U1509A-63R-1-A,0.0,126.0,575.8,577.06,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 4/N (dark gray),,parallel lamination,,,,clay [W22_1],1,,,moderate [B06],3,Sections 1 and 2 are slightly lighter in color than the rest of the core (but still a 4/N). Apparent tilt ranges from 5 to a maximum of 15 degrees. Sub-mm size benthic foraminifers are observed.,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,63,R,1,A,,,
371-U1509A-63R-2-A,0.0,142.0,577.16,578.58,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 4/N (dark gray),,parallel lamination,,,,clay [W22_1],1,,,moderate [B06],3,Sections 1 and 2 are slightly lighter in color than the rest of the core (but still a 4/N). Apparent tilt ranges from 5 to a maximum of 15 degrees.,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,63,R,2,A,,,
371-U1509A-63R-3-A,0.0,152.0,578.58,580.1,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 4/N (dark gray),,parallel lamination,,,,clay [W22_1],1,,,moderate [B06],3,Apparent tilt ranges from 5 to a maximum of 15 degrees.,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,63,R,3,A,,,
371-U1509A-63R-4-A,0.0,149.0,580.1,581.59,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 4/N (dark gray),,parallel lamination,,,,clay [W22_1],1,,,moderate [B06],3,Apparent tilt ranges from 5 to a maximum of 15 degrees. Sub mm to mm size benthic foraminifers are observed.,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,63,R,4,A,,,
371-U1509A-63R-5-A,0.0,153.0,581.59,583.12,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 4/N (dark gray),,parallel lamination,,,,clay [W22_1],1,,,moderate [B06],3,Apparent tilt ranges from 5 to a maximum of 15 degrees.,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,63,R,5,A,,,
371-U1509A-63R-6-A,0.0,110.0,583.12,584.22,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 4/N (dark gray),,parallel lamination,,,,clay [W22_1],1,,,moderate [B06],3,Apparent tilt ranges from 5 to a maximum of 15 degrees.,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,63,R,6,A,,,
371-U1509A-63R-7-A,0.0,52.0,584.22,584.74,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 4/N (dark gray),,parallel lamination,,,,clay [W22_1],1,,,moderate [B06],3,Apparent tilt ranges from 5 to a maximum of 15 degrees.,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,63,R,7,A,,,
371-U1509A-63R-CC-A,0.0,16.0,584.74,584.9,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 4/N (dark gray),,parallel lamination,,,,clay [W22_1],1,,,moderate [B06],3,Apparent tilt ranges from 5 to a maximum of 15 degrees.,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,63,R,CC,A,,,
371-U1509A-64R-1-A,0.0,104.0,585.3,586.34,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 4/N (dark gray),,parallel lamination,,,,clay [W22_1],1,,,slight [B06],2,Bioturbation decreases with lower diversity observed. Apparent tilt ranges from 5 to a maximum of 15 degrees.,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,64,R,1,A,,,
371-U1509A-64R-2-A,0.0,130.0,586.44,587.74,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 4/N (dark gray),,parallel lamination,,,,clay [W22_1],1,,,slight [B06],2,Bioturbation decreases with lower diversity observed. Very dark grey (GLEY 1 3/N) to dark grey (GLEY 1 4/N) laminations occur throughout. Apparent tilt ranges from 5 to a maximum of 15 degrees.,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,64,R,2,A,,,
371-U1509A-64R-3-A,0.0,150.0,587.74,589.24,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 4/N (dark gray),,parallel lamination,,,,clay [W22_1],1,,,slight [B06],2,Bioturbation decreases with lower diversity observed. Very dark grey (GLEY 1 3/N) to dark grey (GLEY 1 4/N) laminations occur throughout. Apparent tilt ranges from 5 to a maximum of 15 degrees.,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,64,R,3,A,,,
371-U1509A-64R-4-A,0.0,117.0,589.24,590.41,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 4/N (dark gray),,parallel lamination,,,,clay [W22_1],1,,,slight [B06],2,Bioturbation decreases with lower diversity observed. Very dark grey (GLEY 1 3/N) to dark grey (GLEY 1 4/N) laminations occur throughout. Apparent tilt ranges from 5 to a maximum of 15 degrees.,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,64,R,4,A,,,
371-U1509A-64R-5-A,0.0,150.0,590.41,591.91,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 4/N (dark gray),,parallel lamination,,,,clay [W22_1],1,,,slight [B06],2,Bioturbation decreases with lower diversity observed. Very dark grey (GLEY 1 3/N) to dark grey (GLEY 1 4/N) laminations occur throughout. Apparent tilt ranges from 5 to a maximum of 15 degrees.,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,64,R,5,A,,,
371-U1509A-64R-6-A,0.0,3.0,591.91,591.94,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 4/N (dark gray),,parallel lamination,,,,clay [W22_1],1,,,slight [B06],2,Bioturbation decreases with lower diversity observed. Very dark grey (GLEY 1 3/N) to dark grey (GLEY 1 4/N) laminations occur throughout. Apparent tilt ranges from 5 to a maximum of 15 degrees.,gradational boundary or contact,,gradational,,,,,,,claystone,claystone with silt,,,,371,U1509,A,64,R,6,A,,,
371-U1509A-64R-6-A,3.0,47.0,591.94,592.38,,,,,,claystone [USGS],with nannofossils [2014],claystone with nannofossils,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,nodule,sulfide,sparse [B06],1,"Massive dark grey claystone with nannofossils. Cm-size Pyrite nodules occur near top of this interval. Between 36 and 40 cm, 1 to 3 cm size rounded mud clasts occur in a mud matrix.",sharp boundary or contact,,sharp,,,,,,,claystone,claystone with nannofossils,,,,371,U1509,A,64,R,6,A,,,
