Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,Lithology classification,Lithology Prefix,Lithology Suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
320-U1333A-9H-1-A,320,U1333,A,9,9-1,H,1,A,0,150,76,77.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed in 23-25 cm in section 5,,,,,,110
320-U1333A-9H-2-A,320,U1333,A,9,9-2,H,2,A,0,150,77.5,79,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed in 23-25 cm in section 5,,,,,,111
320-U1333A-9H-3-A,320,U1333,A,9,9-3,H,3,A,0,150,79,80.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed in 23-25 cm in section 5,,,,,,112
320-U1333A-9H-4-A,320,U1333,A,9,9-4,H,4,A,0,150,80.5,82,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed in 23-25 cm in section 5,,,,,,113
320-U1333A-9H-5-A,320,U1333,A,9,9-5,H,5,A,0,150,82,83.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed in 23-25 cm in section 5,,,,,,114
320-U1333A-9H-6-A,320,U1333,A,9,9-6,H,6,A,0,150,83.5,85,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed in 23-25 cm in section 5,,,,,,115
320-U1333A-9H-7-A,320,U1333,A,9,9-7,H,7,A,0,22,85,85.22,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed in 23-25 cm in section 5,,,,,,116
320-U1333A-9H-7-A,320,U1333,A,9,9-7,H,7,A,22,70,85.22,85.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/2,,,,,,,117
320-U1333A-9H-CC-A,320,U1333,A,9,9-CC,H,CC,A,0,18,85.7,85.88,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/2,,,,,,,118
320-U1333A-10H-1-A,320,U1333,A,10,10-1,H,1,A,0,140,85.5,86.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/2,,,,,,,119
320-U1333A-10H-1-A,320,U1333,A,10,10-1,H,1,A,140,150,86.9,87,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed in 114-135 cm in section 5. A pumice (5 mm) in 148 cm in section 1,,,,,,120
320-U1333A-10H-2-A,320,U1333,A,10,10-2,H,2,A,0,150,87,88.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed in 114-135 cm in section 5. A pumice (5 mm) in 148 cm in section 1,,,,,,121
320-U1333A-10H-3-A,320,U1333,A,10,10-3,H,3,A,0,150,88.5,90,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed in 114-135 cm in section 5. A pumice (5 mm) in 148 cm in section 1,,,,,,122
320-U1333A-10H-4-A,320,U1333,A,10,10-4,H,4,A,0,150,90,91.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed in 114-135 cm in section 5. A pumice (5 mm) in 148 cm in section 1,,,,,,123
320-U1333A-10H-5-A,320,U1333,A,10,10-5,H,5,A,0,150,91.5,93,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed in 114-135 cm in section 5. A pumice (5 mm) in 148 cm in section 1,,,,,,124
320-U1333A-10H-6-A,320,U1333,A,10,10-6,H,6,A,0,150,93,94.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed in 114-135 cm in section 5. A pumice (5 mm) in 148 cm in section 1,,,,,,125
320-U1333A-10H-7-A,320,U1333,A,10,10-7,H,7,A,0,55,94.5,95.05,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed in 114-135 cm in section 5. A pumice (5 mm) in 148 cm in section 1,,,,,,126
320-U1333A-10H-CC-A,320,U1333,A,10,10-CC,H,CC,A,0,26,95.05,95.31,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed in 114-135 cm in section 5. A pumice (5 mm) in 148 cm in section 1,,,,,,127
320-U1333A-11X-1-A,320,U1333,A,11,11-1,X,1,A,0,150,95,96.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,,,,,,,128
320-U1333A-11X-2-A,320,U1333,A,11,11-2,X,2,A,0,54,96.5,97.04,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,,,,,,,129
320-U1333A-11X-2-A,320,U1333,A,11,11-2,X,2,A,54,63,97.04,97.13,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/2,,,,,,,130
320-U1333A-11X-2-A,320,U1333,A,11,11-2,X,2,A,63,150,97.13,98,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,,,,,,,131
320-U1333A-11X-3-A,320,U1333,A,11,11-3,X,3,A,0,150,98,99.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,,,,,,,132
320-U1333A-11X-4-A,320,U1333,A,11,11-4,X,4,A,0,145,99.5,100.95,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,,,,,,,133
320-U1333A-11X-CC-A,320,U1333,A,11,11-CC,X,CC,A,0,18,100.95,101.13,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,,,,,,,134
320-U1333A-12X-1-A,320,U1333,A,12,12-1,X,1,A,0,128,100.7,101.98,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,,,,,135
320-U1333A-12X-1-A,320,U1333,A,12,12-1,X,1,A,128,150,101.98,102.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,100,soft,10YR 8/2,,,,,,,136
320-U1333A-12X-2-A,320,U1333,A,12,12-2,X,2,A,0,150,102.2,103.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,100,soft,10YR 8/2,,,,,,,137
320-U1333A-12X-3-A,320,U1333,A,12,12-3,X,3,A,0,150,103.7,105.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,100,soft,10YR 8/2,,,,,,,138
320-U1333A-12X-4-A,320,U1333,A,12,12-4,X,4,A,0,150,105.2,106.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,100,soft,10YR 8/2,,,,,,,139
320-U1333A-12X-5-A,320,U1333,A,12,12-5,X,5,A,0,124,106.7,107.94,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,100,soft,10YR 8/2,,,,,,,140
320-U1333A-13X-1-A,320,U1333,A,13,13-1,X,1,A,0,150,110.3,111.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,,,,,141
320-U1333A-13X-2-A,320,U1333,A,13,13-2,X,2,A,0,13,111.8,111.93,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,,,,,142
320-U1333A-13X-2-A,320,U1333,A,13,13-2,X,2,A,13,142,111.93,113.22,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 7/3,,,,,,,143
320-U1333A-13X-2-A,320,U1333,A,13,13-2,X,2,A,142,150,113.22,113.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms and radiolarians,Nannofossil ooze with diatoms and radiolarians,50,soft,10YR 7/4,,,,,,,144
320-U1333A-13X-2-A,320,U1333,A,13,13-2,X,2,A,142,150,113.22,113.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay and nannofossils,Radiolarian ooze with clay and nannofossils,50,soft,10YR 5/4,,,,,,,145
320-U1333A-13X-3-A,320,U1333,A,13,13-3,X,3,A,0,150,113.3,114.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms and radiolarians,Nannofossil ooze with diatoms and radiolarians,50,soft,10YR 7/4,,,,,,,146
320-U1333A-13X-3-A,320,U1333,A,13,13-3,X,3,A,0,150,113.3,114.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay and nannofossils,Radiolarian ooze with clay and nannofossils,50,soft,10YR 5/4,,,,,,,147
320-U1333A-13X-4-A,320,U1333,A,13,13-4,X,4,A,0,73,114.8,115.53,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms and radiolarians,Nannofossil ooze with diatoms and radiolarians,50,soft,10YR 7/4,,,,,,,148
320-U1333A-13X-4-A,320,U1333,A,13,13-4,X,4,A,0,73,114.8,115.53,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay and nannofossils,Radiolarian ooze with clay and nannofossils,50,soft,10YR 5/4,,,,,,,149
320-U1333A-13X-4-A,320,U1333,A,13,13-4,X,4,A,73,150,115.53,116.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 6/3,,,,,,,150
320-U1333A-13X-5-A,320,U1333,A,13,13-5,X,5,A,0,0.015,116.3,116.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 6/3,,,,,,,151
320-U1333A-13X-5-A,320,U1333,A,13,13-5,X,5,A,0,150,116.3,117.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,40,soft,10YR 4/4,,,,,,,152
320-U1333A-13X-5-A,320,U1333,A,13,13-5,X,5,A,0,150,116.3,117.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,60,soft,10YR 5/3,,,,,,,153
320-U1333A-13X-6-A,320,U1333,A,13,13-6,X,6,A,0,49,117.8,118.29,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,40,soft,10YR 4/4,,,,,,,154
320-U1333A-13X-6-A,320,U1333,A,13,13-6,X,6,A,0,49,117.8,118.29,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,60,soft,10YR 5/3,,,,,,,155
320-U1333A-13X-6-A,320,U1333,A,13,13-6,X,6,A,49,150,118.29,119.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,70,soft,10YR 5/2,,,,,,,156
320-U1333A-13X-6-A,320,U1333,A,13,13-6,X,6,A,49,150,118.29,119.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,30,soft,10YR 5/3,,,,,,,157
320-U1333A-13X-7-A,320,U1333,A,13,13-7,X,7,A,0,36,119.3,119.66,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,70,soft,10YR 5/2,,,,,,,158
320-U1333A-13X-7-A,320,U1333,A,13,13-7,X,7,A,0,36,119.3,119.66,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,30,soft,10YR 5/3,,,,,,,159
320-U1333A-13X-CC-A,320,U1333,A,13,13-CC,X,CC,A,0,27,119.66,119.93,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,70,soft,10YR 5/2,,,,,,,160
320-U1333A-13X-CC-A,320,U1333,A,13,13-CC,X,CC,A,0,27,119.66,119.93,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,30,soft,10YR 5/3,,,,,,,161
320-U1333A-14X-1-A,320,U1333,A,14,14-1,X,1,A,0,150,120,121.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,50,soft,10YR 3/3,,,,,,,162
320-U1333A-14X-1-A,320,U1333,A,14,14-1,X,1,A,0,150,120,121.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 5/3,,,,,,,163
320-U1333A-14X-2-A,320,U1333,A,14,14-2,X,2,A,0,150,121.5,123,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,50,soft,10YR 3/3,,,,,,,164
320-U1333A-14X-2-A,320,U1333,A,14,14-2,X,2,A,0,150,121.5,123,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 5/3,,,,,,,165
320-U1333A-14X-3-A,320,U1333,A,14,14-3,X,3,A,0,150,123,124.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,50,soft,10YR 3/3,,,,,,,166
320-U1333A-14X-3-A,320,U1333,A,14,14-3,X,3,A,0,150,123,124.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 5/3,,,,,,,167
320-U1333A-14X-4-A,320,U1333,A,14,14-4,X,4,A,0,150,124.5,126,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,50,soft,10YR 3/3,,,,,,,168
320-U1333A-14X-4-A,320,U1333,A,14,14-4,X,4,A,0,150,124.5,126,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 5/3,,,,,,,169
320-U1333A-14X-5-A,320,U1333,A,14,14-5,X,5,A,0,150,126,127.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,50,soft,10YR 3/3,,,,,,,170
320-U1333A-14X-5-A,320,U1333,A,14,14-5,X,5,A,0,150,126,127.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 5/3,,,,,,,171
320-U1333A-14X-6-A,320,U1333,A,14,14-6,X,6,A,0,150,127.5,129,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,50,soft,10YR 3/3,,,,,,,172
320-U1333A-14X-6-A,320,U1333,A,14,14-6,X,6,A,0,150,127.5,129,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 5/3,,,,,,,173
320-U1333A-14X-7-A,320,U1333,A,14,14-7,X,7,A,0,52,129,129.52,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,50,soft,10YR 3/3,,,,,,,174
320-U1333A-14X-7-A,320,U1333,A,14,14-7,X,7,A,0,52,129,129.52,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 5/3,,,,,,,175
320-U1333A-14X-CC-A,320,U1333,A,14,14-CC,X,CC,A,0,29,129.52,129.81,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,50,soft,10YR 3/3,,,,,,,176
320-U1333A-14X-CC-A,320,U1333,A,14,14-CC,X,CC,A,0,29,129.52,129.81,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 5/3,,,,,,,177
320-U1333A-15X-1-A,320,U1333,A,15,15-1,X,1,A,0,150,129.6,131.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,40,soft,10YR 3/3,,,,,,,178
320-U1333A-15X-1-A,320,U1333,A,15,15-1,X,1,A,0,150,129.6,131.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,60,soft,10YR 6/3,Occasional very pale brown (10YR 8/3) nannofossil ooze layers (1-3 cm thick)  ,,,,,,179
320-U1333A-15X-2-A,320,U1333,A,15,15-2,X,2,A,0,150,131.1,132.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,40,soft,10YR 3/3,,,,,,,180
320-U1333A-15X-2-A,320,U1333,A,15,15-2,X,2,A,0,150,131.1,132.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,60,soft,10YR 6/3,Occasional very pale brown (10YR 8/3) nannofossil ooze layers (1-3 cm thick)  ,,,,,,181
320-U1333A-15X-3-A,320,U1333,A,15,15-3,X,3,A,0,150,132.6,134.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,40,soft,10YR 3/3,,,,,,,182
320-U1333A-15X-3-A,320,U1333,A,15,15-3,X,3,A,0,150,132.6,134.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,60,soft,10YR 6/3,Occasional very pale brown (10YR 8/3) nannofossil ooze layers (1-3 cm thick)  ,,,,,,183
320-U1333A-15X-4-A,320,U1333,A,15,15-4,X,4,A,0,150,134.1,135.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,40,soft,10YR 3/3,,,,,,,184
320-U1333A-15X-4-A,320,U1333,A,15,15-4,X,4,A,0,150,134.1,135.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,60,soft,10YR 6/3,Occasional very pale brown (10YR 8/3) nannofossil ooze layers (1-3 cm thick)  ,,,,,,185
320-U1333A-15X-5-A,320,U1333,A,15,15-5,X,5,A,0,150,135.6,137.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,40,soft,10YR 3/3,,,,,,,186
320-U1333A-15X-5-A,320,U1333,A,15,15-5,X,5,A,0,150,135.6,137.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,60,soft,10YR 6/3,Occasional very pale brown (10YR 8/3) nannofossil ooze layers (1-3 cm thick)  ,,,,,,187
320-U1333A-15X-6-A,320,U1333,A,15,15-6,X,6,A,0,100,137.1,138.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,40,soft,10YR 3/3,,,,,,,188
320-U1333A-15X-6-A,320,U1333,A,15,15-6,X,6,A,0,100,137.1,138.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,60,soft,10YR 6/3,Occasional very pale brown (10YR 8/3) nannofossil ooze layers (1-3 cm thick)  ,,,,,,189
320-U1333A-15X-6-A,320,U1333,A,15,15-6,X,6,A,100,150,138.1,138.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,80,firm,10YR 3/2,,,,,,,190
320-U1333A-15X-6-A,320,U1333,A,15,15-6,X,6,A,100,150,138.1,138.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,,Nannofossil radiolarian ooze,20,firm,10YR 5/6,,,,,,,191
320-U1333A-15X-7-A,320,U1333,A,15,15-7,X,7,A,0,10,138.6,138.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,80,firm,10YR 3/2,,,,,,,192
320-U1333A-15X-7-A,320,U1333,A,15,15-7,X,7,A,0,10,138.6,138.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,,Nannofossil radiolarian ooze,20,firm,10YR 5/6,,,,,,,193
320-U1333A-15X-7-A,320,U1333,A,15,15-7,X,7,A,10,39,138.7,138.99,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,20,firm,10YR 5/3,,,,,,,194
320-U1333A-15X-7-A,320,U1333,A,15,15-7,X,7,A,10,39,138.7,138.99,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,80,firm,10YR 3/2,,,,,,,195
320-U1333A-15X-CC-A,320,U1333,A,15,15-CC,X,CC,A,0,17,138.99,139.16,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,20,firm,10YR 5/3,,,,,,,196
320-U1333A-15X-CC-A,320,U1333,A,15,15-CC,X,CC,A,0,17,138.99,139.16,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,80,firm,10YR 3/2,,,,,,,197
320-U1333A-16X-1-A,320,U1333,A,16,16-1,X,1,A,0,150,139.2,140.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,80,firm,10YR 2/2,,,,,,,198
320-U1333A-16X-1-A,320,U1333,A,16,16-1,X,1,A,0,150,139.2,140.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,20,firm,10YR 3/3,,,,,,,199
320-U1333A-16X-2-A,320,U1333,A,16,16-2,X,2,A,0,150,140.7,142.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,80,firm,10YR 2/2,,,,,,,200
320-U1333A-16X-2-A,320,U1333,A,16,16-2,X,2,A,0,150,140.7,142.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,20,firm,10YR 3/3,,,,,,,201
320-U1333A-16X-3-A,320,U1333,A,16,16-3,X,3,A,0,150,142.2,143.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,80,firm,10YR 2/2,,,,,,,202
320-U1333A-16X-3-A,320,U1333,A,16,16-3,X,3,A,0,150,142.2,143.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,20,firm,10YR 3/3,,,,,,,203
320-U1333A-16X-4-A,320,U1333,A,16,16-4,X,4,A,0,150,143.7,145.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,80,firm,10YR 2/2,,,,,,,204
320-U1333A-16X-4-A,320,U1333,A,16,16-4,X,4,A,0,150,143.7,145.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,20,firm,10YR 3/3,,,,,,,205
320-U1333A-16X-5-A,320,U1333,A,16,16-5,X,5,A,0,118,145.2,146.38,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,80,firm,10YR 2/2,,,,,,,206
320-U1333A-16X-5-A,320,U1333,A,16,16-5,X,5,A,0,118,145.2,146.38,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,20,firm,10YR 3/3,,,,,,,207
320-U1333A-16X-5-A,320,U1333,A,16,16-5,X,5,A,118,150,146.38,146.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,70,firm,10YR 5/3,,,,,,,208
320-U1333A-16X-5-A,320,U1333,A,16,16-5,X,5,A,118,150,146.38,146.7,ooze [MMK88],,Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,30,firm,10YR 4/3,,,,,,,209
320-U1333A-16X-6-A,320,U1333,A,16,16-6,X,6,A,0,150,146.7,148.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,70,firm,10YR 5/3,,,,,,,210
320-U1333A-16X-6-A,320,U1333,A,16,16-6,X,6,A,0,150,146.7,148.2,ooze [MMK88],,Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,30,firm,10YR 4/3,,,,,,,211
320-U1333A-16X-7-A,320,U1333,A,16,16-7,X,7,A,0,46,148.2,148.66,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,70,firm,10YR 5/3,,,,,,,212
320-U1333A-16X-7-A,320,U1333,A,16,16-7,X,7,A,0,46,148.2,148.66,ooze [MMK88],,Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,30,firm,10YR 4/3,,,,,,,213
