Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
323-U1345A-1H-2-A,323,U1345,A,1,1-2,H,2,A,53,150,2.03,3,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1345A-1H-3-A,323,U1345,A,1,1-3,H,3,A,0,30,3,3.3,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1345A-1H-3-A,323,U1345,A,1,1-3,H,3,A,30,34,3.3,3.34,diatom ooze,Leg 323,,diatom ooze,50,soft,5Y 4/2,,,,,thin undulated bedding,,,,,,,,,,,
323-U1345A-1H-3-A,323,U1345,A,1,1-3,H,3,A,30,34,3.3,3.34,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,50,soft,10Y 4/1,,,,,thin undulated bedding,,,,,,,,,,,
323-U1345A-1H-3-A,323,U1345,A,1,1-3,H,3,A,34,74,3.34,3.74,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1345A-1H-3-A,323,U1345,A,1,1-3,H,3,A,74,125,3.74,4.25,diatom ooze,Leg 323,,diatom ooze,50,soft,5Y 4/2,,,,,thin undulated bedding,,,,,,,,,,,
323-U1345A-1H-3-A,323,U1345,A,1,1-3,H,3,A,74,125,3.74,4.25,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,50,soft,10Y 4/1,,,,,thin undulated bedding,,,,,,,,,,,
323-U1345A-1H-CC-A,323,U1345,A,1,1-CC,H,CC,A,0,5,4.25,4.3,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1345A-2H-1-A,323,U1345,A,2,2-1,H,1,A,0,26,4.4,4.66,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soupy,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1345A-2H-1-A,323,U1345,A,2,2-1,H,1,A,26,38,4.66,4.78,diatom ooze,Leg 323,,diatom ooze,50,soft,5Y 4/2,,,,,medium to thick lamination,,,,,,,,,,,
323-U1345A-2H-1-A,323,U1345,A,2,2-1,H,1,A,26,38,4.66,4.78,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,50,soft,5Y 4/1 ,,,,,medium to thick lamination,,,,,,,,,,,
323-U1345A-2H-1-A,323,U1345,A,2,2-1,H,1,A,38,57,4.78,4.97,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1345A-2H-1-A,323,U1345,A,2,2-1,H,1,A,57,150,4.97,5.9,diatom ooze,Leg 323,,diatom ooze,50,soft,5Y 4/2,,,,,medium to thick lamination,,,,,,,,,,,
323-U1345A-2H-1-A,323,U1345,A,2,2-1,H,1,A,57,150,4.97,5.9,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,50,soft,5Y 4/1 ,,,,,medium to thick lamination,,,,,,,,,,,
323-U1345A-2H-2-A,323,U1345,A,2,2-2,H,2,A,0,9,5.9,5.99,diatom ooze,Leg 323,,diatom ooze,50,soft,5Y 4/2,,,,,medium to thick lamination,,,,,,,,,,,
323-U1345A-2H-2-A,323,U1345,A,2,2-2,H,2,A,0,9,5.9,5.99,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,50,soft,5Y 4/1 ,,,,,medium to thick lamination,,,,,,,,,,,
323-U1345A-2H-2-A,323,U1345,A,2,2-2,H,2,A,9,95,5.99,6.85,silty clay [S54],"Shepard, 1954",,silty clay,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1345A-2H-2-A,323,U1345,A,2,2-2,H,2,A,95,150,6.85,7.4,silty clay [S54],"Shepard, 1954",,silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1345A-2H-3-A,323,U1345,A,2,2-3,H,3,A,0,55,7.4,7.95,silty clay [S54],"Shepard, 1954",,silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1345A-2H-3-A,323,U1345,A,2,2-3,H,3,A,55,150,7.95,8.9,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1345A-2H-4-A,323,U1345,A,2,2-4,H,4,A,0,150,8.9,10.4,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1345A-2H-5-A,323,U1345,A,2,2-5,H,5,A,0,150,10.4,11.9,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1345A-2H-6-A,323,U1345,A,2,2-6,H,6,A,0,150,11.9,13.4,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1345A-2H-7-A,323,U1345,A,2,2-7,H,7,A,0,58,13.4,13.98,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1345A-3H-1-A,323,U1345,A,3,3-1,H,1,A,0,150,13.9,15.4,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1345A-3H-2-A,323,U1345,A,3,3-2,H,2,A,0,84,15.4,16.24,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1345A-3H-2-A,323,U1345,A,3,3-2,H,2,A,84,150,16.24,16.9,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,4/N,,,,,,,,,,,,,,,,
323-U1345A-3H-3-A,323,U1345,A,3,3-3,H,3,A,0,128,16.9,18.18,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,4/N,,,,,,,,,,,,,,,,
323-U1345A-3H-3-A,323,U1345,A,3,3-3,H,3,A,128,150,18.18,18.4,silty sand [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty sand,,soft,4/N,,,,,,,,,,,,,,,,
323-U1345A-3H-4-A,323,U1345,A,3,3-4,H,4,A,0,0.015,18.4,18.4,silty sand [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty sand,,soft,4/N,,,,,,,,,,,,,,,,
323-U1345A-3H-4-A,323,U1345,A,3,3-4,H,4,A,0,80,18.4,19.2,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,4/N,,,,,,,,,,,,,,,,
323-U1345A-3H-4-A,323,U1345,A,3,3-4,H,4,A,80,121,19.2,19.61,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,50,soft,4/N,,,,,,,,,,,,,,,,
323-U1345A-3H-4-A,323,U1345,A,3,3-4,H,4,A,80,121,19.2,19.61,diatom ooze,Leg 323,,diatom ooze,10,soft,5Y 3/1,,,,,40% pyrite,,,,,,,,,,,
323-U1345A-3H-4-A,323,U1345,A,3,3-4,H,4,A,80,121,19.2,19.61,diatom ooze,Leg 323,,diatom ooze,10,soft,5Y 5/3,,,,,,,,,,,,,,,,
323-U1345A-3H-4-A,323,U1345,A,3,3-4,H,4,A,80,121,19.2,19.61,diatom ooze,Leg 323,,diatom ooze,30,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1345A-3H-4-A,323,U1345,A,3,3-4,H,4,A,121,150,19.61,19.9,silty clay [S54],"Shepard, 1954",,silty clay,,soft,4/N,,,,,,,,,,,,,,,,
323-U1345A-3H-5-A,323,U1345,A,3,3-5,H,5,A,0,150,19.9,21.4,silty clay [S54],"Shepard, 1954",,silty clay,,soft,4/N,,,,,,,,,,,,,,,,
323-U1345A-3H-6-A,323,U1345,A,3,3-6,H,6,A,0,117,21.4,22.57,silty clay [S54],"Shepard, 1954",,silty clay,,soft,4/N,,,,,,,,,,,,,,,,
323-U1345A-3H-6-A,323,U1345,A,3,3-6,H,6,A,117,150,22.57,22.9,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1345A-3H-7-A,323,U1345,A,3,3-7,H,7,A,0,60,22.9,23.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1345A-3H-7-A,323,U1345,A,3,3-7,H,7,A,60,71,23.5,23.61,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,60,soft,10Y 4/1,,,,,fainted laminae,,,,,,,,,,,
323-U1345A-3H-7-A,323,U1345,A,3,3-7,H,7,A,60,71,23.5,23.61,diatom silty clay,Leg 323,nannofossil-bearing,nannofossil-bearing diatom silty clay,20,soft,5Y 4/3,,,,,fainted laminae,,,,,,,,,,,
323-U1345A-3H-7-A,323,U1345,A,3,3-7,H,7,A,60,71,23.5,23.61,diatom silty clay,Leg 323,nannofossil-bearing,nannofossil-bearing diatom silty clay,20,soft,5Y 5/3,,,,,fainted laminae,,,,,,,,,,,
323-U1345A-3H-CC-A,323,U1345,A,3,3-CC,H,CC,A,0,16,23.61,23.77,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,60,soft,10Y 4/1,,,,,fainted laminae,,,,,,,,,,,
323-U1345A-3H-CC-A,323,U1345,A,3,3-CC,H,CC,A,0,16,23.61,23.77,diatom silty clay,Leg 323,nannofossil-bearing,nannofossil-bearing diatom silty clay,20,soft,5Y 4/3,,,,,fainted laminae,,,,,,,,,,,
323-U1345A-3H-CC-A,323,U1345,A,3,3-CC,H,CC,A,0,16,23.61,23.77,diatom silty clay,Leg 323,nannofossil-bearing,nannofossil-bearing diatom silty clay,20,soft,5Y 5/3,,,,,fainted laminae,,,,,,,,,,,
323-U1345A-3H-CC-A,323,U1345,A,3,3-CC,H,CC,A,16,24,23.77,23.85,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1345A-4H-1-A,323,U1345,A,4,4-1,H,1,A,0,150,23.4,24.9,silt [S54],,diatom-bearing,diatom-bearing silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1345A-4H-2-A,323,U1345,A,4,4-2,H,2,A,0,56,24.9,25.46,silt [S54],,diatom-bearing,diatom-bearing silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1345A-4H-2-A,323,U1345,A,4,4-2,H,2,A,56,68,25.46,25.58,silty sand [S54],"Shepard, 1954",,silty sand,100,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1345A-4H-2-A,323,U1345,A,4,4-2,H,2,A,68,120,25.58,26.1,diatom ooze,Leg 323,nannofossil-bearing,nannofossil-bearing diatom ooze,40,soft,5Y 3/2,,,,,lighter laminae,,,,,,,,,,,
323-U1345A-4H-2-A,323,U1345,A,4,4-2,H,2,A,68,120,25.58,26.1,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,60,soft,3/N ,,,,,darker laminae,,,,,,,,,,,
323-U1345A-4H-2-A,323,U1345,A,4,4-2,H,2,A,120,150,26.1,26.4,silt [S54],,diatom-bearing,diatom-bearing silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1345A-4H-3-A,323,U1345,A,4,4-3,H,3,A,0,150,26.4,27.9,silt [S54],,diatom-bearing,diatom-bearing silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1345A-4H-4-A,323,U1345,A,4,4-4,H,4,A,0,27,27.9,28.17,silt [S54],,diatom-bearing,diatom-bearing silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1345A-4H-4-A,323,U1345,A,4,4-4,H,4,A,27,95,28.17,28.85,sandy clay [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy clay,100,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1345A-4H-4-A,323,U1345,A,4,4-4,H,4,A,95,150,28.85,29.4,silt [S54],,diatom-bearing,diatom-bearing silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1345A-4H-5-A,323,U1345,A,4,4-5,H,5,A,0,62,29.4,30.02,silt [S54],,diatom-bearing,diatom-bearing silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1345A-4H-5-A,323,U1345,A,4,4-5,H,5,A,62,150,30.02,30.9,diatom ooze,Leg 323,nannofossil-bearing,nannofossil-bearing diatom ooze,40,soft,5Y 3/2,,,,,lighter laminae,,,,,,,,,,,
323-U1345A-4H-5-A,323,U1345,A,4,4-5,H,5,A,62,150,30.02,30.9,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,60,soft,3/N ,,,,,darker laminae,,,,,,,,,,,
323-U1345A-4H-6-A,323,U1345,A,4,4-6,H,6,A,0,150,30.9,32.4,silt [S54],,diatom-bearing,diatom-bearing silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1345A-4H-7-A,323,U1345,A,4,4-7,H,7,A,0,80,32.4,33.2,silt [S54],,diatom-bearing,diatom-bearing silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1345A-4H-CC-A,323,U1345,A,4,4-CC,H,CC,A,0,24,33.2,33.44,silt [S54],,diatom-bearing,diatom-bearing silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1345A-5H-1-A,323,U1345,A,5,5-1,H,1,A,0,58,32.9,33.48,silty sand [S54],"Shepard, 1954",,silty sand,,,10Y 2.5/1,,,,,,,,,,,,,,,,
323-U1345A-5H-1-A,323,U1345,A,5,5-1,H,1,A,58,83,33.48,33.73,silty sand [S54],"Shepard, 1954",diatom-rich,diatom-rich silty sand,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1345A-5H-1-A,323,U1345,A,5,5-1,H,1,A,83,150,33.73,34.4,silty sand [S54],"Shepard, 1954",,silty sand,,,10Y 2.5/1,,,,,,,,,,,,,,,,
323-U1345A-5H-2-A,323,U1345,A,5,5-2,H,2,A,0,16,34.4,34.56,silty sand [S54],"Shepard, 1954",,silty sand,,,10Y 2.5/1,,,,,,,,,,,,,,,,
323-U1345A-5H-2-A,323,U1345,A,5,5-2,H,2,A,16,30,34.56,34.7,diatom silty sand,Leg 323,,diatom silty sand,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1345A-5H-2-A,323,U1345,A,5,5-2,H,2,A,30,48,34.7,34.88,silty sand [S54],"Shepard, 1954",,silty sand,,,10Y 2.5/1,,,,,,,,,,,,,,,,
323-U1345A-5H-2-A,323,U1345,A,5,5-2,H,2,A,48,150,34.88,35.9,diatom silty sand,Leg 323,,diatom silty sand,,,10Y 3/1,,,,,,,,,,,,,,,,
323-U1345A-5H-3-A,323,U1345,A,5,5-3,H,3,A,0,150,35.9,37.4,diatom silty sand,Leg 323,,diatom silty sand,,,10Y 3/1,,,,,,,,,,,,,,,,
323-U1345A-5H-4-A,323,U1345,A,5,5-4,H,4,A,0,150,37.4,38.9,diatom silty sand,Leg 323,,diatom silty sand,,,10Y 3/1,,,,,,,,,,,,,,,,
323-U1345A-5H-5-A,323,U1345,A,5,5-5,H,5,A,0,129,38.9,40.19,diatom silty sand,Leg 323,,diatom silty sand,,,10Y 3/1,,,,,,,,,,,,,,,,
323-U1345A-5H-5-A,323,U1345,A,5,5-5,H,5,A,129,137,40.19,40.27,dolostone [USGS-LP62],,,dolostone,,,10Y 7/1,,,,,fine laminated,,,,,,,,,,,
323-U1345A-5H-5-A,323,U1345,A,5,5-5,H,5,A,137,150,40.27,40.4,diatom silty sand,Leg 323,,diatom silty sand,,,10Y 3/1,,,,,,,,,,,,,,,,
323-U1345A-5H-6-A,323,U1345,A,5,5-6,H,6,A,0,150,40.4,41.9,diatom silty sand,Leg 323,,diatom silty sand,,,10Y 3/1,,,,,,,,,,,,,,,,
323-U1345A-5H-7-A,323,U1345,A,5,5-7,H,7,A,0,61,41.9,42.51,diatom silty sand,Leg 323,,diatom silty sand,,,10Y 3/1,,,,,,,,,,,,,,,,
323-U1345A-5H-CC-A,323,U1345,A,5,5-CC,H,CC,A,0,34,42.51,42.85,diatom silty sand,Leg 323,,diatom silty sand,,,10Y 3/1,,,,,,,,,,,,,,,,
323-U1345A-6H-1-A,323,U1345,A,6,6-1,H,1,A,0,150,42.4,43.9,sandy silt [S54],"Shepard, 1954",,sandy silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1345A-6H-2-A,323,U1345,A,6,6-2,H,2,A,0,148,43.9,45.38,sandy silt [S54],"Shepard, 1954",,sandy silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1345A-6H-3-A,323,U1345,A,6,6-3,H,3,A,0,150,45.38,46.88,sandy silt [S54],"Shepard, 1954",,sandy silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1345A-6H-4-A,323,U1345,A,6,6-4,H,4,A,0,45,46.88,47.33,sandy silt [S54],"Shepard, 1954",,sandy silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1345A-6H-4-A,323,U1345,A,6,6-4,H,4,A,45,92,47.33,47.8,silty sand [S54],"Shepard, 1954",diatom-rich,diatom-rich silty sand,100,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1345A-6H-4-A,323,U1345,A,6,6-4,H,4,A,92,150,47.8,48.38,sandy silt [S54],"Shepard, 1954",,sandy silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1345A-6H-5-A,323,U1345,A,6,6-5,H,5,A,0,148,48.38,49.86,sandy silt [S54],"Shepard, 1954",,sandy silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1345A-6H-6-A,323,U1345,A,6,6-6,H,6,A,0,75,49.86,50.61,sandy silt [S54],"Shepard, 1954",,sandy silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1345A-6H-6-A,323,U1345,A,6,6-6,H,6,A,75,108,50.61,50.94,silty sand [S54],"Shepard, 1954",diatom-rich,diatom-rich silty sand,100,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1345A-6H-6-A,323,U1345,A,6,6-6,H,6,A,108,124,50.94,51.1,sandy silt [S54],"Shepard, 1954",,sandy silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1345A-6H-CC-A,323,U1345,A,6,6-CC,H,CC,A,0,51,51.1,51.61,sandy silt [S54],"Shepard, 1954",,sandy silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1345A-7H-1-A,323,U1345,A,7,7-1,H,1,A,0,36,51.9,52.26,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1345A-7H-2-A,323,U1345,A,7,7-2,H,2,A,0,49,52.26,52.75,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1345A-7H-2-A,323,U1345,A,7,7-2,H,2,A,49,52,52.75,52.78,diatom silty clay,Leg 323,authigenic-carbonate-rich,authigenic-carbonate-rich diatom silty clay,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1345A-7H-2-A,323,U1345,A,7,7-2,H,2,A,52,149,52.78,53.75,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1345A-7H-3-A,323,U1345,A,7,7-3,H,3,A,0,109,53.75,54.84,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1345A-7H-3-A,323,U1345,A,7,7-3,H,3,A,109,136,54.84,55.11,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1345A-7H-4-A,323,U1345,A,7,7-4,H,4,A,0,150,55.11,56.61,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
