Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
323-U1345A-1H-1-A,323,U1345,A,1,1-1,H,1,A,0,20,0,0.2,clayey sand [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey sand,,soupy,5Y 4/2,,,,,,,,,,,,,,,,
323-U1345A-1H-1-A,323,U1345,A,1,1-1,H,1,A,20,60,0.2,0.6,clayey sand [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey sand,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1345A-1H-1-A,323,U1345,A,1,1-1,H,1,A,60,84,0.6,0.84,clayey sand [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey sand,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1345A-1H-1-A,323,U1345,A,1,1-1,H,1,A,84,100,0.84,1,diatom ooze,Leg 323,nannofossil-bearing,nannofossil-bearing diatom ooze,50,soft,5Y 4/2,,,,,thin bedding,,,,,,,,,,,
323-U1345A-1H-1-A,323,U1345,A,1,1-1,H,1,A,84,100,0.84,1,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,50,soft,5Y 5/1,,,,,thin bedding,,,,,,,,,,,
323-U1345A-1H-1-A,323,U1345,A,1,1-1,H,1,A,100,110,1,1.1,diatom ooze,Leg 323,nannofossil-bearing,nannofossil-bearing diatom ooze,20,soft,5Y 4/3,,,,,medium lamination,,,,,,,,,,,
323-U1345A-1H-1-A,323,U1345,A,1,1-1,H,1,A,100,110,1,1.1,diatom ooze,Leg 323,nannofossil-bearing,nannofossil-bearing diatom ooze,30,soft,5Y 5/4,,,,,medium lamination,,,,,,,,,,,
323-U1345A-1H-1-A,323,U1345,A,1,1-1,H,1,A,100,110,1,1.1,diatom ooze,Leg 323,nannofossil-bearing,nannofossil-bearing diatom ooze,50,soft,5Y 4/1 ,,,,,medium lamination,,,,,,,,,,,
323-U1345A-1H-1-A,323,U1345,A,1,1-1,H,1,A,110,123,1.1,1.23,diatom ooze,Leg 323,,diatom ooze,50,soft,5Y 4/2,,,,,thin bedding,,,,,,,,,,,
323-U1345A-1H-1-A,323,U1345,A,1,1-1,H,1,A,110,123,1.1,1.23,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,50,soft,5Y 5/1,,,,,thin bedding,,,,,,,,,,,
323-U1345A-1H-1-A,323,U1345,A,1,1-1,H,1,A,123,139,1.23,1.39,diatom ooze,Leg 323,nannofossil-bearing,nannofossil-bearing diatom ooze,20,soft,5Y 4/3,,,,,thick lamination,,,,,,,,,,,
323-U1345A-1H-1-A,323,U1345,A,1,1-1,H,1,A,123,139,1.23,1.39,diatom ooze,Leg 323,nannofossil-bearing,nannofossil-bearing diatom ooze,30,soft,5Y 5/4,,,,,thick lamination,,,,,,,,,,,
323-U1345A-1H-1-A,323,U1345,A,1,1-1,H,1,A,123,139,1.23,1.39,diatom ooze,Leg 323,nannofossil-bearing,nannofossil-bearing diatom ooze,50,soft,5Y 4/1 ,,,,,thick lamination,,,,,,,,,,,
323-U1345A-1H-1-A,323,U1345,A,1,1-1,H,1,A,139,150,1.39,1.5,diatom ooze,Leg 323,nannofossil-bearing,nannofossil-bearing diatom ooze,10,soft,5Y 2.5/1,,,,,,,,,,,,,,,,
323-U1345A-1H-2-A,323,U1345,A,1,1-2,H,2,A,0,10,1.5,1.6,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,30,soft,2.5Y 4/1,,,,,strongly tilted layer or burrow filling,,,,,,,,,,,
323-U1345A-1H-2-A,323,U1345,A,1,1-2,H,2,A,0,10,1.5,1.6,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,70,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1345A-1H-2-A,323,U1345,A,1,1-2,H,2,A,10,21,1.6,1.71,diatom ooze,Leg 323,nannofossil-bearing,nannofossil-bearing diatom ooze,10,soft,5Y 2.5/1,,,,,medium to thick lamination,,,,,,,,,,,
323-U1345A-1H-2-A,323,U1345,A,1,1-2,H,2,A,10,21,1.6,1.71,diatom ooze,Leg 323,,diatom ooze,40,soft,5Y 4/3,,,,,medium to thick lamination,,,,,,,,,,,
323-U1345A-1H-2-A,323,U1345,A,1,1-2,H,2,A,10,21,1.6,1.71,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,50,soft,5Y 5/1,,,,,medium to thick lamination,,,,,,,,,,,
323-U1345A-1H-2-A,323,U1345,A,1,1-2,H,2,A,21,39,1.71,1.89,diatom ooze,Leg 323,nannofossil-bearing,nannofossil-bearing diatom ooze,30,soft,5Y 2.5/1,,,,,medium to thick lamination,,,,,,,,,,,
323-U1345A-1H-2-A,323,U1345,A,1,1-2,H,2,A,21,39,1.71,1.89,diatom ooze,Leg 323,,diatom ooze,35,soft,5Y 4/3,,,,,medium to thick lamination,,,,,,,,,,,
323-U1345A-1H-2-A,323,U1345,A,1,1-2,H,2,A,21,39,1.71,1.89,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,35,soft,5Y 5/1,,,,,medium to thick lamination,,,,,,,,,,,
323-U1345A-1H-2-A,323,U1345,A,1,1-2,H,2,A,39,53,1.89,2.03,diatom ooze,Leg 323,nannofossil-bearing,nannofossil-bearing diatom ooze,10,soft,5Y 2.5/1,,,,,medium to thick lamination,,,,,,,,,,,
323-U1345A-1H-2-A,323,U1345,A,1,1-2,H,2,A,39,53,1.89,2.03,diatom ooze,Leg 323,,diatom ooze,40,soft,5Y 4/3,,,,,medium to thick lamination,,,,,,,,,,,
323-U1345A-1H-2-A,323,U1345,A,1,1-2,H,2,A,39,53,1.89,2.03,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,50,soft,5Y 5/1,,,,,medium to thick lamination,,,,,,,,,,,
