leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id,sample
63,470,A,1,1,0.0,150.0,47.50,47.50,49.00,ML, SILTY CLAY, GREENISH GRAY,, GREATLY DISTURBED,  *,,,, SOFT, 33213000,f152c0b5a95a24037e154243ece797a3,63-470A-1-1
63,470,A,1,2,0.0,40.0,47.50,49.00,49.40,ML, SILTY CLAY, GREENISH GRAY,, GREATLY DISTURBED,  *,,,, SOFT, 33213000,281182f8c1c69a95df4876f2f75cf6cf,63-470A-1-2
63,470,A,1,2,40.0,93.0,47.50,49.40,49.93,ML, NANNO CLAY, GREENISH GRAY, MOTTLING, GREATLY DISTURBED,  *,,,, SOFT, 31210000.1210,d52d12c4839461bf33998843fbfd096f,63-470A-1-2
63,470,A,1,2,93.0,108.0,47.50,49.93,50.08,ML, SILTY CLAY, GREENISH GRAY,, GREATLY DISTURBED,  *,,,, SOFT, 33213000,c18b9a9a548b52dae197161c12803c7e,63-470A-1-2
63,470,A,1,2,108.0,150.0,47.50,50.08,50.50,ML, NANNO CLAY, GREENISH GRAY,, GREATLY DISTURBED,  *," VOLCANIC ASH,GLAUCONITE",,, SOFT, 31210000.1210,00fbfcf38061557a95b9f30f3813f22c,63-470A-1-2
63,470,A,1,3,0.0,150.0,47.50,50.50,52.00,ML, NANNO CLAY, GREENISH GRAY,, GREATLY DISTURBED,  *, PYRITE,,, SOFT, 31210000.1210,00f71735c346aba3b42cf52e6d6b3986,63-470A-1-3
63,470,A,1,4,0.0,30.0,47.50,52.00,52.30,ML, SILTY CLAY, GREENISH GRAY, MOTTLING,,  *, PYRITE,,, SOFT, 33213000,6cb22c96fad94e80ae889f73ea88311d,63-470A-1-4
63,470,A,1,CC,0.0,25.0,47.50,52.41,52.56,ML, SILTY CLAY," GREENISH GRAY,DARK GRAY",, MODERATELY DISTURBED,  *, PYRITE,,, FIRM, 33213000,7be0fcf18114846b38b61eae1ab0c24e,63-470A-1-CC
63,470,A,2,1,12.0,40.0,57.00,57.12,57.40,JC, SILTY NANNO CLAY, GRAYISH OLIVE,, GREATLY DISTURBED,  *,,,, SOFT, 33213000.1210,80d297b8913922781d88d1bd7096398b,63-470A-2-1
63,470,A,2,1,40.0,117.0,57.00,57.40,58.17,JC, NANNO CLAY, GREENISH GRAY, MOTTLING, MODERATELY DISTURBED,  *,,,, SOFT, 31210000.1210,5af2e1ee785f1a5b8644d61795581540,63-470A-2-1
63,470,A,2,1,117.0,123.0,57.00,58.17,58.23,JC, VITRIC ASH, GREENISH GRAY,, MODERATELY DISTURBED, VOLCANOGENIC DEPOSITS*," VOLCANIC ASH,ORGANIC MATTER",,, SOFT, 33113000,4524d6a6682f2f1d1739b7b03b4bc6db,63-470A-2-1
