leg,site,hole,core,section,top interval depth(cm),top of core depth(cm),top of section(m),sample midpoint depth(m),describer,rock name,piece numbers,texture data,structure data,alteration data,other information data,vesicle data,phenocryst data,groundmass mineral data,replacement mineral data,comments,unknown code
22,215,,17,1,110.0,150.00,151.10,  151.50,"HEKINIAN, R.",PLAG SPARSELY MICROPHYRIC BASALT,PCE NO PCE NUMBERS ASSIGNED,"SPARSELY MICROPHYRIC, VARIOLITIC, BASALTIC GLASSY MARGIN AT 110CM",,comments: WEATHERED,"FOR MORE INFORMATION REFER TO ""LITHOLOGIC SUMMARY"" IN THE SITE 215 CHAPTER OF THE INITIAL REPORTS",,PLAG        1 comments : MICROPHENOCRYSTS,PLAG |            69 | MESOSTAS comments : REDDISH BROWN MESOSTASIS,,,
22,215,,17,CC,0.0,150.00,151.60,  151.74,"HEKINIAN, R.",BASALT,PCE NO PCE NUMBERS ASSIGNED,"GLASSY BASALT, ABUNDANT 6-7MM DARK SPECKS OF GLASS, GLASS AT 12-14CM",, WEATHERED," MODERATE YELLOWISH BROWN (10YR5/4), LIMESTONE  LOCATED AT 20-24CM, FOR MORE INFORMATION  REFER TO ""LITHOLOGIC SUMMARY"" IN THE SITE  215 CHAPTER OF THE INITIAL REPORTS",     1-3               PALAG comments : YELLOW PALAG VUGS RIMMED WITH WHITE,,,PALAG comments :  YELLOW,,
22,215,,18,1,0.0,155.50,155.50,  157.00,"HEKINIAN, R.",BASALT,PCE NO PCE NUMBERS ASSIGNED,"BASALTIC GLASS LOCATED AT 70-75CM, CHILLED MARGINS LOCATED AT 65CM AND 75CM AND 140CM",,"comments: PARTIALLY WEATHERED, WEATHERED MARGINS AT 65+130CM MESTONE LOCATED AT 70-72CM, SONIC VELOCITY AT 0CM IS 5.04KM/S, BASALT IS OLIVE GRAY (5Y4/1), R MORE INFORMATION SEE ""LITHOLOGIC SUMMARY"" IN THE TE 215 CHAPTER OF THE INITIAL REPORTS",,,,,,,
22,215,,18,2,0.0,155.50,157.00,  158.50,"HEKINIAN, R.",BASALT,PCE NO PCE NUMBERS ASSIGNED,BASALTIC GLASS LOCATED AT 55CM AND 74CM AND 140CM,,comments: WEATHERED MARGINS BORDER THE BASALTIC GLASS ON BOTH SIDES EXCEPT FOR THE GLASS AT 74CM WHERE IT IS ONLY WEATHERED ABOVE THE GLASS,"FOR MORE INFORMATION REFER TO ""LITHOLOGIC SUMMARY"" IN THE SITE 215 CHAPTER OF THE INITIAL REPORTS",,,,,,
22,215,,18,3,0.0,155.50,158.50,  160.00,"HEKINIAN, R.",BASALT,PCE NO PCE NUMBERS ASSIGNED,,,"comments: ABUNDANTLY WEATHERED AT THE TOP OF THE SECTION, WEATHERED UP TO 75CM","FOR MORE INFORMATION REFER TO ""LITHOLOGIC SUMMARY"" IN THE SITE 215 CHAPTER OF THE INITIAL REPORTS",,,,,,
22,215,,18,CC,0.0,155.50,160.10,  160.24,"HEKINIAN, R.",BASALT,PCE NO PCE NUMBERS ASSIGNED,,,,"FOR MORE INFORMATION REFER TO ""LITHOLOGIC SUMMARY"" IN THE SITE 215 CHAPTER OF THE INITIAL REPORTS",,,,,,
22,215,,19,1,0.0,162.00,162.00,  163.50,"HEKINIAN, R.",BASALT,PCE NO PCE NUMBERS ASSIGNED,"HOLOXTLLINE, COARSE-GRAINED",,"comments: MOD FRESH, LEAST WEATHERED BASALT","SONIC=5.5KM/S, FOR MORE INFORMATION REFER TO ""LITHOLOGIC SUMMARY"" IN THE SITE 215 CHAPTER OF THE INITIAL REPORTS",,,,,,
22,215,,19,2,45.0,162.00,163.95,  165.00,"HEKINIAN, R.",BASALT,PCE NO PCE NUMBERS ASSIGNED,"WEATHERED MARGIN OF GLASSY BASALT AND BASALTIC GLASS LOCATED AT 45-55CM, BASALTIC GLASS AT 52 AND 130CM",VEINED WITH CALCITE,"comments: MODERATELY FRESH, WEATHERED MARGINS BORDERING BASALTIC GLASS AT 55CM (MODERATE YELLOWISH BROWN) AND AT 130CM","FOR MORE INFORMATION REFER TO ""LITHOLOGIC SUMMARY"" IN THE SITE 215 CHAPTER OF THE INITIAL REPORTS",,,,CALCITE,,
22,215,,20,1,72.0,165.50,166.22,  167.00,"HEKINIAN, R.",BASALT,PCE NO PCE NUMBERS ASSIGNED,,VEINED WITH CALCITE,comments: ZONE OF MODERATELY FRESH BASALT BETWEEN 100-130CM,"FOR MORE INFORMATION REFER TO ""LITHOLOGIC SUMMARY IN THE SITE 215 CHAPTER OF THE INITIAL REPORTS",,,,,,
22,215,,20,2,0.0,165.50,167.00,  168.50,"HEKINIAN, R.",BASALT,PCE NO PCE NUMBERS ASSIGNED,"BASALTIC GLASS AT 78-80CM AND 120-150CM, WEATHERED GLASSY BASALT BORDERING THE BASALTIC GLASS AT 78- 80CM",,"comments: SLIGHTLY WEATHERED AT 35CM, WEATHERED BASALT AT 110CM AND BELOW","FOR MORE INFORMATION REFER TO ""LITHOLOGIC SUMMARY"" IN THE SITE 215 CHAPTER OF THE INITIAL REPORTS",,,,,,
