leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id,sample
14,139,,1,1,5.0,7.0,114.00,114.06, 1,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,508,RSPIO0010,Spirocyrtis sp.,PRESENT,  ,1,a6414e67bc6667aa035b53bb13b831f1,14-139-1-1
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RDIPL0040,Diplocyclas ionis,FEW,  ,2,68be6d0e3c74a3490f5c5f3935d06565,14-139-1-1
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RHALO0010,Haliometta miocenica,COMMON,  ,2,c19bd7973e34941fa2c9a22b705f1c9a,14-139-1-1
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLAMP0020,Lamprocyclas aegles,ABUNDANT,  ,2,f8acf6c94b55b7f663d52fbac1ebaa25,14-139-1-1
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLAMP0040,Lamprocyclas junonis,COMMON,  ,2,637332e5ec29163a5201f6995845190f,14-139-1-1
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLAMT0020,Lamprotripus mawsoni,PRESENT,  ,2,39b7e7f32cbead4aa303d0d6696e2655,14-139-1-1
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLIPM0040,Lipmanella dogieli,COMMON,  ,2,33c60f3c5712d61570620189ca0a60d2,14-139-1-1
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLIPM0070,Lipmanella xiphephorum,FEW,  ,2,664bed836fc66a7e72fbf24aabfb1705,14-139-1-1
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLYCN0070,Lychnocanium korotnevi,PRESENT,  ,3,b7a71b5df9cf0b4c61af9b87ff37d1c8,14-139-1-1
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLYCN0070,Lychnocanium korotnevi,FEW,  ,3,3187853cadccb03315c9ca97e76af3e7,14-139-1-1
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,ROMMA0036,Ommatartus ceratospyris (q),FEW,  ,3,c357bcb911888d9d8973799501d916ce,14-139-1-1
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RPERY0040,Peripyramis woodringi,RARE,  ,3,aa71df65f93476eaa8a04d32c5e9945a,14-139-1-1
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RPTEC0040,Pterocorys sabae,RARE,  ,3,2515b4fc671841e55cd9100a87a1c5dc,14-139-1-1
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSPIO0010,Spirocyrtis sp.,PRESENT,  ,3,36cb50ea5cedad92295abe4b465d2b07,14-139-1-1
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSPIO0020,Spirocyrtis cornutella,FEW,  ,3,50e769e9ae894a14ade638e869aad2bf,14-139-1-1
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSPOD0160,Spongodiscus resurgens,ABUNDANT,  ,3,86a7ddddcf44716eb3c7054d37f57efd,14-139-1-1
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSPOD0170,Spongodiscus resurgens osculosa,PRESENT,  ,3,2359271e7cfdc4cec206ec707b0cda2d,14-139-1-1
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTID0030,Stichopodium calvertense,RARE,  ,3,a265b772947df91b78293964542ccdec,14-139-1-1
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTYA0020,Stylatractus fragilis,FEW,  ,4,3c3d32c44e9492685cbe78e16203ef29,14-139-1-1
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTYA0030,Stylatractus neptunus,COMMON,  ,4,868e6180155445977cc85e4cdf631bf8,14-139-1-1
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTYH0010,Stylosphaera sp.,COMMON,  ,4,6ca4c8f0039b60b2f59e21d72c41fbaa,14-139-1-1
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTYH0020,Stylosphaera angelina,COMMON,  ,4,4829b19d71762d2a1626c8f8188515e4,14-139-1-1
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RTHEY0015,Theocorythium sp.(q),PRESENT,  ,4,60b90a13d2a6c27e2673f67b0ad3532f,14-139-1-1
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RTRIL0030,Tricolocapsa papillosa,COMMON,  ,4,e9b7c21ce1f7a690097c7c00386252bf,14-139-1-1
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RTRIN0010,Trigonastrum sp.,PRESENT,  ,4,5666385667e2d1ded034bfdecd9f522b,14-139-1-1
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RZYGO0050,Zygocircus productus,FEW,  ,4,ca9ff15b4455ea10f73447edd2ab0c47,14-139-1-1
14,139,,1,2,5.0,7.0,114.00,115.56, 1,"PETRUSHEVSKAYA,M.G.",,29,RADIOLARIA,,,,,NO AGE GIVEN,620,RLYCN0051,Lychnocanium grande (q),PRESENT,  ,1,f5c4b7e24df07671162eb4be9f690850,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RACTI0031,Actinomma hexaconthium arachinoidale (q),COMMON,  ,1,b7f7082c7e168ff950ed90c6f9106ebc,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RANTY0040,Anthocyrtidium ophirense,FEW,  ,1,f0f913480e6d652e8daf16313badcd67,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RANTY0050,Anthocyrtidium ovata,COMMON,  ,1,abac361588cee505e35d722eda92494d,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RARTY0010,Artocyrtis sp.,PRESENT,  ,1,e3e1ac490ef6ae8b91c24f7cdeb8e275,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RAXOP0060,Axoprunum stauraxonium,COMMON,  ,1,522eec83d619ebcc3e710c96063e3169,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RBOTS0020,Botryostrobus auritus,PRESENT,  ,1,d061e47eaad8c0c3d8d66aed7aa085a6,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RBOTS0030,Botryostrobus australis,PRESENT,  ,1,5e23f1afa4a2e133ef608f45174581a2,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RBOTS0070,Botryostrobus tumidulus,COMMON,  ,1,83b61a9f717fd32879b335debea65f4a,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RCLAL0020,Clathrocyclas bicornis,PRESENT,  ,1,3aef6210564edccd0364b101b3f56eb1,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RCORU0030,Cornutella longisetta,PRESENT,  ,1,9fb8b4f464f2b4a24378013e649be1b1,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RCORU0040,Cornutella profunda,COMMON,  ,2,75af56181e1dacced6d0c52db5de451d,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RCROY0020,Cromyechinus langii,RARE,  ,2,e16c0d5fe9a5dbaa222a231c4ef0ab69,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RDICU0081,Dictyophimus hirundo (q),PRESENT,  ,2,56bbc2bc23b5ce8473357482dd5b5d81,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RDIPL0020,Diplocyclas bicorona,PRESENT,  ,2,9aca8914cf173e948912ecddb4e0b641,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RDIPL0040,Diplocyclas ionis,FEW,  ,2,37b9180084558379d5412a4ed58a02e2,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,REUCE0010,Eucecryphalus sp.,FEW,  ,2,0265898b7231fa175cd81066b19f411b,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RHALO0010,Haliometta miocenica,COMMON,  ,2,b876c758a8031fe2732236b735ccb403,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLAMP0020,Lamprocyclas aegles,ABUNDANT,  ,2,26ebd4cc384b3d3c368153023481b6d4,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLAMP0030,Lamprocyclas heteroporos,FEW,  ,2,4aa305517b7b76ce19f231f73fcfe112,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLAMP0031,Lamprocyclas heteroporus (q),PRESENT,  ,2,439a8cfd9f2c06ab5e43373853a3054c,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLAMP0040,Lamprocyclas junonis,COMMON,  ,3,3e34fcb562e40df50556ea74c44ef2ff,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLIPM0040,Lipmanella dogieli,COMMON,  ,3,0693ae344b28ea66e46b4f2b7350ddc6,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLIPM0070,Lipmanella xiphephorum,FEW,  ,3,5fe70d5311506aef5a2ea6e599e624bd,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLYCN0070,Lychnocanium korotnevi,COMMON,  ,3,08d61296fd4d236535b5a2e58c776b2e,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,ROMMA0036,Ommatartus ceratospyris (q),FEW,  ,3,cd15d5d123a06f00166912f6da043784,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,ROMMG0020,Ommatogramma sp.,PRESENT,  ,3,e4865a38e7cc915491f0a7954db45b02,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RPERY0040,Peripyramis woodringi,RARE,  ,3,9593acb064c4bc98455b6697fd2f8744,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RPTEC0010,Pterocorys clausus,PRESENT,  ,3,47792a0bba369fce39922d061f3c3235,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RPTEC0040,Pterocorys sabae,FEW,  ,3,6b84a25fafd0f6f606310497a4667986,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RRHOP0030,Rhopalastrum angulatum,PRESENT,  ,3,9b6248cd7a7ab27be20f4627c408d458,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RRHOP0040,Rhopalastrum profunda,PRESENT,  ,4,8df4b9550ab98614461c28df6ba2ea46,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSPIO0020,Spirocyrtis cornutella,RARE,  ,4,cf77505ae259af2257f901b2ad29ec38,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSPIO0021,Spirocyrtis cornutella (q),PRESENT,  ,4,1186d382129ee10a9d9433964ff9319c,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSPOD0160,Spongodiscus resurgens,ABUNDANT,  ,4,475da00d5dc5cefc200c1846e9ab827b,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTID0011,Stichopodium sp.(q),PRESENT,  ,4,5b5dded5a33daab87aed7a79ec69c29d,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTID0030,Stichopodium calvertense,FEW,  ,4,e05f03339878b6f761acb80048b18465,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTID0076,Stichopodium matujamai (q),PRESENT,  ,4,8e32874b5183f0a0ee11b2101af1339a,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTYA0020,Stylatractus fragilis,COMMON,  ,4,6b2ab275ffbee89d1b73943b7642a763,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTYA0030,Stylatractus neptunus,COMMON,  ,4,bd10cc757a261735cbc7c4277eea9731,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTYD0010,Stylodictya aculeata,PRESENT,  ,4,53e18342187ccdb870997c12bfe24da5,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTYH0010,Stylosphaera sp.,COMMON,  ,5,09bb64c78c0b68ede7daa3bfbbcc441f,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTYH0020,Stylosphaera angelina,COMMON,  ,5,5196a392c59ea19be1d7c39c629b6fd5,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RTRIL0030,Tricolocapsa papillosa,FEW,  ,5,245dfec99e650054737fdd8c190660e0,14-139-1-2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RZYGO0050,Zygocircus productus,FEW,  ,5,c1c54a00b88c62b06e8b5426d629e361,14-139-1-2
14,139,,1,CC,0.0,0.0,114.00,117.10,29,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RACTI0031,Actinomma hexaconthium arachinoidale (q),COMMON,  ,1,77efd10a5104a29ecbdac62431c7c2e5,14-139-1-CC
14,139,,1,CC,0.0,0.0,114.00,117.10,29,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RANTY0050,Anthocyrtidium ovata,FEW,  ,1,cdc125168159769098890670f7d07509,14-139-1-CC
