leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id,sample
87,584,B,1,1,0.0,125.0,0.00,0.00,1.25,CAD, MUD,,,,,,,, SOFT, 22232220,73094057866c36f8132da51b9e49087c,87-584B-1-1
87,584,B,1,CC,0.0,38.0,0.00,1.35,1.63,CAD, MUD,,,,,,,, SOFT, 22232220,406aa6a24c5ee139742e40d825e551bf,87-584B-1-CC
87,584,B,2,1,0.0,150.0,644.10,644.10,645.60,CAD, MUDSTONE,,,,,,,, HARD, 00000000,169b407daa4654137c80395121739f4e,87-584B-2-1
87,584,B,2,2,0.0,150.0,644.10,645.60,647.10,CAD, MUDSTONE,,,,,,,, HARD, 00000000,b88abcbc2f86e1e8b9ffeb0e3e64d83e,87-584B-2-2
87,584,B,2,3,0.0,150.0,644.10,647.10,648.60,CAD, MUDSTONE,,,,,,,, HARD, 00000000,7a6c09b4ec9f8b40c731a621de269d17,87-584B-2-3
87,584,B,2,4,0.0,150.0,644.10,648.60,650.10,CAD, MUDSTONE,,,,,,,, HARD, 33232000,8252fca67c5197913e9d55be276f9238,87-584B-2-4
87,584,B,2,5,0.0,100.0,644.10,650.10,651.10,CAD, MUDSTONE,,,,,,,, HARD, 00000000,b700eaf341f13091765b406b5ddcac4b,87-584B-2-5
87,584,B,2,CC,0.0,17.0,644.10,651.20,651.27,CAD, MUDSTONE,,,,,,,, HARD, 00000000,426bb6ca594750c0428799f695cb9748,87-584B-2-CC
87,584,B,3,1,0.0,150.0,943.10,943.10,944.60,KF, MUDSTONE,,,,,,,, FIRM, 00000000,dc53ae0b96774f246dd0ee15f34c34ff,87-584B-3-1
87,584,B,3,2,0.0,140.0,943.10,944.60,946.00,KF, MUDSTONE,,,,,,,, FIRM, 00000000,49dc2b87d46c2671b7c95f3ea2d0af52,87-584B-3-2
87,584,B,3,CC,0.0,15.0,943.10,946.20,946.25,COUL, MUDSTONE,,,,,,,, FIRM, 00000000,f3c624aa8696d109e1dc6664a7c5572f,87-584B-3-CC
87,584,B,H1,1,0.0,147.0,1.40,1.40,2.87,KF, SAND,,,,,,,, SOFT, 00000000,48cc298594d680b7b6e36963caf8ef5f,87-584B-H1-1
87,584,B,H1,CC,0.0,15.0,1.40,2.97,3.02,KF, MUDSTONE,,,,,,,, HARD, 22232220,4baf1c2ff2c2c38bc185b79d7e16b6cc,87-584B-H1-CC
87,584,B,H2,1,0.0,150.0,509.70,509.70,511.20,RM, MUDSTONE,,,,,,,, HARD, 00000000,03486b41fa4f113d7802f5159798c60f,87-584B-H2-1
87,584,B,H2,2,0.0,150.0,509.70,511.20,512.70,RM, MUDSTONE,,,,,,,, HARD, 33232000,8a23461073af2cae9ba35bb87f31873b,87-584B-H2-2
87,584,B,H2,3,0.0,150.0,509.70,512.70,514.20,RM, MUDSTONE,,,,,,,, HARD, 33232000,b4160c8b6d6293cab664f4a161f0dede,87-584B-H2-3
87,584,B,H2,4,0.0,150.0,509.70,514.20,515.70,RM, MUDSTONE,,,,,,,, HARD, 22232220,e59e2d94b96bee96a00639ee0b188eb0,87-584B-H2-4
87,584,B,H2,5,0.0,150.0,509.70,515.70,517.20,RM, MUDSTONE,,,,,,,, HARD, 33232000,c8ef84fb885e6dffd16b4f27ae919ff6,87-584B-H2-5
87,584,B,H2,6,0.0,133.0,509.70,517.20,518.53,RM, MUDSTONE,,,,,,,, HARD, 33232000,c07129a66398e7124dabc24de2ce0ecf,87-584B-H2-6
87,584,B,H2,CC,0.0,35.0,509.70,518.63,518.88,RM, MUDSTONE,,,,,,,, HARD, 33232000,ffe4f2bda709355c05fcefdc85195aee,87-584B-H2-CC
87,584,B,H3,1,0.0,150.0,653.80,653.80,655.30,CAD, MUDSTONE,,,,,,,, HARD, 00000000,e186ea9bda7dd898ca7de5e27d2a9fda,87-584B-H3-1
87,584,B,H3,2,0.0,150.0,653.80,655.30,656.80,CLS, SILT,,,,,,,, FIRM, 00000000,665e0b56eea9f2bf1fecbabb60b7cd57,87-584B-H3-2
87,584,B,H3,3,0.0,120.0,653.80,656.80,658.00,CLS, MUDSTONE,,,,,,,, FIRM, 00000000,d1bf4533db65e6895e8c51b2166e3670,87-584B-H3-3
87,584,B,H3,CC,0.0,28.0,653.80,658.12,658.30,CLS, MUDSTONE,,,,,,,, FIRM, 33232000,0709137b816c61af2a7629c1fc83cf9c,87-584B-H3-CC
87,584,B,H4,1,0.0,150.0,846.80,846.80,848.30,KF, MUDSTONE,,,,,,,, FIRM, 00000000,633fb6e5e42554bf1fdde558f45dad19,87-584B-H4-1
87,584,B,H4,2,0.0,85.0,846.80,848.30,849.15,KF, MUDSTONE,,,,,,,, FIRM, 00000000,1f5899885cd108efe9407f531b0b148b,87-584B-H4-2
87,584,B,H4,CC,0.0,10.0,846.80,849.26,849.26,KF, MUDSTONE,,,,,,,, FIRM, 00000000,da09cb66be08e390b2b281de487b144a,87-584B-H4-CC
