leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
87,582,B,QUATERNARY,,48.5,712.8,,NO AGE GIVEN,,NO AGE GIVEN,    0,  1.8,  0.9,INITIAL CORE DESCRIPTIONS
87,582,B,UPPER PLIOCENE,,712.8,749.4,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,  3.4,  2.6,INITIAL CORE DESCRIPTIONS
