leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id
36,328,B,1,1,89.0,91.0,7.50,8.40, 3,"BUSEN,K.E.",01/1977,36,SILICOFLAGELLATES,,,,,NO AGE GIVEN,709,SDICT0550,Dictyocha pseudofibula,PRESENT,  ,1,0430067c11b1c6790112fe796ff40ccf
36,328,B,1,1,89.0,91.0,7.50,8.40, 3,"BUSEN,K.E.",01/1977,36,SILICOFLAGELLATES,,,,,NO AGE GIVEN,709,SDIST0422,Distephanus speculum (long spined),PRESENT,  ,1,174929d5b1a51159069e5a3c0511ed42
36,328,B,1,1,89.0,91.0,7.50,8.40, 3,"BUSEN,K.E.",01/1977,36,SILICOFLAGELLATES,,,,,NO AGE GIVEN,709,SDIST0423,Distephanus speculum (short spined),PRESENT,  ,1,5d794a4e36a87996ff77336c654bb9ac
36,328,B,1,1,130.0,132.0,7.50,8.81, 3,"BUSEN,K.E.",01/1977,36,SILICOFLAGELLATES,,,,,NO AGE GIVEN,709,SDICT0550,Dictyocha pseudofibula,PRESENT,  ,1,c10012d2924dc7799b8c2ba9430f157e
36,328,B,1,1,130.0,132.0,7.50,8.81, 3,"BUSEN,K.E.",01/1977,36,SILICOFLAGELLATES,,,,,NO AGE GIVEN,709,SDIST0422,Distephanus speculum (long spined),PRESENT,  ,1,f669f9c5cd3161bd3147d774d1d2ed38
36,328,B,1,1,130.0,132.0,7.50,8.81, 3,"BUSEN,K.E.",01/1977,36,SILICOFLAGELLATES,,,,,NO AGE GIVEN,709,SDIST0423,Distephanus speculum (short spined),PRESENT,  ,1,4fee4386d4b347aa481d872954c5ef66
36,328,B,1,2,5.0,7.0,7.50,9.06, 3,"BUSEN,K.E.",01/1977,36,SILICOFLAGELLATES,,,,,NO AGE GIVEN,709,SDICT0550,Dictyocha pseudofibula,PRESENT,  ,1,10040175159c44e778a3e00aea2a7cd0
36,328,B,1,2,5.0,7.0,7.50,9.06, 3,"BUSEN,K.E.",01/1977,36,SILICOFLAGELLATES,,,,,NO AGE GIVEN,709,SDIST0422,Distephanus speculum (long spined),PRESENT,  ,1,90bdf8c13b40c262af5ca9a5a4036ec5
36,328,B,1,2,5.0,7.0,7.50,9.06, 3,"BUSEN,K.E.",01/1977,36,SILICOFLAGELLATES,,,,,NO AGE GIVEN,709,SDIST0423,Distephanus speculum (short spined),PRESENT,  ,1,ddc76cb42cf18a28a5738e7baf1ba0c2
36,328,B,1,2,70.0,72.0,7.50,9.71, 6,"BUSEN,K.E.",01/1977,36,SILICOFLAGELLATES,,,,,NO AGE GIVEN,709,SDICT0020,Dictyocha aspera,5%,  ,1,7478aa00e9f76da2fd14198c33cab26a
36,328,B,1,2,70.0,72.0,7.50,9.71, 6,"BUSEN,K.E.",01/1977,36,SILICOFLAGELLATES,,,,,NO AGE GIVEN,709,SDICT0170,Dictyocha fibula,6%,  ,1,50bda0380dc3d6f12a679f2aa5e05538
36,328,B,1,2,70.0,72.0,7.50,9.71, 6,"BUSEN,K.E.",01/1977,36,SILICOFLAGELLATES,,,,,NO AGE GIVEN,709,SDICT0550,Dictyocha pseudofibula,7%,  ,1,8a507807840a02e01a837fbe4b2b4088
36,328,B,1,2,70.0,72.0,7.50,9.71, 6,"BUSEN,K.E.",01/1977,36,SILICOFLAGELLATES,,,,,NO AGE GIVEN,709,SDIST0422,Distephanus speculum (long spined),45%,  ,1,b4965fbf37fcf39246d2b7e9b9a98aae
36,328,B,1,2,70.0,72.0,7.50,9.71, 6,"BUSEN,K.E.",01/1977,36,SILICOFLAGELLATES,,,,,NO AGE GIVEN,709,SDIST0423,Distephanus speculum (short spined),31%,  ,1,6eb9894e435e039a6823ded72ad9144e
36,328,B,1,2,70.0,72.0,7.50,9.71, 6,"BUSEN,K.E.",01/1977,36,SILICOFLAGELLATES,,,,,NO AGE GIVEN,709,SDIST0490,Distephanus speculum pentagonus,6%,  ,1,a79925be7767a12874756f69af304b7a
36,328,B,1,3,5.0,7.0,7.50,10.56, 4,"BUSEN,K.E.",01/1977,36,SILICOFLAGELLATES,,,,,NO AGE GIVEN,709,SDICT0170,Dictyocha fibula,28%,  ,1,be9f4034cc294fb4b7ba68b98291d41a
36,328,B,1,3,5.0,7.0,7.50,10.56, 4,"BUSEN,K.E.",01/1977,36,SILICOFLAGELLATES,,,,,NO AGE GIVEN,709,SDICT0550,Dictyocha pseudofibula,2%,  ,1,3947a5d43ad2083397ff85fd335f15e7
36,328,B,1,3,5.0,7.0,7.50,10.56, 4,"BUSEN,K.E.",01/1977,36,SILICOFLAGELLATES,,,,,NO AGE GIVEN,709,SDIST0422,Distephanus speculum (long spined),13%,  ,1,1f198afe682f4261b456fc0265243a9a
36,328,B,1,3,5.0,7.0,7.50,10.56, 4,"BUSEN,K.E.",01/1977,36,SILICOFLAGELLATES,,,,,NO AGE GIVEN,709,SDIST0423,Distephanus speculum (short spined),53%,  ,1,a63fbf67781bca232cdb54234585dbdc
36,328,B,1,3,70.0,72.0,7.50,11.21, 6,"BUSEN,K.E.",01/1977,36,SILICOFLAGELLATES,,,,,NO AGE GIVEN,709,SDICT0020,Dictyocha aspera,12%,  ,1,26ba9c9a64888139216ef764830b7fd6
