leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id,sample
36,328,B,1,1,75.0,150.0,7.50,8.25,9.00,, DIATOM OOZE," 10YR7/4-GREYISH ORANGE,5BG7/2-PALE B LUE GREEN,10YR5/4-MODERATE YELLOWISH BROWN"," 5BGM/2 LAYER 105-109 CM,10YR5/4 SANDY LAYER 143-147 CM", SLIGHTLY DISTURBED," MA NGANESE NODULES AT 80 AND 117 CM,IRON-COATED CLAST A T 107 CM",,, SANDY AND SILTY, FI RM, 22212220,664f581a9bedbc8f3f83d1260df63816,36-328B-1-1
36,328,B,1,2,0.0,150.0,7.50,9.00,10.50,, DIATOM OOZE," 5Y7/2-YELLOWISH GREY,5Y6/2-PALE YELL OWISH BROWN,5YR3/4-MODERATE BROWN"," 0-80 CM MOTTLED MANGANESE? STAIN,5YR3/4 SAND LAYER 44-48 CM"," 0-80 CM SLIGHTLY DISTURBED,80-150 CM MODERATELY DISTURBED"," IRON O XIDE-COATED FRAGMENT AT 25 CM,MANGANESE NODULES AT 7 5-80/105 CM", MANGANESE NODULES,," 0-44/48-80 CM 5Y7/2 WITH MANGANESE STA IN,44-48 CM 5YR3/4,80-125 CM HOMOGENEOUS 5Y7/2,125-1 50 CM 10YR6/2", FIRM, 22212220,6a58c9c7dc643fd4d91265d3d0e34d82,36-328B-1-2
36,328,B,1,3,0.0,150.0,7.50,10.50,12.00,, DIATOM OOZE," 5Y7/2-YELLOWISH GREY,-BROWN", BROWN SAND LAYER 45-49 CM MOTTLING 100-120 CM," 0-50 CM INTENSELY DISTURBED,50-150 CM MODERATELY DISTURBED", MANGANESE NODULE AT 32 CM, MA NGANESE NODULE,, SLIGHTLY SANDY AND SILTY, FIRM, 22212220,23134a2f4c4aeca6ba4c0c5fcb726505,36-328B-1-3
36,328,B,1,4,0.0,150.0,7.50,12.00,13.50,, DIATOM OOZE, 5Y7/2-YELLOWISH GREY, MOTTLING, MO DERATELY DISTURBED," GRANULES TO 1 41,PEBBLES TO 44 CM",,, SLIGHTLY SANDY, FIRM, 22212220,22c09510877df832cb4e3e8e399a795a,36-328B-1-4
36,328,B,1,5,0.0,150.0,7.50,13.50,15.00,, DIATOM OOZE, 5Y7/2-YELLOWISH GREY, HOMOGENEOUS, MODERATELY DISTURBED, GRANULES TO 2 CM,,, NO SAND DETECTABLE BELOW 2 CM, FIRM, 22212220,6a6b97eb8ee7522f9c6b66ec98bd7632,36-328B-1-5
36,328,B,1,6,0.0,136.0,7.50,15.00,16.36,, DIATOM OOZE, 5Y7/2-YELLOWISH GREY, HOMOGENEOUS, SLIGHTLY DISTURBED,,,,, FIRM, 22212220,3e3d8f24cf6210c207590387cb9b5cf6,36-328B-1-6
36,328,B,1,CC,0.0,0.0,7.50,16.60,16.60,, DIATOM OOZE, 5Y7/2-YELLOWISH GREY,,, MANGANESE NOD ULES TO 5.3 CM DIAMETER, MANGANESE NODULES,,, FIRM, 22212220,d0d505d1c5a9b8694e9eea5d912ccce2,36-328B-1-CC
36,328,B,2,1,0.0,150.0,17.00,17.30,18.80,, SILICEOUS OOZE-BEARING SILTY CLAY, 10YR7/4-GREYIS H ORANGE," MANGANESE SMUDGES THROUGHOUT,SILT-RICH CL AY PATCH 65-75 CM", MODE RATELY DISTURBED, MANGANESE NODULE AT 76 CM,,,, FIRM, 33211000.3450,54e1149cd2b70072dea59be1e8c65156,36-328B-2-1
36,328,B,2,2,0.0,150.0,17.00,18.80,20.30,, SILICEOUS OOZE-BEARING SILTY CLAY, 10YR7/4-GREYIS H ORANGE, MANGANESE SMUDGES THROUGHOUT, MODERATELY DISTURBED,,,,, FIRM, 00000000,61c610f51c629852e3210f3b7b27caba,36-328B-2-2
36,328,B,2,3,0.0,55.0,17.00,20.30,20.85,, SILICEOUS OOZE-BEARING SILTY CLAY, 10YR7/4-GREYIS H ORANGE, MANGANESE SMUDGES THROUGHOUT, SLIGHTLY D ISTURBED,,,,, FIRM, 00000000,072705d0e413421e752a1f190c6d7762,36-328B-2-3
