leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id,sample
94,611,E,1,1,0.0,150.0,6.50,6.50,8.00,LDK, FORAM NANNO OOZE, GRAY,, GREATLY DISTURBED TO UNDISTURBED,,,,, SOFT, 11111210.1221,39076cfbd1aa3fc4f9ff54309245d8db,94-611E-1-1
94,611,E,1,2,0.0,150.0,6.50,8.00,9.50,LDK, FORAM NANNO OOZE, GRAY," LAMINAE,BURROWS",,, PUMICE,,, SOFT, 11111210.1221,8e4e8fabd922fcedcb82eb8b11fa4c53,94-611E-1-2
94,611,E,1,3,0.0,150.0,6.50,9.50,11.00,LDK, FORAM NANNO OOZE," GRAY,BROWNISH GRAY,GREENISH GRAY,WHITE", MOTTLING,,,,,, SOFT, 00000000,a699d30585c9b7f68136b6a7df19b747,94-611E-1-3
94,611,E,1,4,0.0,150.0,6.50,11.00,12.50,LDK, FORAM NANNO OOZE, GREENISH GRAY, BURROWS,,,,,, SOFT, 11111210.1221,327a28e9c0163a94485ea4ead1a6e73a,94-611E-1-4
94,611,E,1,5,0.0,150.0,6.50,12.50,14.00,LDK, FORAM NANNO OOZE, GREENISH GRAY, BURROWS,, PYRITE INFILLINGS, PYRITE,,, SOFT, 11111210.1221,5345172c261d63d074f835e068035468,94-611E-1-5
94,611,E,1,6,0.0,150.0,6.50,14.00,15.50,LDK, FORAM NANNO OOZE," GRAY,GREENISH GRAY",,, PEBBLES,,,, SOFT, 00000000,94a26f9e97336a1e23c5939ff7c8a64b,94-611E-1-6
94,611,E,1,7,0.0,39.0,6.50,15.50,15.89,LDK, FORAM NANNO OOZE, GREENISH GRAY,,,,,,, SOFT, 11111210.1221,eb40cb60c6e0faf89ff75e9710030680,94-611E-1-7
94,611,E,1,CC,0.0,16.0,6.50,16.00,16.06,LDK, FORAM NANNO OOZE, GREENISH GRAY,,,,,,, SOFT, 11111210.1221,c2a795a3a75112ec54026fb60a839175,94-611E-1-CC
94,611,E,2,1,0.0,10.0,16.10,16.10,16.20,LDK, FORAM NANNO OOZE, GRAY,,,,,,, SOFT, 11111210.1221,383f9e35ee604dbc84e01525565e5fd7,94-611E-2-1
94,611,E,2,1,10.0,150.0,16.10,16.20,17.60,LDK, CALCAREOUS MUD, GREENISH GRAY TO GRAY,,,,,,, SOFT, 33213000.1110,14854cb1ca023c838e803d3a4c03b077,94-611E-2-1
94,611,E,2,2,0.0,150.0,16.10,17.60,19.10,LDK, CALCAREOUS MUD," GRAY,GREEN,OLIVE GRAY",,,,,,, SOFT, 33213000.1110,57ce057db0b216ba4aaeb34cdd96d8de,94-611E-2-2
94,611,E,2,3,0.0,150.0,16.10,19.10,20.60,LDK, CALCAREOUS MUD," OLIVE GRAY,BROWN,GREENISH GRAY",,,,,,, SOFT, 33213000.1110,50cab3e045dcef6a1ccbb26fc3ff8c3a,94-611E-2-3
94,611,E,2,4,0.0,130.0,16.10,20.60,21.90,LDK, CALCAREOUS MUD," GREENISH GRAY,GRAY", BURROWS,,, PUMICE,,, SOFT, 33213000.1110,205d2b2087ea2ffa90b4e7231a66f980,94-611E-2-4
94,611,E,2,4,130.0,150.0,16.10,21.90,22.10,LDK, FORAM NANNO OOZE," GREENISH GRAY,GRAY",,,,,,, SOFT, 11111210.1221,8364180c3abfa5ebccb27d966f82388b,94-611E-2-4
94,611,E,2,5,0.0,70.0,16.10,22.10,22.80,LDK, FORAM NANNO OOZE, GRAY,,,,,,, SOFT, 11111210.1221,5fa9afa1556644f671d0d7caf6e39480,94-611E-2-5
94,611,E,2,5,70.0,111.0,16.10,22.80,23.21,LDK, CALCAREOUS MUD, GRAYISH BROWN,,,,,,, SOFT, 33213000.1110,92659b8865c55faed8197877a8f8ea81,94-611E-2-5
94,611,E,2,5,111.0,140.0,16.10,23.21,23.50,LDK, CALCAREOUS MUD, GRAY,,,,,,, SOFT, 33213000.1110,829bff239580ee463874b06282a669a6,94-611E-2-5
94,611,E,2,5,140.0,150.0,16.10,23.50,23.60,LDK, FORAM NANNO OOZE, GREENISH GRAY,,,,,,, SOFT, 11111210.1221,8651221e9e7ad263a4e365d87e88bbe5,94-611E-2-5
94,611,E,2,6,0.0,150.0,16.10,23.60,25.10,LDK, FORAM NANNO OOZE, GREENISH GRAY TO GREEN TO GRAY,,,,,,, SOFT, 11111210.1221,72e75703317c8de354b4a47765071aa9,94-611E-2-6
94,611,E,2,7,0.0,43.0,16.10,25.10,25.53,LDK, FORAM NANNO OOZE TO CALCAREOUS MUD, GREENISH GRAY TO GRAYISH BROWN,,,,,,, SOFT, 11111210.1221,4c1ce525d33c2fdbf25346f46f0f7b26,94-611E-2-7
94,611,E,2,CC,0.0,20.0,16.10,25.64,25.74,LDK, CALCAREOUS MUD, GRAY,, GREATLY DISTURBED,,,,, SOFT, 33213000.1110,086e9e57b9772eb9ae47db21a5f0ae31,94-611E-2-CC
