leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
33,317,A,UPPER MIOCENE,,402.0,402.7,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
33,317,A,MIDDLE EOCENE,,402.7,411.5,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
33,317,A,LOWER EOCENE,,554.0,554.6,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
33,317,A,MIDDLE MAESTRICHTIAN,,554.6,573.0,,NO AGE GIVEN,,NO AGE GIVEN,   66,   67, 66.5,DSDP INITIAL REPORTS
33,317,A,MIDDLE MAESTRICHTIAN,UPPER CAMPANIAN,573.0,576.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   66,   74,   70,DSDP INITIAL REPORTS
33,317,A,LOWER MAESTRICHTIAN ,UPPER CAMPANIAN,576.0,582.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 67.5,   74,70.75,DSDP INITIAL REPORTS
33,317,A,MIDDLE CAMPANIAN,,582.5,592.0,,NO AGE GIVEN,,NO AGE GIVEN,   72,   76,   74,DSDP INITIAL REPORTS
33,317,A,SANTONIAN,LOWER CENOMANIAN,592.0,601.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   78,  100,   89,DSDP INITIAL REPORTS
33,317,A,CENOMANIAN,UPPER ALBIAN,601.5,611.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   92,  104,   98,DSDP INITIAL REPORTS
33,317,A,MIDDLE ALBIAN,,611.0,620.5,,NO AGE GIVEN,,NO AGE GIVEN,  104,  106,  105,DSDP INITIAL REPORTS
33,317,A,APTIAN,BARREMIAN,620.5,630.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  108,  121,114.5,DSDP INITIAL REPORTS
33,317,A,UPPER APTIAN,,630.0,644.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,  108,  112,  110,DSDP INITIAL REPORTS
33,317,A,LOWER APTIAN,,644.0,649.0,,NO AGE GIVEN,,NO AGE GIVEN,  112,  115,113.5,DSDP INITIAL REPORTS
33,317,A,APTIAN,BARREMIAN,649.0,677.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  108,  121,114.5,DSDP INITIAL REPORTS
