Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top depth [m],Bottom depth [m],Pteropod group abundance,Pteropod comment,PF preservation,PF group abundance,Globigerina bulloides,Globigerinoides ruber (white),Globigerinoides ruber (pink),Globigerinoides sacculifer,Globigerinoides trilobus,Globorotalia inflata,Globorotalia hirsuta (dex),Globorotalia hirsuta (sin),Globorotalia crassaformis s.l. (dex),Globorotalia crassaformis s.l. (sin),Globorotalia truncatulinoides (dex),Globorotalia truncatulinoides (sin),Beella digitata,Dentoglobigerina altispira,Globigerina apertura,Globigerina calida,Globigerina decoraperta,Globigerina falconensis,Globigerina nepenthes,Globigerinella siphonifera,Globigerinita glutinata,Globigerinoides conglobatus,Globigerinoides extremus,Globorotalia cf. crassula,Globorotalia margaritae,Globorotalia menardii (dex),Globorotalia menardii (sin),Globorotalia miocenica,Globorotalia miotumida,Globorotalia multicamerata,Globorotalia puncticulata,Globorotalia scitula (dex),Globorotalia scitula (sin),Globoturborotalita rubescens,Globoturborotalita tenella,Neogloboquadrina atlantica (dex),Neogloboquadrina atlantica (sin),Neogloboquadrina dutertrei,Neogloboquadrina pachyderma (dex),Neogloboquadrina pachyderma (sin),Orbulina universa,Pulleniatina obliquiloculata,Sphaeroidinella dehiscens,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis subdehiscens,Turborotalita humilis,Turborotalita iota,Turborotalita quinqueloba,Comment,File Data
339-U1385E-13H-CC-PAL-FORAM,339,U1385,E,13,13-CC,H,CC,PAL,FORAM,0,5,111.44,111.49,B ,,G ,D ,A ,A ,,,,F ,P ,,P ,P ,P ,,,,,,,P ,,F ,P ,,,,,,,,,,,P ,P ,P ,,,,,A ,R ,P ,,,,,,,,,
339-U1385E-14H-8-PAL-FORAM,339,U1385,E,14,14-8,H,8,PAL,FORAM,0,2,119.11,119.13,B ,,G ,D ,A ,F ,,,,F ,,,P ,P ,R ,P ,,,,,,,,F ,,,,,,,,,,,,P ,P ,,,,,,F ,,R ,P ,,,,,,,,
339-U1385E-15H-CC-PAL-FORAM,339,U1385,E,15,15-CC,H,CC,PAL,FORAM,0,5,128.69,128.74,B ,,G ,D ,A ,A ,,,,F ,,,P ,P ,P ,P ,,,,,,P ,,F ,P ,,,,,,,,,,,,,,,,,,A ,,P ,P ,,,,,,P ,,
339-U1385E-16H-CC-PAL-FORAM,339,U1385,E,16,16-CC,H,CC,PAL,FORAM,0,4,138.63,138.67,B ,,G ,D ,A ,A ,,,,F ,,,,P ,,P ,,,,,,P ,,R ,,P ,,,,,,,,,,P ,,,,P ,,,R ,,R ,,,,,,,,,
339-U1385E-17H-CC-PAL-FORAM,339,U1385,E,17,17-CC,H,CC,PAL,FORAM,0,5,147.21,147.26,B ,,G ,D ,A ,R ,,,,A ,,,,,P ,,,,,,,,,P ,P ,P ,,,,,,,,,,P ,,,,P ,,,A ,R ,F ,,,,,,,P ,,
