Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comments,Preservation,Group Abundance,Actinomma boreale,Actinomma medianum,Amphimelissa setosa,Axoprunum acquilonium,Botryostrobus aquilonaris,Ceratospyris borealis,Collosphaera pyloma,Cycladophora cornutoides,Cycladophora cosma,Cycladophora davisiana,Cycladophora sakaii,Cyrtocapsella japonica,Dendrospyris sakaii,Dictyophimus bullatus,Dictyophimus hirundo,Eucyrtidium asanoi,Eucyrtidium inflatum,Eucyrtidium matuyamai,Lamprocyrtis heteroporos,Larcopyle buetschlii,Lipmanella redondoensis,Lithelius barbatus,Lychnocanomma magnacornuta,Lychnocanomma nipponica sakaii,Lychnocanomma parallelipes,Phormostichoartus fistula,Porodiscus circularis,Sphaeropyle langii/robusta group,Spongodiscus sp.,Spongopyle osculosa,Spongotrochus glacialis,Spongurus pylomaticus,Stichocorys delmontensis,Stichocorys peregrina,Stylatractus universus,Stylochlamydium venustum,Stylodictya validispina,Thecosphaera akitaensis,physical_constituent_name,pc_fossil_name,pc_fossil_group,pc_abundance_name_mode,pc_preservation_name_average,File Data,Zone name,Zone name (short)
323-U1342D-1H-CC-PAL15     -RADS61    ,323,U1342,D,1,1-CC,H,CC,PAL15,RADS61    ,0,0,6.01,6.01,,P,C,,,,,F,C,,,,F,,,,,,,,,,F,,,,C,,,,,,,F,,,,,,C,,,,,,,,,
323-U1342D-2H-CC-PAL71     -RADS66    ,323,U1342,D,2,2-CC,H,CC,PAL71,RADS66    ,0,0,15.73,15.73,,M,F,F,,,,F,F,,,,F,,,,,,,,,,F,,,,,,,,,F,,,,,,,,F,,,,,,,,,
323-U1342D-3H-CC-PAL21     -RADS71    ,323,U1342,D,3,3-CC,H,CC,PAL21,RADS71    ,0,0,25.02,25.02,,P,F,,,,F,F,F,,,,F,,,,,,,,,,,,,,,,,,,F,,F,,,,,,F,,,,,,,,,
323-U1342D-4H-CC-PAL24     -RADS76    ,323,U1342,D,4,4-CC,H,CC,PAL24,RADS76    ,0,0,34.73,34.73,,M,F,F,,,F,,F,,,,F,,,,,,,,,,F,,,,,,,,F,F,,F,,,,,,,,,,,,,,,
323-U1342D-5H-CC-PAL57     -RADS81    ,323,U1342,D,5,5-CC,H,CC,PAL57,RADS81    ,0,0,44.3,44.3,,M,F,,,,F,,C,,,,F,F,,,,,,,,,,,,,,,,,,,F,F,,,,,,F,,,,,,,,,
