Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comments,Preservation,Group Abundance,Catapsydrax dissimilis,Catapsydrax unicavus,Globigerina bulloides,Globigerina ciperoensis,Globigerina parabulloides,Globigerina umbilicata,Globigerinita glutinata,Globigerinita uvula,Globoquadrina duterei,Globorotalia incisa,Globorotalia (Globoconella) praescitula,Globorotalia (Hirsutella) scitula,Globorotalia suterae,Neogloboquadrina atlantica atlantica,Neogloboquadrina atlantica praeatlantica,Neogloboquadrina dutertri subcretacea,Neogloboquadrina pachyderma (sin),Neogloboquadrina pachyderma(dex),Orbulina universa,Turborotalia quinqueloba,pc_fossil_group,physical_constituent_name,pc_fossil_name,pc_abundance_name_mode,pc_preservation_name_average,File Data,Zone name,Zone name (short)
323-U1340B-1H-CC-PAL76     -FORAM8    ,323,U1340,B,1,1-CC,H,CC,PAL76,FORAM8    ,0,0 ,6.29,6.29,"dominant IRD (quartz), abundant diatoms, few sponge spicules",G [323_PF],A [323_PFs],,,,,,R [323_PFs],,,,,,,,,,,A [323_PFs],P [323_PFs],,,,,,,,,,
323-U1340B-2H-CC-FORAM68   ,323,U1340,B,2,2-CC,H,CC,FORAM68,,0,0 ,16.25,16.25,"dominant planktic foraminifera, few sponge spic, rare IRD",G [323_PF],D [323_PFs],,,,,,,,,,,,,,,,,D [323_PFs],F [323_PFs],,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",A [323_PFs],,,,
323-U1340B-3H-CC-FORAM7    ,323,U1340,B,3,3-CC,H,CC,FORAM7,,0,0 ,25.69,25.69,"abundant diatoms, abundant IRD, abundant sponge spic",G [323_PF],A [323_PFs],,,,,,R [323_PFs],,,,,,,,,,,A [323_PFs],,,,,,,,,,,
323-U1340B-4H-CC-PAL33     -FORAM12   ,323,U1340,B,4,4-CC,H,CC,PAL33,FORAM12   ,0,0 ,35.29,35.29,"abundant diatoms, abundant IRD, abundant sponge spic",G [323_PF],A [323_PFs],,,,,,,,,,,,,,,,,A [323_PFs],,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",F [323_PFs],,,,
323-U1340B-5H-CC-PAL23     -FORAM17   ,323,U1340,B,5,5-CC,H,CC,PAL23,FORAM17   ,0,0 ,44.02,44.02,"dominant IRD (quartz), abundant diatoms, few sponge spicules",G [323_PF],P [323_PFs],,,,,,,,,,,,,,,,,P [323_PFs],,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",P [323_PFs],,,,
323-U1340B-6H-CC-PAL74     -FORAM22   ,323,U1340,B,6,6-CC,H,CC,PAL74,FORAM22   ,0,0 ,54.33,54.33,"dominant foraminifera, few sponge spic, rare IRD",G [323_PF],D [323_PFs],,,,,,,,,,,,,,,,,D [323_PFs],R [323_PFs],,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,,,
