Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,Calcispheres,Biantholithus sparsus,Cribrosphaerella daniae,Micula prinsii,Ceratolithoides kamptneri,Nephrolithus frequens,Micula murus,Cribrocorona gallica,Lithraphidites quadratus,Reinhardtites levis,Tranolithus orionatus,Uniplanarius trifidus,Broinsonia parca constricta,Eiffellithus eximius,Acuturris scotus,Ahmuellerella regularis,Arkhangelskiella confusa,Arkhangelskiella cymbiformis,Arkhangelskiella maastrichtiana,Biscutum coronum,Biscutum magnum,Calculites obscurus,Ceratolithoides ultimus,Ceratolithoides spp.,Chiastozygus amphipons,Chiastozygus litterarius,Corollithion exiguum,Corollithion completum,Cretarhabdus conicus,Cribrosphaerella ehrenbergii,Cylindralithus echinus,Cylindralithus nudus,Cylindralithus serratus,Discorhabdus ignotus,Eiffellithus turriseiffelii,Gartnerago segmentatum,Gorkaea pseudoanthophorus,Helicolithus anceps,Helicolithus trabeculatus,Loxolithus armilla,Manivitella pemmatoidea,Markalius inversus,Micula praemurus,Micula staurophora,Micula swastika,Misceomarginatus pleniporus,Lithraphidites carniolensis,Nephrolithus miniporus,Microrhabdulus spp.,Monomarginatus quaternarius,Neocrepidolithus cruciatus,Neocrepidolithus neocrassus,Orastrum campanensis,Perchnielsenella stradneri,Petrarhabdus copulatus,Placozygus fibuliformis,Prediscosphaera cretacea,Prediscosphaera grandis,Prediscosphaera stoveri,Prediscosphaera spinosa,Pseudomicula quadrata,Reinhardtites anthophorus,Retecapsa angustiforata,Retecapsa crenulata,Retecapsa schizobrachiata,Retecapsa surirella,Rhagodiscus angustus,Rhagodiscus indistinctus,Rhagodiscus reniformis,Rucinolithus magnus,Seribiscutum primitivum,Staurolithites spp.,Tegumentum stradneri,Tetrapodorhabdus decorus,Tortolithus caistorensis,Tranolithus minimus,Uniplanarius gothicus,Watznaueria barnesiae,Zeugrhabdotus bricresenticus,Zeugrhabdotus embergeri,Zeugrhabdotus sigmoides,Comments,File Data
342-U1407A-31X-CC-PAL,342,U1407,A,31,31-CC,X,CC,PAL,0,12,268.54,268.66,,UC 0,,M-G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1407A-32X-CC-PAL,342,U1407,A,32,32-CC,X,CC,PAL,0,2,270.34,270.36,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1407A-33X-CC-PAL,342,U1407,A,33,33-CC,X,CC,PAL,0,7,280.0,280.07,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1407A-35X-CC-PAL,342,U1407,A,35,35-CC,X,CC,PAL,0,1,299.1,299.11,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
