Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comments,Preservation,Group Abundance,Actinomma boreale,Actinomma medianum,Amphimelissa setosa,Axoprunum acquilonium,Botryostrobus aquilonaris,Ceratospyris borealis,Collosphaera pyloma,Cycladophora cornutoides,Cycladophora cosma,Cycladophora davisiana,Cycladophora sakaii,Cyrtocapsella japonica,Dendrospyris sakaii,Dictyophimus bullatus,Dictyophimus hirundo,Eucyrtidium asanoi,Eucyrtidium inflatum,Eucyrtidium matuyamai,Lamprocyrtis heteroporos,Larcopyle buetschlii,Lipmanella redondoensis,Lithelius barbatus,Lychnocanomma magnacornuta,Lychnocanomma nipponica sakaii,Lychnocanomma parallelipes,Phormostichoartus fistula,Porodiscus circularis,Sphaeropyle langii/robusta group,Spongodiscus sp.,Spongopyle osculosa,Spongotrochus glacialis,Spongurus pylomaticus,Stichocorys delmontensis,Stichocorys peregrina,Stylatractus universus,Stylochlamydium venustum,Stylodictya validispina,Thecosphaera akitaensis,physical_constituent_name,pc_fossil_name,pc_fossil_group,pc_abundance_name_mode,pc_preservation_name_average,File Data,Zone name,Zone name (short)
323-U1342A-1H-CC-PAL-RADS11    ,323,U1342,A,1,1-CC,H,CC,PAL,RADS11    ,0,0 ,1.65,1.65,,M [323_Rs],F [323_Rs],F [323_Rs],,,,,F [323_Rs],,F [323_Rs],,F [323_Rs],,,,,F [323_Rs],,,,,,,,,F [323_Rs],,,,,,,F [323_Rs],,,,,F [323_Rs],F [323_Rs],,,,,,,,,
323-U1342A-2H-CC-PAL-RADS16    ,323,U1342,A,2,2-CC,H,CC,PAL,RADS16    ,0,0 ,11.31,11.31,,M [323_Rs],C [323_Rs],F [323_Rs],,,,F [323_Rs],F [323_Rs],,,,C [323_Rs],,,,,F [323_Rs],,,,,F [323_Rs],,,,F [323_Rs],,,,,F [323_Rs],,F [323_Rs],,,,,F [323_Rs],F [323_Rs],,,,,,,,,
323-U1342A-3H-CC-PAL-RADS21    ,323,U1342,A,3,3-CC,H,CC,PAL,RADS21    ,0,0 ,20.91,20.91,,P [323_Rs],C [323_Rs],,,,F [323_Rs],F [323_Rs],C [323_Rs],,,,A [323_Rs],,,,,F [323_Rs],,,,,,,,,,,,,,F [323_Rs],,F [323_Rs],,,,,F [323_Rs],F [323_Rs],,,,,,,,,
323-U1342A-4H-CC-RADS26    ,323,U1342,A,4,4-CC,H,CC,RADS26,,0,0 ,30.48,30.48,,M [323_Rs],F [323_Rs],,,,F [323_Rs],,C [323_Rs],,,,C [323_Rs],,,,,F [323_Rs],,,,,,,,,,,,,,F [323_Rs],,F [323_Rs],,,,,,F [323_Rs],,,,,,,,,
323-U1342A-5H-CC-PAL-RADS31    ,323,U1342,A,5,5-CC,H,CC,PAL,RADS31    ,0,0 ,40.12,40.12,,P [323_Rs],C [323_Rs],,,,F [323_Rs],,F [323_Rs],,,,F [323_Rs],,,,,F [323_Rs],,,,,F [323_Rs],,,,,,,,,,,F [323_Rs],,,,,,F [323_Rs],,,,,,,,,
323-U1342A-6H-CC-PAL-RADS21    ,323,U1342,A,6,6-CC,H,CC,PAL,RADS21    ,0,0 ,48.25,48.25,,M [323_Rs],F [323_Rs],,,,F [323_Rs],,F [323_Rs],,,,F [323_Rs],,,,,,,,,,,,,,,,,,,,,F [323_Rs],,,,,,F [323_Rs],,,,,,,,,
323-U1342A-7H-CC-PAL-RADS26    ,323,U1342,A,7,7-CC,H,CC,PAL,RADS26    ,0,0 ,55.64,55.64,,M [323_Rs],F [323_Rs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [323_Rs],F [323_Rs],,F [323_Rs],,,F [323_Rs],,,,,,,,,,,
