Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comments,Preservation,Group Abundance,Catapsydrax dissimilis,Catapsydrax unicavus,Globigerina bulloides,Globigerina ciperoensis,Globigerina parabulloides,Globigerina umbilicata,Globigerinita glutinata,Globigerinita uvula,Globoquadrina duterei,Globorotalia incisa,Globorotalia (Globoconella) praescitula,Globorotalia (Hirsutella) scitula,Globorotalia suterae,Neogloboquadrina atlantica atlantica,Neogloboquadrina atlantica praeatlantica,Neogloboquadrina dutertri subcretacea,Neogloboquadrina pachyderma (sin),Neogloboquadrina pachyderma(dex),Orbulina universa,Turborotalia quinqueloba,pc_fossil_group,physical_constituent_name,pc_fossil_name,pc_abundance_name_mode,pc_preservation_name_average,File Data
323-U1340C-1H-CC-PAL-FORAM69   ,323,U1340,C,1,1-CC,H,CC,PAL,FORAM69   ,0,0.000 ,9.75,9.75,,G,A,,,,,,F,,,,,,,,,,,D,,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R,,
323-U1340C-2H-CC-PAL-FORAM86   ,323,U1340,C,2,2-CC,H,CC,PAL,FORAM86   ,0,0.000 ,19.47,19.47,,G,R,,,,,,,,,,,,,,,,,R,,,,,,,,,
323-U1340C-3H-CC-PAL-FORAM74   ,323,U1340,C,3,3-CC,H,CC,PAL,FORAM74   ,0,0.000 ,28.98,28.98,,G,D,,,,,,R,,,,,,,,,,,D,F,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",A,,
