Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],PF Preservation,Group abundance,Biticinella breggiensis,Contusotruncana fornicata,Dicarinella asymetrica,Globigerinelloides algerianus,Globigerinelloides aptiensis,Globigerinelloides bentonensis,Globigerinelloides blowi,Globigerinelloides maridalensis,Globigerinelloides paragottisi,Globigerinelloides ultramicrus,Globotruncana arca,Globotruncana linneiana,Globotruncanita elevata,Globotruncanita stuartiformis,Hedbergella angolae,Hedbergella delrioensis,Hedbergella gorbachikae,Hedbergella holmdelensis,Hedbergella implicata,Hedbergella infracretacea,Hedbergella planispira,Hedbergella rischi,Hedbergella simplex,Hedbergella wondersi,Helvetoglobotruncana helvetica,Heterohelix globulosa,Heterohelix punctulata,Marginotruncana pseudolinneiana,Marginotruncana renzi,Marginotruncana sinuosa,Praehedbergella aptiana,Praehedbergella gorbachikae,Praehedbergella roblesae,Pseudoschackoina saundersi,Pseudotextularia nuttalli,Rotalipora globotruncanoides,Sigalia deflaensis,Ticinella madecassiana,Ticinella primula,Ticinella raynaudi,Ticinella roberti,Whiteinella aprica,Whiteinella archaeocretacea,Whiteinella baltica,Whiteinella brittonensis,Whiteinella paradubia,Whiteinella praehelvetica,Zone name,Zone name (short)
324-U1349A-1W-1-W 5/9-ANDO,324,U1349,A,1,1-1,W,1,W,5/9-ANDO,0,4,0.05,0.09,P [320_PF],,,,,,,,,,,,,,,,,R [324_F],,,,,,,,,,,,,,,,,,,,T [324_F],,,,,,R [324_F],,,,,,,
324-U1349A-2R-1-PAL,324,U1349,A,2,2-1,R,1,PAL,,0,1,116.01,116.02,G [320_PF],,R [324_F],,,,,A [324_F],,,,,,,,,T [324_F],R [324_F],,,,,,,R [324_F],A [324_F],,,,,,,,,,,,,,A [324_F],A [324_F],,C [324_F],,,,,,,,
324-U1349A-4R-1-PAL,324,U1349,A,4,4-1,R,1,PAL,,0,1,135.29,135.3,G [320_PF],,,,,,,,,,,,,,,,,,,,,,,C [324_F],,,,,,,,,,,,,,,,F [324_F],,,,,,,,,,,
