Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comments,Preservation,Group Abundance,Catapsydrax dissimilis,Catapsydrax unicavus,Globigerina bulloides,Globigerina ciperoensis,Globigerina parabulloides,Globigerina umbilicata,Globigerinita glutinata,Globigerinita uvula,Globoquadrina duterei,Globorotalia incisa,Globorotalia (Globoconella) praescitula,Globorotalia (Hirsutella) scitula,Globorotalia suterae,Neogloboquadrina atlantica atlantica,Neogloboquadrina atlantica praeatlantica,Neogloboquadrina dutertri subcretacea,Neogloboquadrina pachyderma (sin),Neogloboquadrina pachyderma(dex),Orbulina universa,Turborotalia quinqueloba,pc_fossil_group,physical_constituent_name,pc_fossil_name,pc_abundance_name_mode,pc_preservation_name_average,File Data
323-U1342B-1H-CC-PAL-FORAM32   ,323,U1342,B,1,1-CC,H,CC,PAL,FORAM32   ,0,0,5.23,5.23,dominant foraminifera,G [323_PF],D [323_PFs],,,,,,R,,,,,,,,,,,D,,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,
323-U1342B-2H-CC-PAL1      -FORAM37   ,323,U1342,B,2,2-CC,H,CC,PAL1,FORAM37   ,0,0,14.98,14.98,"dominant sand, abundant sponge spicules",G [323_PF],A [323_PFs],,,,,,P,,,,,,,,,,,A,R,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",F [323_PFs],,
323-U1342B-3H-CC-FORAM42   ,323,U1342,B,3,3-CC,H,CC,FORAM42,,0,0,24.71,24.71,"dominant sand, abundant sponge spicules",G [323_PF],F [323_PFs],,,,,,P,,,,,,,,,,,F,F,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,
323-U1342B-4H-CC-PAL67     -FORAM25   ,323,U1342,B,4,4-CC,H,CC,PAL67,FORAM25   ,0,0,33.97,33.97,"dominant sand, abundant sponge spicules, few bubblewalled glass shards",M [323_PF],R [323_PFs],,,,,,,,,,,,,,,,,R,R,,,,,,,,
323-U1342B-5H-CC-PAL16     -FORAM31   ,323,U1342,B,5,5-CC,H,CC,PAL16,FORAM31   ,0,0,43.64,43.64,"dominant sand, abundant sponge spicules, few bubblewalled glass shards",,B [323_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,
