Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Group preservation,Group abundance,XBroken,XCorroded,XCrumpled,Unknown taxa,Exotic,Pinus,Cedrus,Abies,Picea,Acer,Alnus,Betula,Carpinus,Castanea,Corylus,Fagus,Fraxinus excelsior type,Fraxinus ornus type,Ilex,Juglans,Platanus,Populus,Pterocarya,Taxus,Tilia,Ulmus,Ulmus Zelkova,Quercus deciduous type,Quercus evergreen type,Quercus suber type,Buxus,Cistus,Coriaria myrtifolia,Daphne,Olea,Phillyrea,Pistacia,Rhamnus type,Rhus type,Ulex type,Cupressaceae,Euonymus,Helianthemum,Halimium_Tuberaria,Hedera helix,Hippophäe,Myrica,Salix,Sambucus,Tamarix,Viburnum,Vitis,Ericaceae,Calluna,Chenopodiaceae,Ephedra distachya type,Ephedra fragilis type,Artemisia,Ambrosia type,Anthemis type,Aster type,Centaurea cyanus type,Centaurea nigra type,Centaurea scabiosa type,Cirsium type,Echinops,Serratula type,Taraxacum,Apiaceae,Brassicaceae,Cannabis_Humulus,Convolvulus,Caryophyllaceae,Corrigiola litoralis,Epilobium,Lamiaceae,Liliaceae,Asphodelus,Mercurialis type,Plantago,Plantago lanceolata type,Plumbaginaceae,Poaceae,Lygeum spartum,Ranunculaceae,Rumex,Sanguisorba minor,Sanguisorba officinalis,Saxifragaceae,Scabiosa,Arceuthobium,Boraginaceae,Bupleurum type,Campanulaceae,Centaurium,Crassulaceae,Cereal type,Cyperaceae,Erodium,Euphorbia,Fabaceae,Filipendula,Galium type,Gentianaceae,Geranium,Herniaria type,Jasione type,Knautia type,Linum,Littorella uniflora,Lythrum,Melampyrum,Mentha type,Papaveraceae,Pedicularis,Polygonum aviculare type,Primulaceae,Resedaceae,Rosaceae,Scrofulariaceae,Sedum type,Solanaceae,Spartium junceum,Spergularia type,Thalictrum,Urtica,Valerianaceae,Veronica type,Vicia type,Viscum,Podocarpus,Stereisporites,Tsuga,Cryptomeria,Zelkova,Carya,Nyssa,Liquidambar,Sciadopitis,Taxodium,Sequoia,Engelhardia,Aesculus,Eleagnus,Palmae,Symplocos,Phellodendron,Eucommia,Ostrya,Alisma type,Lemna,Menyanthes trifoliata,Myriophyllum alterniflorum,Myriophyllum verticillatum,Nuphar,Nymphaea alba type,Polygonum persicaria type,Potamogeton,Typha_Sparganium,Isoetes,Polypodium vulgare type,Monolete psilate,Monolete ornamented,Anogramma leptophylla,Botrychium type,Cryptogramma,Huperzia selago,Lycopodium clavatum type,Ophioglossum lusitanicum,Osmunda,Pilularia globulifera,Pteridium,Selaginella denticulata,Selaginella selaginoides,Sphagnum,Taxodiaceae/Cupressaceae,Trilete ornamented,Trilete psilate,Trilete reworked,Comments,File Data
339-U1389E-4R-CC-PAL-PALY,339,U1389,E,4,4-CC,R,CC,PAL,PALY,0,5,352.64,352.69,M ,A ,,19,,,29,C ,,,,,,,,,,,,,,,,,,,,,,A ,,,,,,,F ,,,,,,,,F ,,,,,,,,,,,,A ,C ,F ,C ,,F ,C ,,,,,,,F ,F ,C ,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,Also observed microcharcoal particles and dinocysts,
339-U1389E-10R-CC-PAL-PALY,339,U1389,E,10,10-CC,R,CC,PAL,PALY,0,7,408.1,408.17,M ,A ,2,9,,,62,C ,,,,,,,,,F ,,,,,,,,,,,,,C ,F ,,,,,,C ,,,,,,,,,,,,,F ,,,,,C ,,F ,,,C ,,F ,F ,,,,,,,C ,F ,F ,,,,,,,,,,F ,,,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F ,F ,,,,,,,,,,,,,,F ,,,,,Also observed microcharcoal particles and dinocysts,
339-U1389E-16R-1-PAL-PALY,339,U1389,E,16,16-1,R,1,PAL,PALY,0,5,465.06,465.11,P ,A ,,10,,,50,,,,,,,,,,,,,,,,,,,,,,,C ,,,,,,,F ,,,,,,,,,,,,,,,,,,,,C ,,,,,,C ,,,,,,,A ,F ,F ,,,,,,,,,,F ,,,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C ,,,,,,,,,,,,,,,,,F ,,,Also observed microcharcoal particles and dinocysts,
339-U1389E-22R-CC-PAL-PALY,339,U1389,E,22,22-CC,R,CC,PAL,PALY,0,6,526.19,526.25,M ,A ,,20,,,45,F ,F ,,,,,,,,,,,,,,,,,,,,,A ,C ,,,,,,F ,,,,,,,,,,,,,,,,,,F ,,F ,,F ,C ,,F ,F ,,,,,,,A ,F ,C ,,,F ,,,,,,,F ,,,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C ,,,F ,,,,,,,,,,,,,,,,,Also observed microcharcoal particles and dinocysts,
339-U1389E-28R-6-PAL-PALY,339,U1389,E,28,28-6,R,6,PAL,PALY,0,5,586.73,586.78,P ,A ,4,19,,,69,F ,,,,,,,,,,,,,,,,,,,,,,C ,,,,,,,F ,,,,,,,,,,,,,,,,,,,,F ,F ,,F ,,,C ,,,,,,,A ,,F ,,,,,,,,,,F ,,,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C ,,,,,,,,,,,,,,,,,F ,,,Also observed microcharcoal particles and dinocysts,
339-U1389E-32R-CC-PAL-PALY,339,U1389,E,32,32-CC,R,CC,PAL,PALY,0,5,626.23,626.28,P ,A ,,15,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A ,,,,,,F ,,,,,,,A ,,,,,,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Also observed microcharcoal particles and dinocysts,
339-U1389E-41R-CC-PAL-PALY,339,U1389,E,41,41-CC,R,CC,PAL,PALY,0,6,709.34,709.4,P ,A ,,15,,,51,,,,,,,,,,,,,,,,,,,,,,,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F ,,,C ,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F ,,,,,,,,,,,,,,,,,,,,Few dinocysts but high number of black particles,
339-U1389E-51R-CC-PAL-PALY,339,U1389,E,51,51-CC,R,CC,PAL,PALY,0,5,809.45,809.5,P ,A ,,15,,,50,,,,,,,,,,,,,,,,,,,,,,,C ,,,,,,,,,,,,,,,,,,,,,,,,,,,C ,,F ,,,F ,C ,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Also observed microcharcoal particles and dinocysts,
339-U1389E-61R-1-PAL-PALY,339,U1389,E,61,61-1,R,1,PAL,PALY,0,5,895.82,895.87,P ,A ,,9,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F ,,,,,,,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Also observed microcharcoal particles and dinocysts,
