Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comments,Preservation,Group Abundance,Catapsydrax dissimilis,Catapsydrax unicavus,Globigerina bulloides,Globigerina ciperoensis,Globigerina parabulloides,Globigerina umbilicata,Globigerinita glutinata,Globigerinita uvula,Globoquadrina duterei,Globorotalia incisa,Globorotalia (Globoconella) praescitula,Globorotalia (Hirsutella) scitula,Globorotalia suterae,Neogloboquadrina atlantica atlantica,Neogloboquadrina atlantica praeatlantica,Neogloboquadrina dutertri subcretacea,Neogloboquadrina pachyderma (sin),Neogloboquadrina pachyderma(dex),Orbulina universa,Turborotalia quinqueloba,pc_fossil_group,physical_constituent_name,pc_fossil_name,pc_abundance_name_mode,pc_preservation_name_average,File Data
323-U1342A-1H-CC-PAL-FORAM12   ,323,U1342,A,1,1-CC,H,CC,PAL,FORAM12   ,0,0.00 ,1.65,1.65,"dominant foraminifera, abundant rock fragments, rare sponge spicules",G [323_PF],D [323_PFs],,,,,,,,,,,,,,,,,D,,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",A [323_PFs],,
323-U1342A-2H-CC-PAL-FORAM17   ,323,U1342,A,2,2-CC,H,CC,PAL,FORAM17   ,0,0.00 ,11.31,11.31,"dominant sand, abundant sponge spicules",G [323_PF],A [323_PFs],,,,,,,,,,,,,,,,,A,,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",F [323_PFs],,
323-U1342A-3H-CC-PAL-FORAM22   ,323,U1342,A,3,3-CC,H,CC,PAL,FORAM22   ,0,0.00 ,20.91,20.91,"dominant foraminifera, abundant rock fragments, rare sponge spicules",G [323_PF],D [323_PFs],,,,,,,,,,,,,,,,,D,A,,,,,,,,
323-U1342A-4H-CC-FORAM27   ,323,U1342,A,4,4-CC,H,CC,FORAM27,,0,0.00 ,30.48,30.48,"dominant sand, abundant sponge spicules, few bubblewalled glass shards",G [323_PF],A [323_PFs],,,,,,P,,,,,,,,,,,F,F,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",F [323_PFs],,
323-U1342A-5H-CC-PAL-FORAM32   ,323,U1342,A,5,5-CC,H,CC,PAL,FORAM32   ,0,0.00 ,40.12,40.12,"dominant sand, glauconite, rare sponge spicules",,B [323_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1342A-6H-CC-PAL-FORAM22   ,323,U1342,A,6,6-CC,H,CC,PAL,FORAM22   ,0,0.00 ,48.25,48.25,"dominant sand, glauconite, rare sponge spicules",,B [323_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1342A-7H-CC-PAL-FORAM27   ,323,U1342,A,7,7-CC,H,CC,PAL,FORAM27   ,0,0.00 ,55.64,55.64,"dominant sand, glauconite, rare sponge spicules",,B [323_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,
