Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group abundance,Globigerina bulloides,Globigerina foliata,Globigerina umbilicata,Globigerinita glutinata,Globigerinita iota,Globigerinita uvula,Globorotalia hirsuta,Globorotalia scitula,Neogloboquadrina humerosa,Neogloboquadrina inglei,Neogloboquadrina kagaensis,Neogloboquadrina incompta (dextral) ,Neogloboquadrina incompta (sinsitral) ,Neogloboquadrina pachyderma (sinistral),Neogloboquadrina pachyderma (dextral),"Neogloboquadrina pachyderma A (dextral, inflated form)","Neogloboquadrina pachyderma B (sinistral, inflated form)","Neogloboquadrina pachyderma C (sinistral, compressed form)",Orbulina universa,Comments,Ship File Links,Shore File Links,File Data
341-U1418D-3H-CC-PAL,0,5,22.09,22.14,CM1 [K00],"N. Pachyderma B partial range zone (Kennett et al., 1990)",,G [P15],A [A83],F [A84],,A [A84],P [A84],,,,,,,,,P [A84],D [A84],P [A84],,,,,"pebbles, sandy, orange foram",,,
341-U1418D-5H-CC-PAL,0,5,41.25,41.3,CM1 [K00],"N. Pachyderma B partial range zone (Kennett et al., 1990)",,M [P15],A [A83],F [A84],,A [A84],,,,,,,,,,R [A84],D [A84],,,R [A84],,,N. kagaensis could be reworked,,,
341-U1418D-7H-CC-PAL,0,5,60.23,60.28,CM1 [K00],"N. Pachyderma B partial range zone (Kennett et al., 1990)",,M [P15],F [A83],F [A84],,F [A84],R [A84],,,,,,,,,P [A84],D [A84],A [A84],,R [A84],,,"pebbles, sandy",,,
341-U1418D-11H-CC-PAL,0,5,96.66,96.71,CM1 [K00],"N. Pachyderma B partial range zone (Kennett et al., 1990)",,G [P15],F [A83],F [A84],,A [A84],P [A84],,,,,,,,,R [A84],D [A84],,,R [A84],,,"pebbles, sandy, light brown foram",,,
341-U1418D-13H-CC-PAL,0,5,115.25,115.3,CM1 [K00],"N. Pachyderma B partial range zone (Kennett et al., 1990)",,G [P15],R [A83],R [A84],,F [A84],R [A84],,,,,,,,,P [A84],D [A84],P [A84],,R [A84],,,"pebbles, very sandy, orange/brown forams",,,
341-U1418D-15H-CC-PAL,0,5,132.08,132.13,CM1 [K00],"N. Pachyderma B partial range zone (Kennett et al., 1990)",,M [P15],R [A83],R [A84],,F [A84],,,,,R [A84],,,,,P [A84],D [A84],R [A84],,R [A84],,,"pebbles, orange/brown forams",,,
341-U1418D-17H-CC-PAL,0,5,151.13,151.18,CM1 [K00],"N. Pachyderma B partial range zone (Kennett et al., 1990)",,M [P15],R [A83],,,R [A84],,,,,,,,,,,D [A84],F [A84],,R [A84],,,"pebbles, orange/brown forams, ostracod
N. kagaensis could be reworked.",,,
341-U1418D-19H-CC-PAL,0,9,170.23,170.32,CM1 [K00],"N. Pachyderma B partial range zone (Kennett et al., 1990)",,G [P15],A [A83],F [A84],,F [A84],R [A84],,,,,,,,,R [A84],D [A84],P [A84],,R [A84],,,,,,
341-U1418D-26H-CC-PAL,0,5,229.98,230.03,CM1 [K00],"N. Pachyderma B partial range zone (Kennett et al., 1990)",,G [P15],F [A83],P [A84],,A [A84],R [A84],,P [A84],,,,,,,,,,,R [A84],,,"pebbles, sandy. N. kagaensis could be reworked",,,
