Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],PF Preservation,% Planktic Foraminifera within whole sample,PF Zone,Comments,Beella digitata,Beella praedigitiata,Bolliella adamsi,Candeina nitida,Cassigerinella chipolensis,Catapsydrax dissimillis,Catapsydrax parvulus,Catapsydrax stainforthi,Catapsydrax unicavus,Clavatorella bermudezi,Dentoglobigerina altispira,Dentoglobigerina altispira globosa,Dentoglobigerina baroemoensis,Dentoglobigerina larmeui,Dentoglobigerina tripartita s. str.,Globigerina anguliofficinalis,Globigerina angustiumbilicata,Globigerina bulloides,Globigerina ciperoensis,Globigerina eamesi,Globigerina euapertura,Globigerina falconensis,Globigerina gnaucki,Globigerina officinalis,Globigerina praebulloides,Globigerina quinqueloba,Globigerina winkleri,Globigerinatella insueta,Globigerinella calida,Globigerinella obesa,Globigerinella praesiphonifera,Globigerinella siphonifera,Globigerinita boweni,Globigerinita glutinata,Globigerinita naparimaensis,Globigerinita uvula,Globigerinoides altiaperturus,Globigerinoides bisphericus,Globigerinoides conglobatus,Globigerinoides diminutus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides immaturus,Globigerinoides mitra,Globigerinoides obliquus,Globigerinoides primordius,Globigerinoides quadrilobatus,Globigerinoides ruber,Globigerinoides ruber (pink),Globigerinoides sacculifer,Globigerinoides subquadratus,Globigerinoides trilobus,Globoquadrina binaiensis,Globoquadrina cf. binaiensis,Globoquadrina conglomerata,Globoquadrina dehiscens,Globoquadrina sellii,Globoquadrina venezuelana,Globorotalia (Fohsella) fohsi,Globorotalia (Forsella) fohsi lobata,Globorotalia (Fohsella) fohsi robusta,Globorotalia (Fohsella) peripheroacuta,Globorotalia (Fohsella) peripheroronda,Globorotalia (Fohsella) praefohsi,Globorotalia (Globoconella) conoidea,Globorotalia (Globoconella) conomiozea,Globorotalia (Globoconella) inflata,Globorotalia (Globoconella) miozea,Globorotalia (Globoconella) puncticulata,Globorotalia (Globoconella) sphericomiozea,Globorotalia (Hirsutella) cibaoenisis,Globorotalia (Hirsutella) hirsuta,Globorotalia (Hirsutella) margaritae,Globorotalia (Hirsutella) scitula,Globorotalia (Menardella) archeomenardii,Globorotalia (Menardella) cultrata,Globorotalia (Menardella) exilis,Globorotalia (Menardella) fimbriata,Globorotalia (Menardella) limbata,Globorotalia (Menardella) menardii,Globorotalia (Menardella) multicamerata,Globorotalia (Menardella) pertenuis,Globorotalia (Menardella) praemenardii,Globorotalia (Truncorotalia) tosaensis,Globorotalia (Truncorotalia) truncatulinoides,Globorotalia birnageae,Globorotalia crassaformis crassaformis,Globorotalia crassaformis hessi,Globorotalia crassaformis oceanica,Globorotalia crassaformis ronda,Globorotalia crassaformis viola,Globorotalia flexuosa,Globorotalia ichinosekiensis,Globorotalia iwaiensis,Globorotalia lenguaensis,Globorotalia merotumida,Globorotalia plesiotumida,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia tumida,Globorotalia ungulata,Globorotaloides hexagona,Globorotaloides suteri,Globorotaloides variabilis,Globoturborotalita decoraperta,Globoturborotalita druryi,Globoturborotalita nepenthes,Globoturborotalita rubescens,Globoturborotalita woodi,Globoturborotalita woodi connecta,Hastigerina pelagica,Neogloboquadrina acostaensis (D),Neogloboquadrina acostaensis (S),Neogloboquadrina asanoi,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma,Neogloboquadrina pseudopima,Orbulina suturalis,Orbulina universa,Paragloborotalia bella,Paragloborotalia continuosa,Paragloborotalia kugleri,Paragloborotalia mayeri,Paragloborotalia nana,Paragloborotalia partimlabiata,Paragloborotalia pseudocontinuosa,Paraglobrotalia pseudokugleri,Paragloborotalia semivera,Paragloborotalia siakensis,Praeobulina glomerosa,Praeorbulina circularis,Praeorbulina curva,Praeorbulina sicana,Praeorbulina transitoria,Pulleniatina finalis,Pulleniatina obliquiloculata (D),Pulleniatina obliquiloculata (S),Pulleniatina praecursor,Pulleniatina praespectabilis,Pulleniatina primalis (D),Pulleniatina primalis (S),Pulleniatina spectabilis,Sphaeroidinella dehiscens s.l.,Sphaeroidinellopsis hancocki,Sphaeroidinellopsis multiloba,Sphaeroidinellopsis seminulina,Sphaeroidnellopsis disjuncta,Tenuitella gemma,Tenuitellinata praestainforthi,Turborotalita humilis,Zone,Zone group
321-U1337A-28X-2-W 76/78-FORAM,321,U1337,A,28,28-2,X,2,W,76/78-FORAM,0,2,253.96,253.98,M [320_PF],39,N12,overgrowth,,,,,,,,,,,A [320_PFs],,R [320_PFs],,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,D [320_PFs],R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,R [320_PFs],,,,,,,,,,R [320_PFs],P [320_PFs],,R [320_PFs],,F [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,,,,R [320_PFs],F [320_PFs],,,,,
321-U1337A-28X-CC,321,U1337,A,28,28-CC,X,CC,,,0,5,256.25,256.3,G [320_PF],4,N12,"Some pyrite, radiolarian rich",,,,,,,,,,,F [320_PFs],,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,F [320_PFs],,,,F [320_PFs],,D [320_PFs],F [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,D [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-29X-3-W,321,U1337,A,29,29-3,X,3,W,,0,2,264.3,264.32,M [320_PF],13,N11,surface disolved; dominant coiling direction of Paragloborotalia is sinistral,,,,,,,,,,,P [320_PFs],P [320_PFs],,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,P [320_PFs],,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,P [320_PFs],,P [320_PFs],,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,P [320_PFs],,,,,
321-U1337A-29X-5-W,321,U1337,A,29,29-5,X,5,W,,0,2,267.3,267.32,M [320_PF],49,N11,infilling; dominant coiling direction of Paragloborotalia is sinistral,,,,,,,,,,,A [320_PFs],A [320_PFs],R [320_PFs],,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,D [320_PFs],,,,R [320_PFs],,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],F [320_PFs],,,,,,,,,,,,P [320_PFs],,,R [320_PFs],,,,,,,,,,,R [320_PFs],,P [320_PFs],,F [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,F [320_PFs],,,,,
321-U1337A-29X-CC,321,U1337,A,29,29-CC,X,CC,,,0,5,270.65,270.7,P [320_PF],27,N11,dominant coiling direction of Paragloborotalia is sinistral,,,,,,,,,,,A [320_PFs],,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D [320_PFs],,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,R [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,,,,R [320_PFs],,,,,,
321-U1337A-30X-2-W,321,U1337,A,30,30-2,X,2,W,,0,2,272.3,272.32,M [320_PF],69,N11,infilling; dominant coiling direction of Paragloborotalia is sinistral,,,,,,,,,,,A [320_PFs],R [320_PFs],A [320_PFs],,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,A [320_PFs],,,,P [320_PFs],P [320_PFs],P [320_PFs],,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,R [320_PFs],P [320_PFs],,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,R [320_PFs],,,R [320_PFs],,A [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,R [320_PFs],,,,,
321-U1337A-30X-4-W,321,U1337,A,30,30-4,X,4,W,,0,2,275.3,275.32,M [320_PF],76,N11,infilling; dominant coiling direction of Paragloborotalia is sinistral,,,,,,,,,,,A [320_PFs],,F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,P [320_PFs],,,,,,,P [320_PFs],,,,R [320_PFs],,D [320_PFs],,,,P [320_PFs],,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,R [320_PFs],,,,,,,,,,,,,P [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],F [320_PFs],,,,,
321-U1337A-30X-CC,321,U1337,A,30,30-CC,X,CC,,,0,5,280.28,280.33,P [320_PF],49,N11,dominant coiling direction of Paragloborotalia is sinistral,,,,,,,,,,,A [320_PFs],,A [320_PFs],,,,,R [320_PFs],,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,D [320_PFs],,,,P [320_PFs],,P [320_PFs],,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,R [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,,,R [320_PFs],R [320_PFs],F [320_PFs],,,,,
321-U1337A-31X-2-W,321,U1337,A,31,31-2,X,2,W,,0,2,282,282.02,M [320_PF],85,N11,infilling; dominant coiling direction of Paragloborotalia is sinistral,,,,,,,,,,,A [320_PFs],P [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,P [320_PFs],,,,,,,P [320_PFs],,,,,,D [320_PFs],,,,P [320_PFs],,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,R [320_PFs],,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,F [320_PFs],,,,,
321-U1337A-31X-4-W,321,U1337,A,31,31-4,X,4,W,,0,2,285,285.02,M [320_PF],67,N10,dominant coiling direction of Paragloborotalia is sinistral,,,,,,,,,,,A [320_PFs],P [320_PFs],F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,P [320_PFs],,,,R [320_PFs],,D [320_PFs],,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,P [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,
321-U1337A-31X-CC,321,U1337,A,31,31-CC,X,CC,,,0,5,289.16,289.21,G [320_PF],29,N10,dominant coiling direction of Paragloborotalia is sinistral,,,,,,,,,R [320_PFs],P [320_PFs],D [320_PFs],R [320_PFs],A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,R [320_PFs],R [320_PFs],,,,P [320_PFs],,D [320_PFs],,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,R [320_PFs],,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-32X-2-W,321,U1337,A,32,32-2,X,2,W,,0,2,291.7,291.72,P [320_PF],23,N10,overgrowth and infilling; dominant coiling direction of Paragloborotalia is sinistral,,,,,,,,,,,D [320_PFs],,F [320_PFs],,,,P [320_PFs],,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,R [320_PFs],,R [320_PFs],,,,,,,P [320_PFs],,,,P [320_PFs],,D [320_PFs],,,,P [320_PFs],P [320_PFs],,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,P [320_PFs],,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,
321-U1337A-32X-4-W,321,U1337,A,32,32-4,X,4,W,,0,2,294.7,294.72,M [320_PF],18,M5a?,dominant coiling direction of Paragloborotalia is RANDOM; maybe reworked assemblage,,,,,,,,,,,A [320_PFs],R [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,D [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],F [320_PFs],,,,,,,,,,,,P [320_PFs],,P [320_PFs],,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-32X-4-W,321,U1337,A,32,32-4,X,4,W,,0,2,294.7,294.72,M [320_PF],50,M5a,dominant coiling direction of Paragloborotalia is RANDOM; maybe reworked assemblage,,,,,,,,,R [320_PFs],,D [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,F [320_PFs],,D [320_PFs],,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,P [320_PFs],,,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,
321-U1337A-32X-4-W,321,U1337,A,32,32-4,X,4,W,,0,2,294.7,294.72,M [320_PF],57,M5a,dominant coiling direction of Paragloborotalia is RANDOM; maybe reworked assemblage,,,,,,,,,R [320_PFs],,A [320_PFs],,,R [320_PFs],,,,,,,,R [320_PFs],,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,R [320_PFs],,D [320_PFs],,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],P [320_PFs],,,,,,,,,,,,P [320_PFs],,P [320_PFs],,,,,,P [320_PFs],,,,P [320_PFs],,,,,,,,,,,,,,,,,,,
321-U1337A-32X-4-W,321,U1337,A,32,32-4,X,4,W,,0,2,294.7,294.72,M [320_PF],65,M5a,dominant coiling direction of Paragloborotalia is RANDOM; maybe reworked assemblage,,,,,,,,,R [320_PFs],,A [320_PFs],R [320_PFs],R [320_PFs],R [320_PFs],,,,,,,,R [320_PFs],,,R [320_PFs],,,,,,,,,,,,,,,,,,,,P [320_PFs],P [320_PFs],,,,,P [320_PFs],P [320_PFs],,,,P [320_PFs],,D [320_PFs],,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,P [320_PFs],,P [320_PFs],,,,,,P [320_PFs],,,,P [320_PFs],,,,,,,,,,,,,,,,,,,
321-U1337A-32X-4-W,321,U1337,A,32,32-4,X,4,W,,0,2,294.7,294.72,P [320_PF],2,?,dominant coiling direction of Paragloborotalia is RANDOM; maybe reworked assemblage,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-32X-4-W 38/40-FORAM,321,U1337,A,32,32-4,X,4,W,38/40-FORAM,0,2,295.08,295.1,M [320_PF],70,M5a,dominant coiling direction of Paragloborotalia is RANDOM; maybe reworked assemblage,,,,,,,,,R [320_PFs],,D [320_PFs],R [320_PFs],F [320_PFs],,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,P [320_PFs],,,,,,D [320_PFs],,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,P [320_PFs],,,,,,,,,P [320_PFs],P [320_PFs],,,,,,,,,,,,,,,,,,,
321-U1337A-32X-CC,321,U1337,A,32,32-CC,X,CC,,,0,5,297.04,297.09,M [320_PF],41,N10,dominant coiling direction of Paragloborotalia is sinistral,,,,,,,,,R [320_PFs],P [320_PFs],A [320_PFs],P [320_PFs],F [320_PFs],,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,P [320_PFs],,R [320_PFs],,,,P [320_PFs],P [320_PFs],,,,F [320_PFs],,D [320_PFs],,,,P [320_PFs],P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,P [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-33X-3-W,321,U1337,A,33,33-3,X,3,W,,0,2,302.7,302.72,M [320_PF],45,N10,dominant coiling direction of Paragloborotalia is sinistral,,,,,,,,,,,A [320_PFs],,F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],P [320_PFs],,,,,,,,,,P [320_PFs],,D [320_PFs],,,,P [320_PFs],P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,P [320_PFs],,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-33X-CC,321,U1337,A,33,33-CC,X,CC,,,0,5,309.16,309.21,M [320_PF],80,M6,dominant coiling direction of Paragloborotalia is sinistral,,,,,,,,,P [320_PFs],P [320_PFs],A [320_PFs],P [320_PFs],P [320_PFs],,,,,,,,,P [320_PFs],,,P [320_PFs],,,,,,,,,,,,,,,,,,,,F [320_PFs],,R [320_PFs],,,,P [320_PFs],P [320_PFs],,,,P [320_PFs],,D [320_PFs],,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,R [320_PFs],,,,,,,,,,P [320_PFs],P [320_PFs],,P [320_PFs],,P [320_PFs],,,,,,P [320_PFs],,,,P [320_PFs],,,,,,,,,,,,,,R [320_PFs],,,,,
321-U1337A-34X-3-W 63/65-FORAM,321,U1337,A,34,34-3,X,3,W,63/65-FORAM,0,2,312.93,312.95,M [320_PF],80,M5b,infilling; dominant coiling direction of Paragloborotalia is sinistral,,,,,,,,,,,F [320_PFs],P [320_PFs],,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,P [320_PFs],,P [320_PFs],,R [320_PFs],,,,R [320_PFs],,,,,P [320_PFs],,D [320_PFs],,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,P [320_PFs],,P [320_PFs],,,,,,P [320_PFs],,,P [320_PFs],P [320_PFs],,,,,,,,,,,,,R [320_PFs],F [320_PFs],,,,,
321-U1337A-34X-6-W 63/65-FORAM,321,U1337,A,34,34-6,X,6,W,63/65-FORAM,0,2,317.43,317.45,M [320_PF],97,M5b,dominant coiling direction of Paragloborotalia is random,,,,,,,,,R [320_PFs],,A [320_PFs],,R [320_PFs],R [320_PFs],,,P [320_PFs],,,,,P [320_PFs],,,P [320_PFs],,,P [320_PFs],,,,,,,,,,,,,,,,,P [320_PFs],P [320_PFs],P [320_PFs],,,,R [320_PFs],P [320_PFs],,,,P [320_PFs],,D [320_PFs],,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,P [320_PFs],,,,,,P [320_PFs],P [320_PFs],,P [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,
321-U1337A-34X-CC,321,U1337,A,34,34-CC,X,CC,,,0,5,318.19,318.24,M [320_PF],41,M5aM5b,dominant coiling direction of Paragloborotalia is random,,,,,,,,,P [320_PFs],,D [320_PFs],R [320_PFs],A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,R [320_PFs],,,,,R [320_PFs],,D [320_PFs],,,,,P [320_PFs],,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,R [320_PFs],,,,,,R [320_PFs],,,P [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,
321-U1337A-35X-4-W 50/52-FORAM,321,U1337,A,35,35-4,X,4,W,50/52-FORAM,0,2,323.9,323.92,P [320_PF],42,M5a,surface dissolution; dominant coiling direction of Paragloborotalia is random,,,,,,,,,R [320_PFs],,A [320_PFs],,,A [320_PFs],R [320_PFs],,,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,P [320_PFs],,D [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,R [320_PFs],,,,,,P [320_PFs],,,,R [320_PFs],,,,,,,,,,,,,,,,,,,
321-U1337A-35X-6-W 50/52-FORAM,321,U1337,A,35,35-6,X,6,W,50/52-FORAM,0,2,326.9,326.92,M [320_PF],60,M5a,dominant coiling direction of Paragloborotalia is random,,,,,,,,,R [320_PFs],,F [320_PFs],,,F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,P [320_PFs],,P [320_PFs],,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-35X-CC,321,U1337,A,35,35-CC,X,CC,,,0,5,327.07,327.12,G [320_PF],60,M5a,dominant coiling direction of Paragloborotalia is random,,,,,,,,,R [320_PFs],,A [320_PFs],,P [320_PFs],,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,P [320_PFs],P [320_PFs],,,,R [320_PFs],P [320_PFs],D [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-36X-2-W 90/92-FORAM,321,U1337,A,36,36-2,X,2,W,90/92-FORAM,0,2,330.9,330.92,M [320_PF],61.1,M5a,Infilling,,,,,,,,,A [320_PFs],,,P [320_PFs],R [320_PFs],R [320_PFs],D [320_PFs],,,R [320_PFs],,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,P [320_PFs],,F [320_PFs],,R [320_PFs],F [320_PFs],A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,F [320_PFs],,,R [320_PFs],,R [320_PFs],R [320_PFs],,,,R [320_PFs],,,,,,,,,,,,,,,,,,,
321-U1337A-36X-4-W 90/92-FORAM,321,U1337,A,36,36-4,X,4,W,90/92-FORAM,0,2,333.9,333.92,,0,,Barren. Lots of radiolaria.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-36X-CC,321,U1337,A,36,36-CC,X,CC,,,0,5,337.97,338.02,P [320_PF],0,,"Effectively barren, very few specimens, all dissolution resistent and infilled",,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-37X-2-W 78/80-FORAM,321,U1337,A,37,37-2,X,2,W,78/80-FORAM,0,2,340.28,340.3,,0,,Barren. Lots of radiolaria. Two planktic specimens.,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-37X-4-W,321,U1337,A,37,37-4,X,4,W,,0,2,342.5,342.52,,0,,Barren. Lots of radiolaria.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-37X-CC,321,U1337,A,37,37-CC,X,CC,,,0,5,347.44,347.49,P [320_PF],0,,"Effectively barren, one specimen of P.pseudocontinuosa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-38X-2-W,321,U1337,A,38,38-2,X,2,W,,0,2,349.1,349.12,G [320_PF],67.2,M4,Some minor infilling,,,,,,,,,A [320_PFs],,,P [320_PFs],P [320_PFs],F [320_PFs],D [320_PFs],,,R [320_PFs],,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,R [320_PFs],,R [320_PFs],R [320_PFs],A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],,,R [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-38X-CC,321,U1337,A,38,38-CC,X,CC,,,0,5,352.39,352.44,P [320_PF],0,M4,Encrusted and infilled,,,,,,,,,,,,,,R [320_PFs],P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,A [320_PFs],,,F [320_PFs],,,P [320_PFs],,,,,,,,,,,,,,,,,,,P [320_PFs],,,,
321-U1337A-39X-2-W,321,U1337,A,39,39-2,X,2,W,,0,2,358.7,358.72,P [320_PF],5.5,M4,Infilled. Very siliceous,,,,,,,,,P [320_PFs],,,,,,P [320_PFs],,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
