Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Reticulofenestra sp. (<5 microns),Pseudoemiliania lacunosa (elliptical),Helicosphaera sellii,Helicosphaera carteri,Discoaster tamalis,Discoaster surculus,Discoaster pentaradiatus,Discoaster brouweri,Coccolithus pelagicus,Calcidiscus macintyrei,Calcidiscus leptoporus,Discoaster triradiatus,Ceratolithus cristatus,Umbilicosphaera sibogae,Pseudoemiliania lacunosa (round),Pontosphaera spp.,Pontosphaera multipora,Rhabdosphaera clavigera,Gephyrocapsa spp. small (<4 microns),Syracosphaera pulchra,Gephyrocapsa spp. A-B,Scapholithus fossilis,Ceratolithus telesmus,Reticulofenestra sp. A,Reticulofenestra asanoi,Gephyrocapsa spp. C-D,Oolithotus fragilis,Emiliania huxleyi,Comment
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 25,X, 1,  37.00,    221.2700,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,R                   ,F                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,R                      ,                                ,R                ,                      ,R                      ,A                                   ,                     ,F                    ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 25,X, 3,  37.00,    224.2700,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,R                   ,F                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,R                      ,                                ,R                ,                      ,R                      ,A                                   ,                     ,F                    ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 25,X,CC,  30.00,    229.0000,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,C                                    ,R                   ,C                    ,                  ,                   ,                        ,                   ,                     ,                      ,F                     ,                      ,                      ,R                      ,                                ,R                ,                      ,                       ,A                                   ,F                    ,F                    ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 26,X,CC,  28.00,    235.6900,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,C                                    ,                    ,F                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,                       ,                                ,                 ,                      ,R                      ,A                                   ,                     ,F                    ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 27,X,CC,  11.00,    249.1100,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,F                                    ,                    ,R                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,                       ,                                ,                 ,                      ,                       ,A                                   ,                     ,F                    ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 28,X,CC,  44.00,    256.0800,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,C                                    ,                    ,F                    ,                  ,                   ,                        ,                   ,                     ,                      ,F                     ,                      ,                      ,                       ,                                ,                 ,                      ,                       ,A                                   ,                     ,F                    ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,              ,133, 822,A, 29,X,CC,  23.00,    268.1700,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,C                                    ,R                   ,F                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,F                      ,                                ,R                ,                      ,                       ,A                                   ,                     ,F                    ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,              ,133, 822,A, 30,X,CC,  56.00,    279.1000,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,C                                    ,                    ,F                    ,                  ,                   ,                        ,                   ,                     ,                      ,F                     ,                      ,                      ,R                      ,                                ,                 ,                      ,                       ,A                                   ,F                    ,C                    ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,              ,133, 822,A, 31,X, 5, 112.00,    284.9800,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,F                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,R                      ,R                               ,R                ,R                     ,                       ,A                                   ,                     ,C                    ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,              ,133, 822,A, 31,X, 6, 112.00,    286.4800,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,C                                    ,                    ,F                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,                       ,R                               ,R                ,R                     ,                       ,A                                   ,                     ,C                    ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,              ,133, 822,A, 31,X,CC,  37.00,    289.2500,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,C                                    ,R                   ,F                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,F                      ,                                ,                 ,R                     ,                       ,A                                   ,F                    ,C                    ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,              ,133, 822,A, 32,X,CC,  30.00,    296.1500,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,C                                    ,R                   ,F                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,R                     ,                       ,                                ,                 ,                      ,                       ,C                                   ,                     ,F                    ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,              ,133, 822,A, 33,X, 2, 112.00,    300.7200,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,R                   ,F                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,R                      ,F                               ,R                ,R                     ,                       ,A                                   ,                     ,F                    ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13a             ,              ,133, 822,A, 33,X, 3, 112.00,    302.2200,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,F                    ,                  ,                   ,                        ,                   ,                     ,R                     ,R                     ,                      ,                      ,R                      ,C                               ,R                ,R                     ,R                      ,A                                   ,                     ,F                    ,R                    ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13a             ,              ,133, 822,A, 33,X, 5, 116.00,    305.2600,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,C                    ,                  ,                   ,                        ,                   ,                     ,R                     ,F                     ,                      ,                      ,                       ,                                ,R                ,                      ,                       ,C                                   ,                     ,F                    ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN13a             ,              ,133, 822,A, 33,X, 6, 112.00,    306.7200,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,C                                    ,                    ,F                    ,                  ,                   ,                        ,                   ,                     ,F                     ,F                     ,                      ,                      ,                       ,                                ,                 ,                      ,                       ,A                                   ,                     ,F                    ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN13a             ,              ,133, 822,A, 33,X,CC,  32.00,    307.9700,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,C                    ,                  ,                   ,                        ,                   ,                     ,R                     ,F                     ,                      ,                      ,                       ,                                ,R                ,                      ,                       ,C                                   ,                     ,                     ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,Pleistocene      ,CN13a             ,              ,133, 822,A, 34,X,CC,  26.00,    312.9100,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,C                                    ,                    ,F                    ,                  ,                   ,                        ,                   ,                     ,F                     ,F                     ,                      ,                      ,                       ,                                ,                 ,                      ,                       ,A                                   ,                     ,                     ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN13a             ,              ,133, 822,A, 35,X,CC,  30.00,    324.7600,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,C                                    ,R                   ,F                    ,                  ,                   ,                        ,                   ,R                    ,F                     ,F                     ,                      ,R                     ,                       ,                                ,R                ,                      ,                       ,A                                   ,R                    ,                     ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN13a             ,              ,133, 822,A, 36,X, 4, 111.00,    332.6100,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,F                    ,                  ,                   ,                        ,                   ,R                    ,F                     ,F                     ,                      ,R                     ,                       ,C                               ,F                ,                      ,                       ,A                                   ,                     ,                     ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN12d             ,              ,133, 822,A, 36,X, 5, 110.00,    334.1000,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,C                    ,                  ,                   ,                        ,C                  ,C                    ,C                     ,F                     ,F                     ,R                     ,                       ,F                               ,R                ,R                     ,                       ,A                                   ,                     ,                     ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN12d             ,              ,133, 822,A, 36,X,CC,  43.00,    335.6100,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,C                    ,                  ,                   ,                        ,F                  ,F                    ,C                     ,C                     ,                      ,R                     ,                       ,                                ,R                ,                      ,                       ,C                                   ,                     ,                     ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN12d             ,              ,133, 822,A, 37,X,CC,  30.00,    346.9600,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,C                                    ,                    ,F                    ,                  ,                   ,                        ,R                  ,R                    ,F                     ,C                     ,R                     ,R                     ,                       ,                                ,                 ,                      ,                       ,C                                   ,                     ,                     ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN12d             ,              ,133, 822,A, 38,X,CC,  31.00,    355.0600,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,C                                    ,R                   ,F                    ,                  ,                   ,                        ,C                  ,F                    ,F                     ,C                     ,R                     ,                      ,                       ,                                ,R                ,                      ,                       ,A                                   ,                     ,                     ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN12d             ,              ,133, 822,A, 39,X,CC,  37.00,    363.0100,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,R                   ,C                    ,                  ,                   ,                        ,C                  ,C                    ,F                     ,C                     ,R                     ,R                     ,                       ,                                ,                 ,                      ,                       ,C                                   ,                     ,                     ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN12d             ,              ,133, 822,A, 40,X,CC,   0.00,    373.9200,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,C                    ,                  ,                   ,                        ,C                  ,C                    ,R                     ,C                     ,R                     ,                      ,                       ,                                ,                 ,                      ,                       ,C                                   ,                     ,                     ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN12d             ,              ,133, 822,A, 41,X,CC,  53.00,    381.8600,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,F                    ,                  ,                   ,                        ,C                  ,F                    ,F                     ,F                     ,                      ,                      ,                       ,                                ,R                ,                      ,R                      ,A                                   ,R                    ,                     ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN12d             ,              ,133, 822,A, 42,X,CC,  17.00,    394.2200,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,R                   ,F                    ,                  ,                   ,                        ,F                  ,R                    ,F                     ,F                     ,                      ,                      ,                       ,                                ,                 ,                      ,                       ,C                                   ,                     ,                     ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN12d             ,              ,133, 822,A, 43,X, 3, 112.00,    398.6200,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,R                    ,                  ,                   ,                        ,F                  ,R                    ,F                     ,F                     ,                      ,                      ,R                      ,R                               ,                 ,                      ,                       ,F                                   ,                     ,                     ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN12c             ,              ,133, 822,A, 43,X,CC,  29.00,    400.1900,Wei      ,Nannofossils                                 ,C              ,G                 ,                                 ,C                                    ,                    ,R                    ,                  ,                   ,R                       ,F                  ,F                    ,F                     ,F                     ,                      ,                      ,C                      ,                                ,                 ,                      ,R                      ,                                    ,                     ,                     ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN12c             ,              ,133, 822,A, 44,X,CC,  25.00,    407.9400,Wei      ,Nannofossils                                 ,C              ,G                 ,                                 ,C                                    ,                    ,F                    ,                  ,                   ,F                       ,R                  ,F                    ,F                     ,F                     ,                      ,                      ,                       ,                                ,                 ,                      ,                       ,                                    ,                     ,                     ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN12c             ,              ,133, 822,A, 45,X, 4, 112.00,    410.2500,Wei      ,Nannofossils                                 ,C              ,G                 ,                                 ,A                                    ,R                   ,C                    ,                  ,                   ,C                       ,C                  ,F                    ,R                     ,R                     ,                      ,                      ,R                      ,F                               ,R                ,R                     ,                       ,                                    ,                     ,                     ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN12b             ,              ,133, 822,A, 45,X, 5, 112.00,    411.7500,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,R                   ,C                    ,                  ,F                  ,F                       ,C                  ,F                    ,F                     ,F                     ,                      ,                      ,R                      ,                                ,                 ,                      ,                       ,                                    ,                     ,                     ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN12b             ,              ,133, 822,A, 45,X, 6, 112.00,    413.2500,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,R                   ,C                    ,                  ,F                  ,F                       ,C                  ,F                    ,F                     ,F                     ,                      ,                      ,R                      ,                                ,                 ,                      ,                       ,                                    ,                     ,                     ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN12a             ,              ,133, 822,A, 45,X,CC,  73.00,    415.0800,Wei      ,Nannofossils                                 ,C              ,G                 ,                                 ,C                                    ,R                   ,F                    ,R                 ,F                  ,F                       ,C                  ,F                    ,F                     ,C                     ,R                     ,R                     ,                       ,                                ,                 ,                      ,                       ,                                    ,                     ,                     ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN12a             ,              ,133, 822,A, 46,X,CC,  34.00,    424.9400,Wei      ,Nannofossils                                 ,A              ,G                 ,A                                ,C                                    ,                    ,F                    ,R                 ,F                  ,C                       ,C                  ,F                    ,F                     ,F                     ,                      ,                      ,                       ,                                ,                 ,                      ,                       ,                                    ,                     ,                     ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN12a             ,              ,133, 822,A, 47,X,CC,  42.00,    434.3800,Wei      ,Nannofossils                                 ,A              ,G                 ,A                                ,C                                    ,R                   ,F                    ,R                 ,R                  ,C                       ,C                  ,F                    ,F                     ,F                     ,                      ,                      ,                       ,                                ,                 ,                      ,                       ,                                    ,                     ,                     ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
