Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
108, 660,A,Post Moratorium          ,      13.900,    0.460000,LO Pseudoemiliania lacunosa
,,,,,,
108, 660,A,Post Moratorium          ,      32.700,    1.450000,LO Calcidiscus macintyrei
,,,,,,
108, 660,A,Post Moratorium          ,      40.350,    1.890000,LO Discoaster brouweri
,,,,,,
108, 660,A,Post Moratorium          ,      42.150,    2.070000,FO acme Discoaster triradiatus
,,,,,,
108, 660,A,Post Moratorium          ,      46.450,    2.350000,LO Discoaster pentaradiatus
,,,,,,
108, 660,A,Post Moratorium          ,      47.950,    2.450000,LO Discoaster surculus
,,,,,,
108, 660,A,Post Moratorium          ,      53.750,    2.650000,LO Discoaster tamalis
,,,,,,
108, 660,A,Post Moratorium          ,      62.650,    3.450000,LO Sphenolithus spp.
,,,,,,
108, 660,A,Post Moratorium          ,      64.150,    3.560000,LO Reticulofenestra pseudoumbilica
,,,,,,
108, 660,A,Post Moratorium          ,      73.200,    4.600000,FO Ceratolithus rugosus
,,,,,,
108, 660,A,Post Moratorium          ,      75.500,    5.600000,LO Discoaster quinqueramus
,,,,,,
