Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
128, 798,B,Initial Reports          ,      39.000,    0.340000,LAD Rhizosolenia curvirostris
,,,,,,
128, 798,B,Initial Reports          ,      54.540,    0.460000,LAD Pseudoemiliania lacunosa
,,,,,,
128, 798,B,Initial Reports          ,      75.340,    0.730000,Brunhes/Matuyama boundary
,,,,,,
128, 798,B,Initial Reports          ,      90.550,    0.910000,Top Jaramillo
,,,,,,
128, 798,B,Initial Reports          ,      94.650,    0.980000,Bottom Jaramillo
,,,,,,
128, 798,B,Initial Reports          ,     119.910,    1.200000,LAD Helicosphaera selii
,,,,,,
128, 798,B,Initial Reports          ,     200.080,    1.660000,Top Olduvai
,,,,,,
128, 798,B,Initial Reports          ,     220.870,    1.880000,Bottom Olduvai
,,,,,,
128, 798,B,Initial Reports          ,     229.200,    2.040000,LAD Ammodochium rectangulare
,,,,,,
128, 798,B,Initial Reports          ,     297.900,    2.470000,Top Gauss
,,,,,,
128, 798,B,Initial Reports          ,     325.150,    2.600000,LAD Neodenticula kamtschatica
,,,,,,
