Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
190,1175,A,Initial Reports          ,      23.420,    0.085000,FAD Emiliania huxleyi acme
,,,,,,
190,1175,A,Initial Reports          ,      86.860,    0.140000,LAD Helicosphaera inversa
,,,,,,
190,1175,A,Initial Reports          ,     132.050,    0.260000,FAD Emiliania huxleyi
,,,,,,
190,1175,A,Initial Reports          ,     183.050,    0.460000,LAD Pseudoemiliania lacunosa
,,,,,,
190,1175,A,Initial Reports          ,     230.730,    0.480000,FAD Helicosphaera inversa
,,,,,,
190,1175,A,Initial Reports          ,     278.420,    0.800000,LAD Reticulofenestra asanoi
,,,,,,
190,1175,A,Initial Reports          ,     303.900,    1.060000,FAD Reticulofenestra asanoi
,,,,,,
190,1175,A,Initial Reports          ,     346.430,    1.460000,LAD Helicosphaera sellii
,,,,,,
190,1175,A,Initial Reports          ,     391.470,    1.770000,FAD Gephyrocapsa oceanica
,,,,,,
190,1175,A,Initial Reports          ,     416.770,    1.950000,LAD Discoaster brouweri
,,,,,,
