Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
190,1175,A,Shipboard                ,      16.110,    0.085000, 
,,,,,,
190,1175,A,Shipboard                ,      83.310,    0.140000, 
,,,,,,
190,1175,A,Shipboard                ,     139.310,    0.268000, 
,,,,,,
190,1175,A,Shipboard                ,     185.520,    0.460000, 
,,,,,,
190,1175,A,Shipboard                ,     233.160,    0.480000, 
,,,,,,
190,1175,A,Shipboard                ,     280.290,    0.800000, 
,,,,,,
190,1175,A,Shipboard                ,     355.080,    1.200000, 
,,,,,,
190,1175,A,Shipboard                ,     402.300,    1.700000, 
,,,,,,
190,1175,A,Shipboard                ,     435.690,    1.900000, 
,,,,,,
