Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Toweius tovae,Toweius pertusus,Toweius eminens,Prinsius bisulcus,Placozygus sigmoides,Neochiastozygus junctus,Fasciculithus tympaniformis group,Discoaster multiradiatus,Chiasmolithus spp. (rims),Chiasmolithus solitus,Toweius crassus,Coccolithus pelagicus,Chiasmolithus consuetus,Zygrhablithus bijugatus,Thoracosphaera operculata,Sphenolithus sp.,Neococcolithes protenus,Neochiastozygus distentus,Discoaster robustus,Tribrachiatus orthostylus,Toweius magnicrassus,Sphenolithus radians,Reticulofenestra dictyoda,Discoaster kuepperi,Cruciplacolithus latipons,Chiphragmalithus calathus,Chiasmolithus expansus,Reticulofenestra hillae,Neococcolithes dubius,Markalius inversus,Discoaster spp.,Toweius sp. cf. T.gammation,Helicosphaera seminulum,Discoaster lodoensis,Discoaster barbadiensis,Cyclicargolithus luminis,Coccolithus formosus,Chiasmolithus grandis,Ellipsolithus distichus,Discoaster wemmelensis,Discoaster sublodoensis,Coccolithus (unspecified taxon or taxa),Discoaster binodosus,Placolith (small),Cruciplacolithus vanheckae,Blackites sp. aff. B.spinosus,Reticulofenestra umbilica,Discoaster saipanensis,Nannotetrina fulgens/cristata,Chiasmolithus titus,Calcidiscus protoannulus,Sphenolithus furcatolithoides,Pyrocyclus inversus,Cribrocentrum coenurum,Sphenolithus moriformis,Reticulofenestra cf. bisecta,Reticulofenestra daviesii group,Reticulofenestra bisecta,Helicosphaera dinesenii,Thoracosphaera saxea,Pontosphaera plana,Helicosphaera sp.,Ericsonia sp.,Ericsonia formosa,Dictyococcites scrippsae,Dictyococcites bisectus,Cyclicargolithus floridanus,Cribrocentrum reticulatum,Coronocyclus nitescens,Coccolithus pelagicus-eopelagicus,Chiasmolithus sp.,Chiasmolithus oamaruensis,Bramletteius serraculoides,Blackites spinosus,Birkelundia staurion,Cyclicargolithus sp. cf. C. marismontium,Reticulofenestra samodurovii,Clausicoccus obrutus,Cyclicargolithus cf. floridanus,Reticulofenestra sp. cf. R.dictyoda,Reticulofenestra daviesii,Sphenolithus predistentus,Isthmolithus recurvus,Clausicoccus subdistichus,Calcidiscus kingii,Reticulofenestra oamaruensis,Clausicoccus fenestratus,Discoaster sp.,Discoaster deflandrei,Chiasmolithus altus,Discoaster tanii nodifer,Cyclicargolithus cf. abisectus,Reticulofenestra sp. (small),Helicosphaera euphratis,Cyclicargolithus abisectus,Pyrocyclus hermosus,Discoaster adamanteus,Gephyrocapsa spp.,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Eocene           ,                 ,C. solitus        ,              ,114, 699,A, 42,X, 4,   4.00,    387.1400,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,F                        ,                     ,               ,C                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,F                        ,                   ,                         ,                         ,R                     ,A                      ,R                    ,R                 ,               ,                           ,                       ,                    ,R                      ,                        ,R                   ,                     ,                       ,                      ,                       ,F                                      ,                    ,                 ,R                         ,                             ,F                        ,                      ,                             ,                   ,                        ,R                            ,R                  ,R                     ,R                      ,R                           ,                               ,                        ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,                               ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 2 p.158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Eocene           ,                 ,N. fulgens (Crux) ,              ,114, 699,A, 42,X, 7,   4.00,    391.6400,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,C                        ,R                    ,               ,C                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,F                        ,                   ,                         ,                         ,R                     ,A                      ,                     ,R                 ,               ,                           ,                       ,                    ,R                      ,R                       ,R                   ,R                    ,                       ,                      ,                       ,                                       ,                    ,                 ,                          ,                             ,R                        ,                      ,                             ,R                  ,                        ,R                            ,R                  ,R                     ,                       ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,                               ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 2 p.158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Eocene           ,                 ,N. fulgens (Crux) ,              ,114, 699,A, 42,X,CC,  35.00,    392.3400,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,F                        ,R                    ,               ,F                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,R                   ,A                        ,                   ,                         ,                         ,R                     ,A                      ,                     ,R                 ,R              ,                           ,                       ,                    ,                       ,                        ,R                   ,                     ,                       ,                      ,                       ,                                       ,                    ,                 ,                          ,                             ,R                        ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,                               ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 2 p.158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Eocene           ,                 ,N. fulgens (Crux) ,              ,114, 699,A, 43,X, 4,  72.00,    397.3200,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,F                        ,R                    ,               ,C                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,A                        ,                   ,                         ,                         ,R                     ,C                      ,R                    ,R                 ,               ,                           ,                       ,                    ,                       ,                        ,R                   ,                     ,                       ,                      ,                       ,                                       ,                    ,                 ,R                         ,R                            ,R                        ,                      ,                             ,R                  ,                        ,R                            ,R                  ,                      ,                       ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,                               ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 2 p.158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Eocene           ,                 ,N. fulgens (Crux) ,              ,114, 699,A, 43,X,CC,  10.00,    400.5100,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,F                        ,R                    ,               ,A                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,A                        ,                   ,                         ,                         ,R                     ,F                      ,R                    ,R                 ,R              ,                           ,                       ,                    ,                       ,                        ,R                   ,                     ,                       ,                      ,                       ,                                       ,                    ,C                ,R                         ,R                            ,R                        ,                      ,R                            ,R                  ,R                       ,                             ,                   ,                      ,                       ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,                               ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 2 p.158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Eocene           ,                 ,N. fulgens (Crux) ,              ,114, 699,A, 45,X, 1, 139.00,    412.4900,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,F                        ,R                    ,R              ,C                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,A                        ,                   ,                         ,                         ,R                     ,F                      ,R                    ,                  ,R              ,                           ,                       ,                    ,                       ,                        ,R                   ,                     ,                       ,                      ,                       ,                                       ,                    ,C                ,                          ,R                            ,R                        ,                      ,R                            ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,                               ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 2 p.158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Eocene           ,                 ,D.sublodoensis (Cr),              ,114, 699,A, 45,X, 6, 139.00,    419.9900,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,R                        ,F                    ,F              ,A                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,C                        ,                   ,                         ,                         ,R                     ,R                      ,R                    ,                  ,R              ,                           ,                       ,                    ,                       ,R                       ,R                   ,                     ,                       ,                      ,                       ,                                       ,                    ,A                ,R                         ,                             ,R                        ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,                               ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 2 p.158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Eocene           ,                 ,D.sublodoensis (Cr),              ,114, 699,A, 45,X,CC,  30.00,    420.7800,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,F                        ,F                    ,F              ,F                    ,                       ,                       ,                         ,R               ,                       ,                         ,                   ,                         ,                    ,                    ,A                        ,                   ,                         ,                         ,R                     ,R                      ,R                    ,                  ,R              ,                           ,                       ,                    ,                       ,R                       ,R                   ,                     ,                       ,                      ,                       ,                                       ,                    ,C                ,R                         ,                             ,R                        ,R                     ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,                               ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 2 p.158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Eocene           ,                 ,D.sublodoensis (Cr),              ,114, 699,A, 47,X, 1, 116.00,    431.2600,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,R                        ,F                    ,C              ,C                    ,                       ,                       ,                         ,R               ,                       ,                         ,                   ,                         ,                    ,R                   ,A                        ,R                  ,                         ,                         ,                      ,F                      ,F                    ,R                 ,R              ,                           ,                       ,R                   ,R                      ,R                       ,R                   ,R                    ,                       ,                      ,R                      ,F                                      ,                    ,C                ,                          ,R                            ,                         ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,                               ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 2 p.158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Eocene           ,                 ,D.sublodoensis (Cr),              ,114, 699,A, 47,X, 4,  34.00,    434.9400,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,C                        ,R                    ,C              ,C                    ,                       ,                       ,                         ,R               ,                       ,                         ,                   ,                         ,                    ,R                   ,A                        ,R                  ,                         ,                         ,R                     ,F                      ,R                    ,R                 ,R              ,                           ,                       ,                    ,R                      ,R                       ,R                   ,                     ,                       ,R                     ,                       ,F                                      ,                    ,R                ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,                               ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 2 p.158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Eocene           ,                 ,D.sublodoensis (Cr),              ,114, 699,A, 48,X, 2,  27.00,    441.3700,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,F                        ,R                    ,F              ,C                    ,                       ,                       ,                         ,R               ,                       ,                         ,                   ,                         ,R                   ,R                   ,A                        ,R                  ,                         ,                         ,R                     ,F                      ,R                    ,R                 ,R              ,                           ,                       ,R                   ,R                      ,R                       ,R                   ,                     ,R                      ,R                     ,R                      ,                                       ,                    ,R                ,R                         ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,                               ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 2 p.158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Eocene           ,                 ,D.sublodoensis (Cr),              ,114, 699,A, 48,X,CC,  32.00,    446.9200,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,F                        ,R                    ,C              ,C                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,R                   ,R                   ,A                        ,R                  ,R                        ,                         ,R                     ,F                      ,R                    ,R                 ,R              ,                           ,                       ,R                   ,                       ,R                       ,R                   ,R                    ,                       ,R                     ,R                      ,                                       ,R                   ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,                               ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 2 p.158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Eocene           ,                 ,D.sublodoensis (Cr),              ,114, 699,A, 49,X, 3,  55.00,    452.6500,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,R               ,               ,                 ,                    ,                       ,                                 ,                        ,F                        ,R                    ,C              ,F                    ,                       ,R                      ,                         ,R               ,                       ,                         ,R                  ,                         ,                    ,R                   ,C                        ,                   ,                         ,                         ,R                     ,R                      ,R                    ,R                 ,R              ,                           ,                       ,R                   ,                       ,R                       ,R                   ,                     ,                       ,R                     ,R                      ,F                                      ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,                               ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 2 p.158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Eocene           ,                 ,NP13              ,              ,114, 699,A, 49,X,CC,  30.00,    457.6900,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,R               ,               ,                 ,                    ,                       ,                                 ,                        ,C                        ,R                    ,A              ,F                    ,                       ,R                      ,                         ,                ,                       ,                         ,R                  ,                         ,R                   ,R                   ,C                        ,R                  ,                         ,                         ,R                     ,R                      ,R                    ,R                 ,R              ,                           ,                       ,R                   ,                       ,                        ,                    ,                     ,R                      ,                      ,                       ,                                       ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,                               ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 2 p.158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Eocene           ,                 ,NP13              ,              ,114, 699,A, 50,X, 1,  97.00,    459.5700,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,R               ,               ,                 ,                    ,                       ,                                 ,                        ,F                        ,F                    ,A              ,F                    ,                       ,R                      ,                         ,                ,                       ,                         ,R                  ,                         ,R                   ,R                   ,C                        ,R                  ,                         ,                         ,                      ,R                      ,R                    ,R                 ,R              ,R                          ,R                      ,R                   ,                       ,R                       ,R                   ,                     ,                       ,                      ,                       ,                                       ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,                               ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 2 p.158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Eocene           ,                 ,NP13              ,              ,114, 699,A, 50,X, 4,  98.00,    464.0800,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,F                        ,C                    ,A              ,F                    ,                       ,R                      ,                         ,                ,                       ,                         ,R                  ,                         ,R                   ,R                   ,C                        ,R                  ,                         ,                         ,R                     ,R                      ,F                    ,R                 ,R              ,                           ,R                      ,R                   ,                       ,R                       ,R                   ,R                    ,R                      ,                      ,                       ,                                       ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,                               ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 2 p.158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Eocene           ,                 ,T.orthostylus (Crux),              ,114, 699,A, 51,X,CC,  15.00,    468.2500,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,F                        ,C                    ,F              ,A                    ,                       ,F                      ,                         ,                ,                       ,                         ,R                  ,R                        ,R                   ,R                   ,F                        ,F                  ,                         ,R                        ,                      ,F                      ,F                    ,R                 ,R              ,R                          ,R                      ,R                   ,R                      ,R                       ,R                   ,R                    ,                       ,                      ,                       ,                                       ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,                               ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 2 p.158
