Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Spongebria miocenica,Spongebria curta,Septamesocena apiculata f. curvata,Septamesocena apiculata apiculata,Parathranium clathratum,Parathranium cf. clathratum,Parathranium cf. californicum,Parathranium bispinum,Hermesinum obliquum,Hermesinum adriaticum,Hermesinoid skeletons,Hermesinella schulzii,Hermesinella conata,Haplohermesinum hovassei,Foliactiniscus atlanticus,Falsebrioid Falsebrioid,Falsebria sp.,Falsebria cf. arborea,Ebriopsoid skeletons,Ebria inornata,Ditripodium latum,Distephanus speculum haliomma f. speculum,Distephanus speculum haliomma f. haliomma,Distephanus crux stradneri,Distephanus crux parvus,Distephanus crux longispinus,Distephanus crux,Distephanus aculeatus f. aculeatus,Corbisema triacantha,Canopilus hemisphaericus f. heptagonus,Cannopilus schulzii,Cannopilus hemisphaericus f. hemisphaericus,Ammodochium pyramidale,Ammodochioid skeletons,Actiniscus sp.,Actiniscus pentasterias,Actiniscus flosculus,Distephanus stradneri,Distephanus speculum hemisphaericus &  boliviensis (hemisphaericoid),Distephanus slavnicii,Distephanus quinquangellus,Distephanus crux scutulatus,Distephanus boliviensis & speculum (bolivienoid)-(w/ >4aw.),Distephanus boliviensis & speculum (bolivienoid),Distephanus &  speculum (bolivienoid)-(w/ 3aw.),Distephanus &  speculum (bolivienoid)-(w/ 2aw.),Dictyocha sp. 1,Caryocha ernestinae,Caryocha depressa,Bachmannocena triangula,Bachmannocena diodon nodosa,Bachmannocena apiculata curvata,Distephanus quinquangellus (w/ 2ap.),Dictyocha fibula,Thranium cf. crassipes,Hermesinella fenestrata,Foliactiniscus folia,Dictyocha species diversae (asperoid),Dictyocha fibula tenuis,Ammodochium serotinum,Actiniscus tetrasterias,Dictyocha aspera,Naviculopsis species diversae,Distephanus speculum haliomma formae diversae,Dictyocha fibula s.l.,Canopilus ernestinae,Cannopilus depressus,Distephanus hannai,Distephanus aff. pseudocrux,Ditripodium elphantinum,Ammodochium species diversae,Dictyocha brevispina,Thranium crassipes,Distephanus speculum f. speculum ,Bachmannocena diodon nodosa (w/ 3 sp. asym.),Mesocena diodon,Actiniscus planatus,Mesocena elliptica,Dictyocha varia,Dictyocha messaensis aspinosa,Actiniscus elongatus,Distephanus boliviensis &  speculum (bolivienoid)-(w/ 8brs.),Dictyocha longa,Bachmannocena quadrangula,Bachmannocena elliptica,Macrora stella,Hermesinum mirabile,Distephanus quinarius,Neonaviculopsis neonautica neonautica,Distephanus cf. xenus,Dictyocha subclinata,Dictyocha pulchella var. inflata,Dictyocha pentagona,Bachmannocena diodon diodon,Distephanus speculum f. pentagonus,Mesocena ovata,Distephanus speculum bolivienoid (w/ very long major spines),Distephanus crux ssp. 1,Distephanus crux (w/ 2aw.),Dictyocha cf. angulata,Bachmannocena dumitricae,Bachmannocena diodon nodosa (w/ 1 sp.),Bachmannocena circulus apiculata,Bachmannocena apiculata,Podamphora elgeri,Paramesocena circulus apiculata,Distephanus speculum  f. cannopileus-hexacanthus,Dictyocha epiodon,Distephanus boliviensis (w/ large aw.)      ,Naviculopsis lacrima,Distephanus stauracanthus f. octagonus,Dictyocha (aberrant forms),Ebriopsis crenulata,Actiniscus laciniatus,Dictyocha species diversae (messanensoid),Corbisema species diversae,Dictyocha clinata,Craniopsis sp.,Corbisema flexuosa,Distephanus aculeatus f. binoculus,Distephanus speculum speculum (coronoid)  ,Distephanus speculum giganteus,Distephanus (aberrant forms),Naviculopsis lata,Mesocena triangula,Thranium patulum,Distephanus crux bispinosus,Paramesocena circulus circulus,Ebriopsis cornuta,Distephanus speculum giganteus f. giganteus,Pseudammodochium species diversae,Naviculopsis navicula navicula,Mesocena quadrangula,Distephanus speculum giganteus f. cannopileus-hexacanthus,Distephanus sp. cf. D. speculum gigangteus f. giganteus,Naviculopsis iberica ,Distephanus jimlingii (w/ 2 or 3aw.),Distephanus jimlingii,Distephanus frugalis,Pseudammodochium robustum,Ditripodium japonicum,Distephanus sulcatus formae diversae,Distephanus speculum constrictus f. constrictus,Distephanus polyactis,Falsebria arborea,Distephanus speculum constrictus formae diversae,Dictyocha perlaevis,Distephanus speculum speculum,Distephanus jimlingii/sulcatus,Distephanus frugalis (w/ 2aw.),Distephanus sulcatus f. maximus,Distephanus sulcatus,Distephanus boliviensis &  speculum (bolivienoid)-(w/ 3aw. & 7brs.),Dictyocha quadria,Distephanus speculum  formae diversae,Dictyocha messanensis messanensis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,Ds. boliviensis   ,              ,104, 642,C, 12,H, 2, 120.00,     85.2000,Ciesielski,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                    ,                ,                                  ,                                 ,                       ,                           ,                             ,                     ,                   ,                     ,                     ,                     ,                   ,                        ,                         ,                       ,             ,                     ,                    ,              ,                 ,                                         ,                                         ,                          ,                       ,                            ,                ,                                  ,                    ,                                      ,                   ,                                           ,                      ,                      ,              ,                       ,                    ,                     ,                                                                    ,                     ,                          ,                           ,                                                           ,1                                               ,                                               ,                                               ,               ,                   ,                 ,                       ,                           ,                               ,                                    ,                ,                      ,                       ,                    ,                                     ,                       ,                     ,                       ,                ,                             ,                                             ,                     ,                    ,                    ,                  ,                           ,                       ,                            ,                    ,                  ,                                 ,                                            ,               ,                   ,                  ,               ,                             ,                    ,                                                            ,               ,                         ,                       ,              ,                   ,                     ,                                     ,                     ,                    ,                                ,                   ,                           ,                                  ,              ,                                                            ,                       ,                          ,                      ,                        ,                                      ,                                ,                       ,                 ,                               ,                                                ,                 ,                                            ,                    ,                                      ,                          ,                   ,                     ,                                         ,                          ,                 ,              ,                  ,                                  ,                                          ,                              ,                            ,                 ,                  ,                ,                           ,                              ,                 ,                                           ,                                 ,                              ,                    ,                                                         ,                                                       ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,Total whole specimens = 1; from ODP Leg 104 Sr Chapter 28 Table 1 p 504-507
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,Ds. aculeatus     ,E. cornuta    ,104, 642,C, 12,H, 5,  65.00,     89.1500,Locker   ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                    ,                ,                                  ,                                 ,                       ,6.0%                       ,                             ,57.0%                ,                   ,                     ,                     ,                     ,                   ,                        ,                         ,1.0%                   ,             ,                     ,                    ,              ,                 ,                                         ,                                         ,                          ,                       ,                            ,                ,4.0%                              ,                    ,                                      ,                   ,                                           ,                      ,9.0%                  ,14.0%         ,3.0%                   ,6.0%                ,                     ,                                                                    ,                     ,                          ,                           ,                                                           ,                                                ,                                               ,                                               ,               ,                   ,                 ,                       ,                           ,                               ,                                    ,                ,                      ,                       ,                    ,T                                    ,                       ,                     ,                       ,                ,                             ,                                             ,                     ,                    ,                    ,                  ,                           ,                       ,                            ,                    ,                  ,67.0%                            ,                                            ,               ,                   ,                  ,               ,                             ,4.0%                ,                                                            ,               ,                         ,                       ,              ,                   ,T                    ,                                     ,                     ,                    ,                                ,                   ,                           ,                                  ,              ,                                                            ,                       ,                          ,                      ,                        ,                                      ,                                ,                       ,                 ,                               ,                                                ,                 ,                                            ,                    ,                                      ,                          ,                   ,                     ,                                         ,                          ,                 ,              ,                  ,                                  ,5.0%                                      ,                              ,                            ,                 ,                  ,                ,                           ,                              ,                 ,22.0%                                      ,                                 ,                              ,                    ,T                                                        ,                                                       ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,from ODP 104 SR Chaper 30  Tables 1 & 2 p 550-553
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,Ds. boliviensis   ,              ,104, 642,C, 12,H, 5, 120.00,     89.7000,Ciesielski,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                    ,                ,                                  ,                                 ,                       ,                           ,                             ,                     ,                   ,                     ,                     ,                     ,                   ,                        ,                         ,                       ,             ,                     ,                    ,              ,                 ,                                         ,                                         ,                          ,                       ,                            ,                ,                                  ,1                   ,                                      ,                   ,                                           ,                      ,                      ,              ,                       ,                    ,                     ,                                                                    ,                     ,10                        ,                           ,                                                           ,31                                              ,                                               ,3                                              ,               ,                   ,                 ,                       ,                           ,                               ,                                    ,1               ,                      ,                       ,                    ,                                     ,                       ,                     ,                       ,                ,                             ,                                             ,                     ,                    ,                    ,                  ,                           ,                       ,                            ,                    ,                  ,                                 ,                                            ,               ,                   ,                  ,               ,                             ,                    ,                                                            ,               ,                         ,                       ,              ,                   ,                     ,                                     ,                     ,                    ,                                ,                   ,                           ,                                  ,              ,                                                            ,                       ,                          ,                      ,                        ,                                      ,                                ,                       ,                 ,                               ,                                                ,                 ,98                                          ,                    ,                                      ,                          ,                   ,                     ,                                         ,                          ,                 ,              ,                  ,                                  ,                                          ,                              ,                            ,                 ,                  ,                ,                           ,                              ,                 ,                                           ,                                 ,                              ,                    ,                                                         ,                                                       ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,Total whole specimens = 145; Unidentifiabale fragments = 5; from ODP Leg 104 Sr Chapter 28 Table 1 p 504-507
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,Ds. aculeatus     ,P. clathratum ,104, 642,C, 13,H, 1,  66.00,     92.6600,Locker   ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                    ,                ,                                  ,                                 ,9.0%                   ,36.0%                      ,                             ,23.0%                ,                   ,                     ,                     ,                     ,                   ,                        ,                         ,11.0%                  ,4.0%         ,T                    ,T                   ,              ,                 ,                                         ,                                         ,                          ,                       ,                            ,T               ,39.0%                             ,T                   ,                                      ,                   ,                                           ,                      ,1.0%                  ,11.0%         ,1.0%                   ,T                   ,                     ,                                                                    ,                     ,                          ,                           ,                                                           ,                                                ,                                               ,                                               ,               ,                   ,                 ,                       ,                           ,                               ,                                    ,                ,                      ,                       ,                    ,                                     ,                       ,                     ,                       ,                ,                             ,                                             ,                     ,                    ,                    ,                  ,                           ,cf                     ,                            ,                    ,2.0%              ,25.0%                            ,                                            ,               ,                   ,                  ,               ,                             ,                    ,                                                            ,               ,                         ,                       ,              ,                   ,T                    ,                                     ,                     ,                    ,                                ,                   ,                           ,T                                 ,              ,                                                            ,                       ,                          ,                      ,                        ,                                      ,                                ,                       ,                 ,                               ,                                                ,                 ,                                            ,                    ,                                      ,                          ,                   ,                     ,                                         ,+                         ,                 ,              ,                  ,2.0%                              ,11.0%                                     ,                              ,                            ,                 ,                  ,                ,                           ,                              ,+                ,21.0%                                      ,                                 ,                              ,                    ,                                                         ,                                                       ,T                    ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,from ODP 104 SR Chaper 30  Tables 1 & 2 p 550-553
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,Ds. boliviensis   ,              ,104, 642,C, 13,H, 2, 124.00,     94.7400,Ciesielski,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                    ,                ,                                  ,                                 ,                       ,                           ,                             ,                     ,                   ,                     ,                     ,                     ,                   ,                        ,                         ,                       ,             ,                     ,                    ,              ,                 ,                                         ,                                         ,                          ,                       ,                            ,                ,                                  ,                    ,                                      ,                   ,                                           ,                      ,                      ,              ,                       ,                    ,                     ,                                                                    ,                     ,                          ,                           ,                                                           ,5                                               ,                                               ,                                               ,               ,                   ,                 ,                       ,                           ,                               ,                                    ,                ,                      ,                       ,                    ,                                     ,                       ,                     ,                       ,                ,                             ,                                             ,                     ,                    ,                    ,                  ,                           ,                       ,                            ,                    ,                  ,                                 ,                                            ,               ,                   ,                  ,               ,                             ,                    ,                                                            ,               ,                         ,                       ,              ,                   ,                     ,                                     ,                     ,                    ,                                ,                   ,                           ,                                  ,              ,                                                            ,                       ,                          ,                      ,                        ,                                      ,                                ,                       ,                 ,                               ,                                                ,                 ,                                            ,                    ,                                      ,                          ,                   ,                     ,                                         ,                          ,                 ,              ,                  ,                                  ,                                          ,                              ,                            ,                 ,                  ,                ,                           ,                              ,                 ,                                           ,                                 ,                              ,                    ,                                                         ,                                                       ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,Total whole specimens = 5; from ODP Leg 104 Sr Chapter 28 Table 1 p 504-507
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,M. diodon         ,P. clathratum ,104, 642,C, 13,H, 3,  30.00,     95.3000,Locker   ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                    ,                ,                                  ,                                 ,T                      ,                           ,                             ,4.0%                 ,                   ,                     ,                     ,                     ,                   ,                        ,                         ,8.0%                   ,4.0%         ,T                    ,                    ,              ,                 ,                                         ,                                         ,                          ,                       ,                            ,+               ,12.0%                             ,                    ,                                      ,                   ,                                           ,                      ,2.0%                  ,8.0%          ,T                      ,T                   ,                     ,                                                                    ,                     ,                          ,                           ,                                                           ,                                                ,                                               ,                                               ,               ,                   ,                 ,                       ,                           ,                               ,                                    ,                ,                      ,                       ,                    ,                                     ,                       ,68.0%                ,                       ,                ,                             ,                                             ,                     ,                    ,                    ,                  ,                           ,                       ,                            ,                    ,3.0%              ,32.0%                            ,                                            ,26.0%          ,                   ,                  ,               ,                             ,                    ,                                                            ,               ,                         ,                       ,              ,                   ,                     ,                                     ,                     ,                    ,                                ,                   ,                           ,4.0%                              ,              ,                                                            ,                       ,                          ,                      ,                        ,                                      ,                                ,                       ,                 ,                               ,                                                ,                 ,                                            ,                    ,                                      ,                          ,                   ,                     ,                                         ,                          ,                 ,T             ,                  ,14.0%                             ,10.0%                                     ,                              ,                            ,                 ,+                 ,                ,                           ,                              ,                 ,                                           ,                                 ,                              ,                    ,                                                         ,2.0%                                                   ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,from ODP 104 SR Chaper 30  Tables 1 & 2 p 550-553
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,M. diodon         ,P. clathratum ,104, 642,C, 14,H, 2,  66.00,    103.6600,Locker   ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                    ,                ,                                  ,                                 ,                       ,2.0%                       ,                             ,10.0%                ,                   ,                     ,                     ,                     ,                   ,T                       ,                         ,10.0%                  ,9.0%         ,3.0%                 ,                    ,              ,                 ,                                         ,                                         ,                          ,                       ,                            ,T               ,6.0%                              ,                    ,                                      ,                   ,                                           ,                      ,6.0%                  ,2.0%          ,T                      ,                    ,                     ,                                                                    ,                     ,                          ,                           ,                                                           ,                                                ,                                               ,                                               ,               ,                   ,                 ,                       ,                           ,                               ,                                    ,                ,2.0%                  ,                       ,                    ,                                     ,                       ,47.0%                ,                       ,                ,                             ,                                             ,                     ,                    ,                    ,                  ,                           ,                       ,                            ,                    ,7.0%              ,36.0%                            ,                                            ,30.0%          ,                   ,                  ,               ,                             ,                    ,                                                            ,               ,                         ,                       ,              ,                   ,1.0%                 ,                                     ,                     ,                    ,                                ,                   ,                           ,                                  ,              ,                                                            ,                       ,                          ,                      ,                        ,                                      ,                                ,                       ,                 ,                               ,T                                               ,                 ,                                            ,                    ,                                      ,                          ,                   ,                     ,                                         ,                          ,                 ,T             ,                  ,1.0%                              ,3.0%                                      ,                              ,                            ,                 ,2.0%              ,                ,                           ,                              ,                 ,                                           ,T                                ,+                             ,2.0%                ,T                                                        ,18.0%                                                  ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,from ODP 104 SR Chaper 30  Tables 1 & 2 p 550-553
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,Ds. boliviensis   ,              ,104, 642,C, 14,H, 2, 124.00,    104.2400,Ciesielski,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                    ,                ,                                  ,                                 ,                       ,                           ,                             ,                     ,                   ,                     ,                     ,                     ,                   ,                        ,                         ,                       ,             ,                     ,                    ,              ,                 ,                                         ,                                         ,                          ,                       ,                            ,1               ,                                  ,                    ,                                      ,                   ,                                           ,                      ,                      ,              ,                       ,                    ,                     ,                                                                    ,                     ,4                         ,                           ,                                                           ,10                                              ,1                                              ,1                                              ,               ,                   ,                 ,                       ,                           ,                               ,                                    ,                ,                      ,                       ,                    ,                                     ,                       ,                     ,                       ,                ,                             ,                                             ,                     ,                    ,                    ,                  ,                           ,                       ,                            ,                    ,                  ,                                 ,1                                           ,               ,                   ,                  ,               ,                             ,                    ,                                                            ,               ,                         ,1                      ,              ,                   ,                     ,                                     ,                     ,                    ,                                ,                   ,11                         ,                                  ,              ,                                                            ,                       ,                          ,                      ,                        ,                                      ,                                ,                       ,                 ,                               ,                                                ,                 ,8                                           ,                    ,                                      ,                          ,                   ,                     ,                                         ,                          ,                 ,              ,                  ,                                  ,                                          ,26                            ,                            ,                 ,                  ,                ,                           ,                              ,                 ,                                           ,                                 ,                              ,                    ,                                                         ,                                                       ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,Total whole specimens = 64; Unidentifiabale fragments = 1; from ODP Leg 104 Sr Chapter 28 Table 1 p 504-507
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,M. diodon         ,P. clathratum ,104, 642,C, 14,H, 5,  55.00,    108.0500,Locker   ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                    ,                ,                                  ,                                 ,T                      ,2.0%                       ,                             ,25.0%                ,                   ,                     ,                     ,                     ,                   ,                        ,                         ,4.0%                   ,10.0%        ,T                    ,                    ,              ,                 ,                                         ,                                         ,                          ,                       ,                            ,+               ,37.0%                             ,                    ,                                      ,                   ,                                           ,                      ,18.0%                 ,T             ,                       ,                    ,                     ,                                                                    ,                     ,                          ,                           ,                                                           ,                                                ,                                               ,                                               ,               ,                   ,                 ,                       ,                           ,                               ,                                    ,                ,T                     ,                       ,                    ,                                     ,2.0%                   ,30.0%                ,                       ,                ,                             ,                                             ,                     ,                    ,                    ,                  ,                           ,                       ,                            ,                    ,9.0%              ,19.0%                            ,                                            ,+              ,                   ,                  ,               ,                             ,                    ,                                                            ,               ,                         ,                       ,              ,                   ,                     ,                                     ,                     ,                    ,                                ,                   ,                           ,                                  ,              ,                                                            ,                       ,                          ,                      ,                        ,                                      ,                                ,                       ,                 ,                               ,                                                ,                 ,                                            ,                    ,                                      ,                          ,                   ,                     ,                                         ,                          ,                 ,              ,                  ,3.0%                              ,30.0%                                     ,                              ,                            ,                 ,                  ,                ,                           ,+                             ,+                ,9.0%                                       ,                                 ,                              ,                    ,                                                         ,                                                       ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,from ODP 104 SR Chaper 30  Tables 1 & 2 p 550-553
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,M. diodon         ,P. clathratum ,104, 642,C, 15,H, 1,  66.00,    111.6600,Locker   ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                    ,                ,                                  ,                                 ,                       ,2.0%                       ,                             ,16.0%                ,                   ,                     ,                     ,                     ,                   ,                        ,                         ,4.0%                   ,9.0%         ,1.0%                 ,                    ,              ,                 ,                                         ,1.0%                                     ,                          ,                       ,                            ,T               ,17.0%                             ,                    ,                                      ,                   ,                                           ,+                     ,15.0%                 ,+             ,                       ,                    ,                     ,                                                                    ,                     ,                          ,                           ,                                                           ,                                                ,                                               ,                                               ,               ,                   ,                 ,                       ,                           ,                               ,                                    ,                ,2.0%                  ,                       ,                    ,                                     ,                       ,38.0%                ,                       ,                ,                             ,                                             ,                     ,                    ,                    ,                  ,                           ,                       ,2.0%                        ,                    ,10.0%             ,30.0%                            ,                                            ,T              ,                   ,                  ,               ,                             ,                    ,                                                            ,               ,                         ,                       ,              ,                   ,36.0%                ,                                     ,                     ,                    ,                                ,                   ,                           ,T                                 ,              ,                                                            ,                       ,                          ,                      ,                        ,                                      ,                                ,                       ,                 ,                               ,                                                ,                 ,                                            ,                    ,                                      ,                          ,cf                 ,                     ,                                         ,                          ,                 ,              ,+                 ,T                                 ,15.0%                                     ,                              ,                            ,                 ,                  ,1.0%            ,+                          ,                              ,                 ,                                           ,                                 ,                              ,                    ,                                                         ,                                                       ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,from ODP 104 SR Chaper 30  Tables 1 & 2 p 550-553
