Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data
342-U1404A-1H-1-A,342,U1404,A,1,1-1,H,1,A,0,150,0,1.5,,,,,7.5YR 5/3 (brown),,,,moderate [DB91],4,,7.5YR 5/2 (brown) near the bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1404A-1H-2-A,342,U1404,A,1,1-2,H,2,A,0,121,1.5,2.71,,,,,10YR 5/3 (brown),,nodule,manganese,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1404A-1H-3-A,342,U1404,A,1,1-3,H,3,A,0,63,2.71,3.34,,,,,7.5YR 5/2 (brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1404A-1H-3-A,342,U1404,A,1,1-3,H,3,A,63,99,3.34,3.7,,,,,7.5YR 5/2 (brown),,nodule,manganese,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1404A-1H-4-A,342,U1404,A,1,1-4,H,4,A,0,19,3.7,3.89,,,,,7.5YR 6/3 (light brown),,nodule,manganese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1404A-1H-4-A,342,U1404,A,1,1-4,H,4,A,19,44,3.89,4.14,,clay [Leg339],,clay ,7.5YR 6/3 (light brown),,,,slight [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1404A-1H-4-A,342,U1404,A,1,1-4,H,4,A,44,57,4.14,4.27,,clay [Leg339],,clay ,7.5YR 6/4 (light brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1404A-1H-4-A,342,U1404,A,1,1-4,H,4,A,57,83,4.27,4.53,,clay [Leg339],,clay ,10YR 5/3 (brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1404A-1H-CC-A,342,U1404,A,1,1-CC,H,CC,A,0,14,4.53,4.72,,clay [Leg339],,clay ,10YR 5/3 (brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1404A-2H-1-A,342,U1404,A,2,2-1,H,1,A,76,150,5.46,6.2,,clay [Leg339],,clay ,10YR 6/3 (pale brown),,nodule,manganese,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1404A-2H-1-A,342,U1404,A,2,2-1,H,1,A,128,140,5.98,6.1,,clay [Leg339],,clay ,,patch or bleb,,,,,,micro-Mn nodules,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1404A-2H-2-A,342,U1404,A,2,2-2,H,2,A,0,95,6.2,7.15,,clay [Leg339],,clay ,10YR 6/3 (pale brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1404A-2H-3-A,342,U1404,A,2,2-3,H,3,A,0,109,7.15,8.65,,clay [Leg339],,clay ,10YR 6/3 (pale brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1404A-2H-3-A,342,U1404,A,2,2-3,H,3,A,122,150,7.15,8.65,,clay [Leg339],,clay ,10YR 6/3 (pale brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1404A-2H-4-A,342,U1404,A,2,2-4,H,4,A,0,150,8.65,10.15,,clay [Leg339],,clay ,10YR 6/3 (pale brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1404A-2H-5-A,342,U1404,A,2,2-5,H,5,A,0,150,10.15,11.65,,clay [Leg339],,clay ,10YR 6/3 (pale brown),,,,moderate [DB91],4,,small Mn nodules near the top of the section,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1404A-2H-5-A,342,U1404,A,2,2-5,H,5,A,85,88,11,11.03,,,,,,layering,,,,,,silt 10YR 6/4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1404A-2H-5-A,342,U1404,A,2,2-5,H,5,A,109,150,11.24,11.65,,,,,,layering,,,,,,silt 10YR 6/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1404A-2H-6-A,342,U1404,A,2,2-6,H,6,A,0,104,11.65,12.74,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/3 (pale brown),,,,slight [DB91],3,,"well layered clay to silt 10YR 6/6 and dispersed patches of Mn micronodules

",,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
