leg,site,hole,core,section,top interval depth(cm),top of core depth(cm),top of section(m),sample midpoint depth(m),describer,rock name,piece numbers,texture data,structure data,alteration data,other information data,vesicle data,phenocryst data,groundmass mineral data,replacement mineral data,comments,unknown code
19,191,,15,CC,0.0,905.00,905.10,  905.10,"NATLAND, J.",THOLEIITIC BASALT,PCE NO PCE NUMBERS ASSIGNED,"NO GLASSY MATERIAL, VARIOLITIC",,comments: FAIRLY WELL ALTERED,"COLOR IS DARK GRAY (N3), FOR MORE INFORMATION REFER TO THE SITE 191 CHAPTER APPENDIX ""PETROGRAPHY OF BASALT"" IN THE INITIAL REPORTS",,,PYX | PLAG comments : PYX-PLAG HIGH ALUMINA BASALT,,,
19,191,,16,1,10.0,910.00,910.10,  911.50,"NATLAND, J.",THOLEIITIC BASALT,PCE NO PCE NUMBERS ASSIGNED,"VARIOLITIC, NO GLASSY MATERIAL",GREEN VEIN AT 10CM,,"DARK GRAY (N3), FOR MORE INFORMATION REFER TO THE SITE 191 CHAPTER APPENDIX ""PETROGRAPHY OF BASALT"" IN THE INITIAL REPORTS",,,PYX | PLAG comments : PYX-PLAG HIGH ALUMINA BASALT,,,
19,191,,16,CC,0.0,910.00,911.60,  911.60,"NATLAND, J.",THOLEIITIC BASALT,PCE NO PCE NUMBERS ASSIGNED,,,,"DARK GRAY, FOR MORE INFORMATION REFER TO THE SITE 191 CHAPTER APPENDIX ""PETROGRAPHY OF BASALT"" IN THE INITIAL REPORTS",,,PYX | PLAG comments : PYX-PLAG HIGH ALUMINA BASALT,,,
