Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
160, 969,A,Shipboard                ,       7.520,    0.260000,FO E. huxleyi
,,,,,,
160, 969,A,Shipboard                ,      11.350,    0.460000,Lo P. lacunosa
,,,,,,
160, 969,A,Shipboard                ,      17.860,    0.990000,FO Gephyrocapas sp. 3
,,,,,,
160, 969,A,Shipboard                ,      23.900,    1.250000,LO Gephyrocapsa >5.5 microns
,,,,,,
160, 969,A,Shipboard                ,      27.050,    1.500000,FO Gephyrocapsa >5.5 microns
,,,,,,
160, 969,A,Shipboard                ,      28.870,    1.620000,LO C. macintyrei
,,,,,,
160, 969,A,Shipboard                ,      29.600,    1.750000,FO G. oceanica s.l.
,,,,,,
160, 969,A,Shipboard                ,      34.250,    2.130000,FO G. inflata
,,,,,,
160, 969,A,Shipboard                ,      34.880,    1.990000,LO D. brouweri
,,,,,,
160, 969,A,Shipboard                ,      46.180,    2.510000,LO D. pentaradiatus
,,,,,,
160, 969,A,Shipboard                ,      55.140,    2.820000,LCO D. tamilis
,,,,,,
160, 969,A,Shipboard                ,      59.400,    3.220000,LO Sphaeroidinellopsis spp.
,,,,,,
160, 969,A,Shipboard                ,      64.490,    3.570000,LO G. puncticulata
,,,,,,
160, 969,A,Shipboard                ,      73.400,    3.850000,LO R. pseudoumbilicus
,,,,,,
160, 969,A,Shipboard                ,      74.710,    3.940000,LCO G. margaritae
,,,,,,
160, 969,A,Shipboard                ,      76.900,    4.110000,FCO D. asymmetricus
,,,,,,
160, 969,A,Shipboard                ,      84.300,    4.520000,FO G. puncticulata
,,,,,,
160, 969,A,Shipboard                ,      93.360,    5.100000,FCO G. margaritae
,,,,,,
