leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id,sample
28,267,A,1,1,70.0,72.0,4.00,4.71,18,"CHEN,P.H.",07/1975,28,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,446,RANTA0050,Antarctissa denticulata,COMMON,  ,1,14cc571498ea0712800ee971a06f3364,28-267A-1-1
28,267,A,1,1,70.0,72.0,4.00,4.71,18,"CHEN,P.H.",07/1975,28,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,446,RANTA0070,Antarctissa ewingi,COMMON,  ,1,951bc02da80918b1b373e095938bdbb8,28-267A-1-1
28,267,A,1,1,70.0,72.0,4.00,4.71,18,"CHEN,P.H.",07/1975,28,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,446,RANTA0090,Antarctissa longa,COMMON,  ,1,1d9007bd5c5c8d195d9e3fe9ab133262,28-267A-1-1
28,267,A,1,1,70.0,72.0,4.00,4.71,18,"CHEN,P.H.",07/1975,28,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,446,RANTA0110,Antarctissa strelkovi,PRESENT,  ,1,de970cc90dc798b6c656239bdd3203a7,28-267A-1-1
28,267,A,1,1,70.0,72.0,4.00,4.71,18,"CHEN,P.H.",07/1975,28,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,446,RCORU0040,Cornutella profunda,FEW,  ,1,27cc8056ac58b7cb2484bb809efe3d81,28-267A-1-1
28,267,A,1,1,70.0,72.0,4.00,4.71,18,"CHEN,P.H.",07/1975,28,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,446,RCYCL0010,Cycladophora davisiana,COMMON,  ,1,52ea8c395fb70431417216e33ff78423,28-267A-1-1
28,267,A,1,1,70.0,72.0,4.00,4.71,18,"CHEN,P.H.",07/1975,28,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,446,RCYRP0010,Cyrtopera languncula,FEW,  ,1,2a7958155adaaf78d79069899dcc88d0,28-267A-1-1
28,267,A,1,1,70.0,72.0,4.00,4.71,18,"CHEN,P.H.",07/1975,28,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,446,RDRUP0010,Druppatractus sp.,PRESENT,  ,1,27ee23cc5b43559002dffe0299978327,28-267A-1-1
28,267,A,1,1,70.0,72.0,4.00,4.71,18,"CHEN,P.H.",07/1975,28,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,446,RECHI0020,Echinomma delicatulum,PRESENT,  ,1,1c33c98654950463ca81860bc60d78ef,28-267A-1-1
28,267,A,1,1,70.0,72.0,4.00,4.71,18,"CHEN,P.H.",07/1975,28,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,446,RECHI0040,Echinomma popofskii,RARE,  ,1,267efddcfe2dc78912116419d0fde44b,28-267A-1-1
28,267,A,1,1,70.0,72.0,4.00,4.71,18,"CHEN,P.H.",07/1975,28,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,446,RLITE0040,Lithelius nautiloides,PRESENT,  ,2,080b8d0230449292c0de6fefd5091d84,28-267A-1-1
28,267,A,1,1,70.0,72.0,4.00,4.71,18,"CHEN,P.H.",07/1975,28,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,446,RMITR0010,Mitrocalpis araneafera,RARE,  ,2,96187c1344de0dcc061074edbeedb2ea,28-267A-1-1
28,267,A,1,1,70.0,72.0,4.00,4.71,18,"CHEN,P.H.",07/1975,28,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,446,RPERY0020,Peripyramis circumtexta,FEW,  ,2,48e110587bb514ea733eecd8de3f280c,28-267A-1-1
28,267,A,1,1,70.0,72.0,4.00,4.71,18,"CHEN,P.H.",07/1975,28,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,446,RPRUO0050,Prunopyle tetrapila,FEW,  ,2,35d78fc29bbcdf43080265975eb14efe,28-267A-1-1
