Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
121, 756,B,Initial Reports          ,       0.720,    1.900000,LO Discoaster brouweri
,,,,,,
121, 756,B,Initial Reports          ,       5.200,    3.500000,LO Reticulofenestra pseudoumbilica
,,,,,,
121, 756,B,Initial Reports          ,       8.250,    3.800000,FO Discoaster tamalis
,,,,,,
121, 756,B,Initial Reports          ,      35.200,    8.850000,LO Discoaster hamatus
,,,,,,
121, 756,B,Initial Reports          ,      38.050,   10.000000,FO Discoaster hamatus
,,,,,,
121, 756,B,Initial Reports          ,      46.100,   14.400000,LO Sphenolithus heteromorphus
,,,,,,
121, 756,B,Initial Reports          ,      55.500,   17.100000,FO Sphenolithus heteromorphus
,,,,,,
121, 756,B,Initial Reports          ,      74.200,   25.200001,LO Sphenolithus ciperoensis
,,,,,,
121, 756,B,Initial Reports          ,      95.500,   30.200001,FO Sphenolithus ciperoensis
,,,,,,
