Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
154, 928,C,Initial Reports          ,     105.220,    3.620000,T Sphenolithus spp.
,,,,,,
154, 928,C,Initial Reports          ,     109.550,    3.770000,T Reticulofenestra pseudoumbilicus
,,,,,,
154, 928,C,Initial Reports          ,     135.900,    5.040000,T Ceratolithus acutus
,,,,,,
154, 928,C,Initial Reports          ,     139.370,    5.340000,B Ceratolithus acutus
,,,,,,
154, 928,C,Initial Reports          ,     141.370,    5.560000,T Discoaster quinqueramus
,,,,,,
154, 928,C,Initial Reports          ,     149.480,    5.880000,T Amaurolithus amplificus
,,,,,,
154, 928,C,Initial Reports          ,     159.120,    6.500000,B Amaurolithus amplificus
,,,,,,
