Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Heterohelix planata	Heterohelix globulosa	Globigerinelloides multispinus	Globigerinelloides impensus	Archaeoglobigerina australis	Heterohelix dentata	Hedbergella monmouthensis	Schackoina multispinata	Rugotruncana circumnodifer	Hedbergella sliteri	Hedbergella holmdelensis	Globotruncanella havanensis	Archaeoglobigerina mateola	Guembelitria cretacea	Globotruncanella petaloidea	Globotruncana bulloides	Globigerinelloides subcarinatus	Abathomphalus mayaroensis	Gublerina robusta	Subbotina triloculinoides	Subbotina pseudobulloides	Subbotina fringa	Subbotina danica	Planorotalites sp. aff. P. compressus	Planorotalites imitatus	Planorotalites archeocompressus	Morozovella inconstans	Morozovella edita	Globoconusa daubjergensis	Chiloguembelinid  gen. et sp. indet <150 µm	Subbotina triangularis	Planorotalites compressus	Chiloguembelinid gen. et sp. indet >150 µm (mainly Ch. midwayensis)	Tenuitella reissi <150 µm	Subbotina patagonica/ayalai	Subbotina eocaenica	Planorotalites chapmani	Morozovella convexa	Acarinina praepentacamerata	Acarinina mckannai	Acarinina chascanona	Acarinina aquiensis	Globorotaloides spp.	Morozovella tadjikistanensis dianensis	Acarinina velascoensis	Acarinina subsphaerica	Acarinina nitida	Zeauvigerina spp.	Acarinina rotundimarginata	Planorotalites planoconicus	Morozovella marginodentata	Acarinina soldadoensis	Acarinina intermedia	Planorotalites australiformis	Morozovella nicoli ex. group (biconvex)	Acarinina sp. cf. A. primitiva	Subbotina pseudoeocaena compacta	Subbotina pseudoeocaena	Subbotina higginsi	Subbotina eocaenica irregularis	Subbotina bakeri	Planorotalites spp.	Planorotalites pseudoscitulus elongatus	Planorotalites pseudoscitulus	Globorotaloides sp. 1	Acarinina rugosoaculeata	Acarinina interposita	Acarinina esnaensis	Acarinina acarinata	Pseudohastigerina wilcoxensis	Pseudohastigerina micra	Globorotaloides sp. aff. G.suteri	Subbotina sp. aff. S.hornibrooki	Subbotina pseudoeocaena trilobata	Subbotina inaequispira	Subbotina crociapertura	Morozovella dolabrata	Globorotaloides turgida	Acarinina triplex	Acarinina pentacamerata	Subbotinid gen. et sp. indet (with abortive chambers.>400µm)	Subbotinid gen. et sp. indet (with abortive chambers)	Guembelitria spp. <150 µm	Acarinina sp. aff. mattseensis alticonica	Acarinina pseudotopilensis	Acarinina primitiva	Acarinina collactea	Acarinina appressocamerata	Morozovella broedermanni	Globigerinatheka senni	Acarinina spinuloinflata	Subbotina eocaena	Subbotina corpulenta	Pseudohastigerina sharkriverensis	Morozovella aragonensis	Acarinina praetopilensis	Acarinina bullbrooki/matthewsae	Subbotina ratusa	Pseudohastigerina danvillensis	Acarinina sp. cf. A.quadratoseptata	Acarinina rohri piparoensis	Catapsydrax taroubaensis	Acarinina sp. aff. A. hainesi	Morozovella crater	Cassigerinelloita amekiensis	Morozovella sp. cf. M. woodi	Morozovella sp. cf. M. crassata densa	Comment
  SR	Late Paleocene   	                 	P4                	              	114	 698	A	 10	R	 2	  14.00	     81.6400	Nocchi   	Planktonic Foraminifers                      	C              	M                 	                   	                     	                              	                           	                            	                   	                         	                       	                          	                   	                        	                           	                          	                     	                           	                       	                               	                         	                 	A                        	R                        	                	                	                                     	                       	                               	                      	                 	                         	                                           	                      	R                        	                                                                   	                         	                           	                   	                       	R                  	F                          	C                 	                    	                   	                    	R                                     	VR                    	R                     	C               	                 	                          	                           	                          	                      	                    	                             	                                       	                              	                                	                       	                  	                               	                	                   	                                       	                             	                     	                        	                     	                   	                   	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	from ODP Leg 114 SR Chapter 12 Table 2 p.238

  SR	Late Paleocene   	                 	P4                	              	114	 698	A	 10	R	CC	  15.00	     83.0000	Nocchi   	Planktonic Foraminifers                      	C              	M                 	                   	                     	                              	                           	                            	                   	                         	                       	                          	                   	                        	                           	                          	                     	                           	                       	                               	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	VR                                         	C                     	                         	                                                                   	F                        	                           	A                  	                       	                   	F                          	F                 	F                   	F                  	F                   	                                      	                      	                      	                	                 	                          	                           	                          	                      	                    	                             	                                       	                              	                                	                       	                  	                               	                	                   	                                       	                             	                     	                        	                     	                   	                   	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	from ODP Leg 114 SR Chapter 12 Table 2 p.238

  SR	Late Paleocene   	                 	P4                	              	114	 698	A	 11	R	CC	  10.00	     89.6000	Nocchi   	Planktonic Foraminifers                      	C              	P                 	                   	                     	                              	                           	                            	                   	                         	                       	                          	                   	                        	                           	                          	                     	                           	                       	                               	                         	                 	R                        	                         	                	                	                                     	                       	                               	                      	                 	                         	F                                          	C                     	                         	                                                                   	C                        	F                          	C                  	R                      	R                  	R                          	VR                	F                   	C                  	                    	                                      	                      	                      	                	                 	                          	                           	                          	                      	                    	                             	                                       	                              	                                	                       	                  	                               	                	                   	                                       	                             	                     	                        	                     	                   	                   	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	slight to medium etching of chambers is observed; Globorotaloides sp. 1 occurrence is doubtful; from ODP Leg 114 SR Chapter 12 Table 2 p.238

  SR	Paleocene        	                 	P1b               	P1c           	114	 698	A	 12	R	 1	 115.00	    100.1500	Nocchi   	Planktonic Foraminifers                      	C              	P                 	                   	                     	                              	                           	                            	                   	                         	                       	                          	                   	                        	                           	                          	                     	                           	                       	                               	                         	                 	F                        	F                        	R               	                	R                                    	                       	C                              	R                     	F                	A                        	                                           	C                     	C                        	C                                                                  	                         	                           	                   	                       	                   	                           	                  	                    	                   	                    	                                      	                      	                      	                	                 	                          	                           	                          	                      	                    	                             	                                       	                              	                                	                       	                  	                               	                	                   	                                       	                             	                     	                        	                     	                   	                   	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	from ODP Leg 114 SR Chapter 12 Table 2 p.238

  SR	Paleocene        	                 	P1b               	P1c           	114	 698	A	 13	R	CC	   0.00	    108.5000	Nocchi   	Planktonic Foraminifers                      	C              	P                 	                   	                     	                              	                           	                            	                   	                         	                       	                          	                   	                        	                           	                          	                     	                           	                       	                               	                         	                 	F                        	A                        	F               	F               	F                                    	C                      	R                              	F                     	F                	C                        	F                                          	                      	                         	                                                                   	                         	                           	                   	                       	                   	                           	                  	                    	                   	                    	                                      	                      	                      	                	                 	                          	                           	                          	                      	                    	                             	                                       	                              	                                	                       	                  	                               	                	                   	                                       	                             	                     	                        	                     	                   	                   	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	from ODP Leg 114 SR Chapter 12 Table 2 p.238

  SR	Maestrichtian    	                 	A. mayaroensis    	              	114	 698	A	 14	R	 1	   3.00	    118.0300	Huber    	Planktonic Foraminifers                      	A              	M                 	22                 	33                   	123                           	                           	26                          	14                 	                         	                       	5                         	18                 	                        	                           	1                         	                     	                           	                       	9                              	3                        	P                	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	                                           	                      	                         	                                                                   	                         	                           	                   	                       	                   	                           	                  	                    	                   	                    	                                      	                      	                      	                	                 	                          	                           	                          	                      	                    	                             	                                       	                              	                                	                       	                  	                               	                	                   	                                       	                             	                     	                        	                     	                   	                   	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	(fraction>150 micron) from ODP Leg 114 SR Chapter 13 Table 1 p.285

  SR	Maestrichtian    	                 	A. mayaroensis    	              	114	 698	A	 14	R	 1	   3.00	    118.0300	Huber    	Planktonic Foraminifers                      	A              	M                 	28                 	80                   	133                           	                           	4                           	20                 	1                        	                       	                          	P                  	                        	                           	                          	                     	                           	                       	19                             	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	                                           	                      	                         	                                                                   	                         	                           	                   	                       	                   	                           	                  	                    	                   	                    	                                      	                      	                      	                	                 	                          	                           	                          	                      	                    	                             	                                       	                              	                                	                       	                  	                               	                	                   	                                       	                             	                     	                        	                     	                   	                   	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	(fraction<150 micron) from ODP Leg 114 SR Chapter 13 Table 1 p.285

  SR	Maestrichtian    	                 	A. mayaroensis    	              	114	 698	A	 14	R	 1	  63.00	            	Huber    	Planktonic Foraminifers                      	A              	M                 	29                 	23                   	13                            	                           	11                          	3                  	                         	                       	12                        	6                  	                        	1                          	                          	                     	                           	                       	                               	34                       	P                	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	                                           	                      	                         	                                                                   	                         	                           	                   	                       	                   	                           	                  	                    	                   	                    	                                      	                      	                      	                	                 	                          	                           	                          	                      	                    	                             	                                       	                              	                                	                       	                  	                               	                	                   	                                       	                             	                     	                        	                     	                   	                   	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	(fraction>150 micron) from ODP Leg 114 SR Chapter 13 Table 1 p.285

  SR	Maestrichtian    	                 	A. mayaroensis    	              	114	 698	A	 14	R	 1	  63.00	            	Huber    	Planktonic Foraminifers                      	F              	M                 	14                 	102                  	27                            	                           	3                           	29                 	                         	                       	                          	P                  	                        	                           	                          	                     	                           	                       	4                              	2                        	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	                                           	                      	                         	                                                                   	                         	                           	                   	                       	                   	                           	                  	                    	                   	                    	                                      	                      	                      	                	                 	                          	                           	                          	                      	                    	                             	                                       	                              	                                	                       	                  	                               	                	                   	                                       	                             	                     	                        	                     	                   	                   	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	(fraction<150 micron) from ODP Leg 114 SR Chapter 13 Table 1 p.285

  SR	Maestrichtian    	                 	A. mayaroensis    	              	114	 698	A	 15	R	 1	  49.00	    127.9900	Huber    	Planktonic Foraminifers                      	A              	M                 	24                 	7                    	41                            	                           	25                          	                   	                         	                       	39                        	3                  	                        	                           	2                         	                     	                           	                       	2                              	10                       	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	                                           	                      	                         	                                                                   	                         	                           	                   	                       	                   	                           	                  	                    	                   	                    	                                      	                      	                      	                	                 	                          	                           	                          	                      	                    	                             	                                       	                              	                                	                       	                  	                               	                	                   	                                       	                             	                     	                        	                     	                   	                   	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	(fraction>150 micron) from ODP Leg 114 SR Chapter 13 Table 1 p.285

  SR	Maestrichtian    	                 	A. mayaroensis    	              	114	 698	A	 15	R	 1	  49.00	    127.9900	Huber    	Planktonic Foraminifers                      	F              	M                 	34                 	92                   	105                           	                           	4                           	14                 	                         	                       	                          	P                  	                        	                           	                          	                     	                           	                       	10                             	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	                                           	                      	                         	                                                                   	                         	                           	                   	                       	                   	                           	                  	                    	                   	                    	                                      	                      	                      	                	                 	                          	                           	                          	                      	                    	                             	                                       	                              	                                	                       	                  	                               	                	                   	                                       	                             	                     	                        	                     	                   	                   	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	(fraction<150 micron) from ODP Leg 114 SR Chapter 13 Table 1 p.285

  SR	Maestrichtian    	                 	A. mayaroensis    	              	114	 698	A	 16	R	 1	  67.00	    137.6700	Huber    	Planktonic Foraminifers                      	C              	M                 	27                 	30                   	49                            	                           	75                          	                   	                         	                       	24                        	6                  	                        	                           	9                         	                     	P                          	P                      	P                              	11                       	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	                                           	                      	                         	                                                                   	                         	                           	                   	                       	                   	                           	                  	                    	                   	                    	                                      	                      	                      	                	                 	                          	                           	                          	                      	                    	                             	                                       	                              	                                	                       	                  	                               	                	                   	                                       	                             	                     	                        	                     	                   	                   	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	(fraction>150 micron) from ODP Leg 114 SR Chapter 13 Table 1 p.285

  SR	Maestrichtian    	                 	A. mayaroensis    	              	114	 698	A	 16	R	 1	  67.00	    137.6700	Huber    	Planktonic Foraminifers                      	A              	M                 	58                 	81                   	61                            	                           	26                          	5                  	4                        	                       	1                         	2                  	                        	                           	2                         	                     	P                          	                       	P                              	2                        	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	                                           	                      	                         	                                                                   	                         	                           	                   	                       	                   	                           	                  	                    	                   	                    	                                      	                      	                      	                	                 	                          	                           	                          	                      	                    	                             	                                       	                              	                                	                       	                  	                               	                	                   	                                       	                             	                     	                        	                     	                   	                   	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	(fraction<150 micron) from ODP Leg 114 SR Chapter 13 Table 1 p.285

  SR	Maestrichtian    	                 	G. havanensis(Huber)	              	114	 698	A	 16	R	 2	  67.00	    139.1700	Huber    	Planktonic Foraminifers                      	A              	M                 	34                 	28                   	27                            	                           	74                          	8                  	                         	                       	13                        	27                 	                        	                           	42                        	                     	P                          	P                      	                               	9                        	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	                                           	                      	                         	                                                                   	                         	                           	                   	                       	                   	                           	                  	                    	                   	                    	                                      	                      	                      	                	                 	                          	                           	                          	                      	                    	                             	                                       	                              	                                	                       	                  	                               	                	                   	                                       	                             	                     	                        	                     	                   	                   	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	(fraction>150 micron) from ODP Leg 114 SR Chapter 13 Table 1 p.285

  SR	Maestrichtian    	                 	G. havanensis(Huber)	              	114	 698	A	 16	R	 2	  67.00	    139.1700	Huber    	Planktonic Foraminifers                      	A              	M                 	57                 	69                   	75                            	                           	30                          	5                  	9                        	                       	2                         	6                  	                        	                           	4                         	                     	P                          	P                      	1                              	2                        	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	                                           	                      	                         	                                                                   	                         	                           	                   	                       	                   	                           	                  	                    	                   	                    	                                      	                      	                      	                	                 	                          	                           	                          	                      	                    	                             	                                       	                              	                                	                       	                  	                               	                	                   	                                       	                             	                     	                        	                     	                   	                   	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	(fraction<150 micron) from ODP Leg 114 SR Chapter 13 Table 1 p.285

  SR	Maestrichtian    	                 	G. havanensis(Huber)	              	114	 698	A	 17	R	 1	  28.00	    146.7800	Huber    	Planktonic Foraminifers                      	A              	M                 	29                 	1                    	28                            	                           	130                         	                   	                         	                       	1                         	5                  	                        	                           	9                         	                     	                           	                       	                               	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	                                           	                      	                         	                                                                   	                         	                           	                   	                       	                   	                           	                  	                    	                   	                    	                                      	                      	                      	                	                 	                          	                           	                          	                      	                    	                             	                                       	                              	                                	                       	                  	                               	                	                   	                                       	                             	                     	                        	                     	                   	                   	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	(fraction>150 micron) from ODP Leg 114 SR Chapter 13 Table 1 p.285

  SR	Maestrichtian    	                 	G. havanensis(Huber)	              	114	 698	A	 17	R	 1	  28.00	    146.7800	Huber    	Planktonic Foraminifers                      	A              	M                 	33                 	60                   	73                            	                           	41                          	1                  	12                       	                       	P                         	P                  	P                       	                           	P                         	3                    	                           	                       	                               	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	                                           	                      	                         	                                                                   	                         	                           	                   	                       	                   	                           	                  	                    	                   	                    	                                      	                      	                      	                	                 	                          	                           	                          	                      	                    	                             	                                       	                              	                                	                       	                  	                               	                	                   	                                       	                             	                     	                        	                     	                   	                   	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	(fraction<150 micron) from ODP Leg 114 SR Chapter 13 Table 1 p.285

  SR	Maestrichtian    	                 	G. havanensis(Huber)	              	114	 698	A	 17	R	 2	  12.00	    148.1200	Huber    	Planktonic Foraminifers                      	A              	M                 	54                 	8                    	60                            	                           	123                         	                   	                         	                       	3                         	2                  	2                       	P                          	6                         	                     	                           	                       	                               	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	                                           	                      	                         	                                                                   	                         	                           	                   	                       	                   	                           	                  	                    	                   	                    	                                      	                      	                      	                	                 	                          	                           	                          	                      	                    	                             	                                       	                              	                                	                       	                  	                               	                	                   	                                       	                             	                     	                        	                     	                   	                   	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	(fraction>150 micron) from ODP Leg 114 SR Chapter 13 Table 1 p.285

  SR	Maestrichtian    	                 	G. havanensis(Huber)	              	114	 698	A	 17	R	 2	  12.00	    148.1200	Huber    	Planktonic Foraminifers                      	A              	M                 	37                 	99                   	59                            	                           	14                          	P                  	28                       	6                      	2                         	                   	2                       	P                          	1                         	                     	                           	                       	                               	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	                                           	                      	                         	                                                                   	                         	                           	                   	                       	                   	                           	                  	                    	                   	                    	                                      	                      	                      	                	                 	                          	                           	                          	                      	                    	                             	                                       	                              	                                	                       	                  	                               	                	                   	                                       	                             	                     	                        	                     	                   	                   	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	(fraction<150 micron) from ODP Leg 114 SR Chapter 13 Table 1 p.285

  SR	Campanian        	                 	G. impensus       	              	114	 698	A	 20	R	 1	  16.00	    175.1600	Huber    	Planktonic Foraminifers                      	R              	P                 	P                  	P                    	P                             	                           	P                           	P                  	P                        	                       	                          	                   	                        	                           	                          	                     	                           	                       	                               	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	                                           	                      	                         	                                                                   	                         	                           	                   	                       	                   	                           	                  	                    	                   	                    	                                      	                      	                      	                	                 	                          	                           	                          	                      	                    	                             	                                       	                              	                                	                       	                  	                               	                	                   	                                       	                             	                     	                        	                     	                   	                   	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	(fraction>63 micron) from ODP Leg 114 SR Chapter 13 Table 1 p.285

  SR	Campanian        	                 	G. impensus       	              	114	 698	A	 21	R	 1	  30.00	    181.3000	Huber    	Planktonic Foraminifers                      	F              	P                 	                   	P                    	                              	P                          	P                           	                   	                         	                       	                          	                   	                        	                           	                          	                     	                           	                       	                               	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	                                           	                      	                         	                                                                   	                         	                           	                   	                       	                   	                           	                  	                    	                   	                    	                                      	                      	                      	                	                 	                          	                           	                          	                      	                    	                             	                                       	                              	                                	                       	                  	                               	                	                   	                                       	                             	                     	                        	                     	                   	                   	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	G.bulloides occurrence is questionable; (fraction>63 micron) from ODP Leg 114 SR Chapter 13 Table 1 p.285

  SR	Campanian        	                 	G. impensus       	              	114	 698	A	 21	R	 2	  30.00	    182.8000	Huber    	Planktonic Foraminifers                      	R              	P                 	P                  	P                    	P                             	P                          	                            	                   	                         	                       	                          	                   	                        	                           	                          	                     	                           	                       	                               	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	                                           	                      	                         	                                                                   	                         	                           	                   	                       	                   	                           	                  	                    	                   	                    	                                      	                      	                      	                	                 	                          	                           	                          	                      	                    	                             	                                       	                              	                                	                       	                  	                               	                	                   	                                       	                             	                     	                        	                     	                   	                   	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	(fraction>63 micron) from ODP Leg 114 SR Chapter 13 Table 1 p.285

