leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
92,600,C,PLEISTOCENE,,0.0,6.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,  1.8,.9055,INITIAL CORE DESCRIPTIONS
92,600,C,LOWER PLIOCENE,,6.0,19.0,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,INITIAL CORE DESCRIPTIONS
