Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
133, 822,A,Post Moratorium          ,      28.800,    0.470000,LO Pseudoemiliania lacunosa
,,,,,,
133, 822,A,Post Moratorium          ,      54.800,    0.810000,LO Reticulofenestra sp. A
,,,,,,
133, 822,A,Post Moratorium          ,      77.800,    0.920000,FO Gephyrocapsa spp. C-D
,,,,,,
133, 822,A,Post Moratorium          ,     125.600,    1.100000,LO Gephyrocapsa spp. A-B
,,,,,,
133, 822,A,Post Moratorium          ,     220.000,    1.320000,LO Helicosphaera sellii
,,,,,,
133, 822,A,Post Moratorium          ,     301.500,    1.460000,LO Calcidiscus macintyrei
,,,,,,
133, 822,A,Post Moratorium          ,     333.400,    1.890000,LO Discoaster brouweri
,,,,,,
133, 822,A,Post Moratorium          ,     399.300,    2.340000,LO Discoaster pentaradiatus
,,,,,,
133, 822,A,Post Moratorium          ,     411.000,    2.410000,LO Discoaster surculus
,,,,,,
133, 822,A,Post Moratorium          ,     419.000,    2.600000,LO Discoaster tamalis
,,,,,,
