Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name [short],Abundance,Preservation,Mixing,Lychnocanoma turgidum,Theocyrtis perpumila n. sp.,Thyrsocyrtis orthotenes n. sp.,Lophocyrtis jacchia,Podocyrtis papalis,Cryptocarpium azyx,Thyrsocyrtis lochites,Dorcadospyris copelata n. sp.,Spongatractus pachystylus,Anthocyrtoma spp.,Calocycloma ampulla,Thyrsocyrtis bromia,Thyrsocyrtis tetracantha,Zygocircus cimelium,Rhopalocanium ornatum,Theocyrtis careotuberosa n. sp.,Dorcadospyris ombros n. sp.,Tristylospyris triceros,Theocotyllissa ficus,Dorcadospyris anastasis n. sp.,Dictyophimus craticula,Calocyclas turris,Podocyrtis goetheana,Podocyrtis chalara,Botryocella sp. gr.,Podocyrtis apeza,Thyrsocyrtis krooni,Dictyoprora pirum,Lithochytris vespertilio,Dictyoprora armadillo,Sethochytris triconiscus,Lithocyclia aristotelis gr.,Podocyrtis mitra,Lophocyrtis biaurita,Podocyrtis trachodes,Artophormis barbadensis,Podocyrtis ampla,Zealithapium mitra,Zealithapium anoectum,Cryptocarpium ornatum,Eusyringium lagena,Podocyrtis fasciolata,Zealithapium plegmacantha,Podocyrtis sinuosa,Dictyoprora mongolfieri,Podocyrtis diamesa,Podocyrtis phyxis,Spongatractus balbis,Eusyringium fistuligerum,Thyrsocyrtis tensa,Theocotyle venezuelensis,Theocotyle conica,Lamptonium fab. constrictum,Lamptonium fab. fabaeforme,Theocotyle cryptocephala,Periphaena tripyramis triangula,Thyrsocyrtis robusta,Thyrsocyrtis hirsuta,Lamptonium fab. chaunothorax,Periphaena delta,Theocorys anaclasta,Calocycloma castum,Thyrsocyrtis triacantha,Dicty mongolferi,Comments,File data,,eodp_id
320-U1332B-11H-CC-PAL-RADS,320,U1332,B,11,11-CC,H,CC,PAL,RADS,0,0,93.84,93.84,RP16,A,G,1,,R,R,,F,VR,,,,,R,,,,R,R,R,,,,,,,,,,R,,R,R,,R,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,,,,F,,POSS LAB CONTAMIN,,,a87a9aa975bdd34b11a3ab90eeab918c
320-U1332B-12H-CC-PAL-RADS,320,U1332,B,12,12-CC,H,CC,PAL,RADS,0,0,101.03,101.03,RP16,A,G,1,R,R,,,R,,,,R,,,,,R,R,R,R,,R,R,,,F,F,,R,R,,R,R,,,R,,,VR,,,,R,,,,,,,,,R,,,,,,,,VR,,,,,R,F,,,,,2d7e53e5159fbee1a0d0574c629d852b
320-U1332B-13H-CC-PAL-RADS,320,U1332,B,13,13-CC,H,CC,PAL,RADS,0,0,110.76,110.76,RP16,C,M,,,R,,,R,,,,R,,,,,R,R,R,R,,R,,,,,R,,R,,,R,,R,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,,,R,R,,,,,7caf89feeca74a1db1d517e377e16eda
320-U1332B-14X-CC-PAL-RADS,320,U1332,B,14,14-CC,X,CC,PAL,RADS,0,0,119.78,119.78,RP14,A,G,,R,,,,R,,,,R,,,,,R,,,,,,,R,,,,,,,,R,,R,,F,,R,,,R,,,,,,,,,,,R,,,,,,,,,,,,,R,R,,,,,82cfd382c83108e41d90ff2fb73e517d
320-U1332B-15X-CC-PAL-RADS,320,U1332,B,15,15-CC,X,CC,PAL,RADS,0,0,125.77,125.77,RP14,A,G,,R,R,,,R,,,,R,R,,,,,,,,,R,,R,,,,,,,,R,,,,F,,F,,R,,,,R,R,,,,,,,R,,,,,,,,,,,,,R,R,,,,,bae07c3a43d34e5b23dc8228938475a8
320-U1332B-16X-CC-PAL-RADS,320,U1332,B,16,16-CC,X,CC,PAL,RADS,0,0,125.34,125.34,RP14,A,G,,R,,,,R,,,,R,,,,,,R,,,,,,R,,,,,,,,R,,,,F,,F,,F,,,,R,R,R,R,R,,,,R,,,,,,,,,,,,,R,R,,,,,9b21903ac8eb097cc6f400d60e939aa3
320-U1332B-17X-CC-PAL-RADS,320,U1332,B,17,17-CC,X,CC,PAL,RADS,0,0,135.06,135.06,RP12,A,G,,,,,,R,,,,R,,,,,R,R,,,,R,,R,,,,,,,,R,,,,-,,-,,-,,,,F,-,R,R,-,R,,,-,,-,,,,,,,,,,,R,R,,,,,01763dda5def4b81b4886d42f3b8d088
320-U1332B-18X-CC-PAL-RADS,320,U1332,B,18,18-CC,X,CC,PAL,RADS,0,0,146.21,146.21,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3193fddec9008fce814f5ddac8a95f64
