Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name [short],Abundance,Preservation,Mixing,Diartus petterssoni,Cyrtocapsella japonica,Lithopera neotera,Calocycletta robusta,Stichocorys armata,Acrocubus octopylus,Didymocyrtis mammifera,Liriospyris parkerae,Calocycletta caepa,Eucyrtidium diaphanes,Didymocyrtis violina,Calocycletta costata,Calocycletta virginis,Carpocanopsis bramlettei,Didymocyrtis tubaria,Dorcadospyris dentata,Dorcadospyris forcipata,Liriospyris stauropora,Dorcadospyris alata,Carpocanopsis cingulata,Lychnocanoma elongata,Didymocyrtis prismatica,Didymocyrtis laticonus,Carpocanopsis cristata,Lithopera renzae,Dorcadospyris scambos n. sp.,Dorcadospyris ateuchus,Stichocorys wolffii,Dorcadospyris simplex s.s.,Dorcadospyris praeforcipata,Calocycletta serrata,Stichocorys delmontensis,Lophocyrtis pegetrum,Theocyrtis annosa,Lophocyrtis leptetrum,Eucyrtidium mitodes n. sp.,Cyrtocapsella cornuta,Cyrtocapsella tetrapera,Artophormis gracilis,Anthocyrtidium  marieae,Didymocyrtis bassanii,Dorcadospyris cyclacantha n. sp.,Dorcadospyris riedeli,Dorcadospyris circulus,Dorcadospyris papilio,Liriospyris longicornuta,Eucyrtidium plesiodiaphanes,Theocyrtis setanios,Theocorys puriri,Lychnocanoma apodora,Comments,File data,eodp_id
320-U1333C-1H-CC-PAL-RADS,320,U1333,C,1,1-CC,H,CC,PAL,RADS,0,0,1.6,1.6,RN2,C,M,,,,,R,,,,,,R,,,vR,,,,,,,R,R,R,,,,R,,,,,R,,,-,R,,F,R,,,R,,,,,,,,,,,,70c88aab216de3dfff2472eba4d0b9e3
320-U1333C-2H-CC-PAL-RADS,320,U1333,C,2,2-CC,H,CC,PAL,RADS,0,0,11.58,11.58,RN1,C,M,,,,,F,,,,,,R,,,,,R,,,,,R,F,R,,,,R,R,,,R,,,R,R,,,F,R,,,R,,,,,,,,,,,,8f0da31fb1752abd03df359502dd01e5
320-U1333C-3H-CC-PAL-RADS,320,U1333,C,3,3-CC,H,CC,PAL,RADS,0,0,21.05,21.05,RP22,C,M,,,,,F,,,,,,-,,,,,R,,,,,,R,R,,,,R,R,,,R,,,R,R,,R,-,-,R,,,,,,,,,,,,,,c5af0e4599f5d06103f36f60d93e6ab5
320-U1333C-4H-CC-PAL-RADS,320,U1333,C,4,4-CC,H,CC,PAL,RADS,0,0,30.59,30.59,RP21,C,M,,,,,F,,,,,,,,,,,R,,,,,,-,R,,,,vR,R,,,R,,,R,R,,R,,,R,,,,,,R,,,,,,,,23fde61b0fefa4b7bf97715511770f51
320-U1333C-5H-CC-PAL-RADS,320,U1333,C,5,5-CC,H,CC,PAL,RADS,0,0,39.86,39.86,RP21,C,M,,,,,-,,,,,,,,,,,,,,,,,,R,,,,,R,,,-,,,R,R,,R,,,R,,,,R,,-,,,,,,,,a5f87e2e8f301034e1ba0db3af029d36
320-U1333C-6H-CC-PAL-RADS,320,U1333,C,6,6-CC,H,CC,PAL,RADS,0,0,49.63,49.63,RP21,C,M,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,R,R,,R,,,R,,,,,vR,,,R,,,,,,6850bc5b07cf15ac1d8c02889a1c284a
