Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name [short],Abundance,Preservation,Mixing,Lychnocanoma turgidum,Theocyrtis perpumila n. sp.,Thyrsocyrtis orthotenes n. sp.,Lophocyrtis jacchia,Podocyrtis papalis,Cryptocarpium azyx,Thyrsocyrtis lochites,Dorcadospyris copelata n. sp.,Spongatractus pachystylus,Anthocyrtoma spp.,Calocycloma ampulla,Thyrsocyrtis bromia,Thyrsocyrtis tetracantha,Zygocircus cimelium,Rhopalocanium ornatum,Theocyrtis careotuberosa n. sp.,Dorcadospyris ombros n. sp.,Tristylospyris triceros,Theocotyllissa ficus,Dorcadospyris anastasis n. sp.,Dictyophimus craticula,Calocyclas turris,Podocyrtis goetheana,Podocyrtis chalara,Botryocella sp. gr.,Podocyrtis apeza,Thyrsocyrtis krooni,Dictyoprora pirum,Lithochytris vespertilio,Dictyoprora armadillo,Sethochytris triconiscus,Lithocyclia aristotelis gr.,Podocyrtis mitra,Lophocyrtis biaurita,Podocyrtis trachodes,Artophormis barbadensis,Podocyrtis ampla,Zealithapium mitra,Zealithapium anoectum,Cryptocarpium ornatum,Eusyringium lagena,Podocyrtis fasciolata,Zealithapium plegmacantha,Podocyrtis sinuosa,Dictyoprora mongolfieri,Podocyrtis diamesa,Podocyrtis phyxis,Spongatractus balbis,Eusyringium fistuligerum,Thyrsocyrtis tensa,Theocotyle venezuelensis,Theocotyle conica,Lamptonium fab. constrictum,Lamptonium fab. fabaeforme,Theocotyle cryptocephala,Periphaena tripyramis triangula,Thyrsocyrtis robusta,Thyrsocyrtis hirsuta,Lamptonium fab. chaunothorax,Periphaena delta,Theocorys anaclasta,Calocycloma castum,Thyrsocyrtis triacantha,Dicty mongolferi,Comments,File data,,eodp_id
320-U1332C-13H-CC-PAL-RADS,320,U1332,C,13,13-CC,H,CC,PAL,RADS,0,0,114.08,114.08,RP15,,,,R,R,R,,,,,,R,R,,,,,R,,,,R,,,,,F,,,,,,,,,VR,-,,,,,,R,R,,,,,,,,R,,,,,,,,,,,,,,R,,,,,70191079e16fe22efcd7c312b2ec4473
320-U1332C-14X-CC-PAL-RADS,320,U1332,C,14,14-CC,X,CC,PAL,RADS,0,0,119.69,119.69,RP14,A,G,,R,R,,,R,,,,R,,,,,,R,,,,,,,,,,,,,,R,,R,,R,,R,,,VR,,,VR,,,,VR,,,,R,,,,,,,,,,,,,R,R,,,,,69e2113620b6e3b163f0a27e52504a5c
320-U1332C-15X-CC-PAL-RADS,320,U1332,C,15,15-CC,X,CC,PAL,RADS,0,0,127.38,127.38,RP14,A,G,,R,R,,,R,,,,R,,,,,,R,,,,R,,,,,,,,,,R,,,,R,,F,,R,,,,,,,R,R,,,,R,,,,,,,,,,,,,,R,,,,,3f1d21f879ed6b05b13765fb76655cb4
320-U1332C-16X-CC-PAL-RADS,320,U1332,C,16,16-CC,X,CC,PAL,RADS,0,0,134.64,134.64,RP13,A,G,,,,,,R,,,,R,,,,,,R,,,,R,,,,,,,,,,R,,,,R,,,,R,,,,R,,R,R,,R,VR,,R,,,,,,,,,,,,,,R,,,,,07f5a5494ec4bcef21852b380485c608
320-U1332C-17X-CC-PAL-RADS,320,U1332,C,17,17-CC,X,CC,PAL,RADS,0,0,139.91,139.91,RP12,A,G,,,,,,R,,,,R,,,,,,R,,,,R,,R,,,,,,,,R,,,,,,,,R,,,,R,,R,R,,R,VR,,VR,,,,,,,,,,,,,R,R,,,,,3136dd1c95e779c84839d31db13d7b53
320-U1332C-18X-CC,320,U1332,C,18,18-CC,X,CC,,,0,0,146.9,146.9,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a8c573b03f30f43fdc66773a1b55c6a
