Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Saccate pollen,Nothofagus pollen,other pollen,spores,fungal spores
318-U1356A-43R-CC-PAL-PALY-PALYA,318,U1356,A,43,43-CC,R,CC,PAL,PALY-PALYA,0,0,404.84,404.84,T [Default],B [Default],B [Default],T [Default],B [Default]
318-U1356A-44R-CC-PAL-PALY-PALYA,318,U1356,A,44,44-CC,R,CC,PAL,PALY-PALYA,0,0,412.55,412.55,T [Default],B [Default],B [Default],T [Default],B [Default]
318-U1356A-45R-CC-PAL-PALY-PALYA,318,U1356,A,45,45-CC,R,CC,PAL,PALY-PALYA,0,0,422.27,422.27,T [Default],B [Default],T [Default],T [Default],B [Default]
318-U1356A-46R-CC-PAL-PALY-PALYA,318,U1356,A,46,46-CC,R,CC,PAL,PALY-PALYA,0,0,434.66,434.66,T [Default],B [Default],T [Default],F [Default],B [Default]
318-U1356A-47R-CC-PAL-PALY-PALYA,318,U1356,A,47,47-CC,R,CC,PAL,PALY-PALYA,0,0,445.99,445.99,T [Default],B [Default],B [Default],B [Default],B [Default]
318-U1356A-48R-CC-PAL-PALY-PALYA,318,U1356,A,48,48-CC,R,CC,PAL,PALY-PALYA,0,0,453.98,453.98,T [Default],T [Default],T [Default],T [Default],B [Default]
318-U1356A-49R-CC-PAL-PALY-PALYA,318,U1356,A,49,49-CC,R,CC,PAL,PALY-PALYA,0,0,460.05,460.05,T [Default],T [Default],T [Default],T [Default],B [Default]
318-U1356A-50R-CC-PAL-PALY-PALYA,318,U1356,A,50,50-CC,R,CC,PAL,PALY-PALYA,0,0,469.865,469.865,T [Default],B [Default],T [Default],F [Default],B [Default]
318-U1356A-51R-CC-PAL-PALY,318,U1356,A,51,51-CC,R,CC,PAL,PALY,0,0,481.05,481.05,T [Default],B [Default],T [Default],T [Default],B [Default]
318-U1356A-52R-CC-PAL-PALY-PALYA,318,U1356,A,52,52-CC,R,CC,PAL,PALY-PALYA,0,0,488.36,488.36,T [Default],B [Default],T [Default],T [Default],T [Default]
318-U1356A-53R-CC-PAL-PALY-PALYA,318,U1356,A,53,53-CC,R,CC,PAL,PALY-PALYA,0,0,500.205,500.205,T [Default],B [Default],T [Default],T [Default],T [Default]
318-U1356A-54R-CC-PAL-PALY-PALYA,318,U1356,A,54,54-CC,R,CC,PAL,PALY-PALYA,0,0,511.33,511.33,T [Default],B [Default],T [Default],T [Default],T [Default]
318-U1356A-55R-CC-PAL-PALY-PALYA,318,U1356,A,55,55-CC,R,CC,PAL,PALY-PALYA,0,0,519.11,519.11,T [Default],B [Default],B [Default],T [Default],B [Default]
318-U1356A-56R-CC-PAL-PALY-PALYA,318,U1356,A,56,56-CC,R,CC,PAL,PALY-PALYA,0,0,526.84,526.84,T [Default],B [Default],T [Default],F [Default],T [Default]
318-U1356A-57R-CC-PAL-PALY-PALYA,318,U1356,A,57,57-CC,R,CC,PAL,PALY-PALYA,0,0,538.13,538.13,T [Default],T [Default],T [Default],T [Default],B [Default]
318-U1356A-58R-CC-PAL-PALY-PALYA,318,U1356,A,58,58-CC,R,CC,PAL,PALY-PALYA,0,0,546.24,546.24,T [Default],T [Default],T [Default],T [Default],B [Default]
318-U1356A-59R-CC-PAL-PALY-PALYB,318,U1356,A,59,59-CC,R,CC,PAL,PALY-PALYB,0,0,556.69,556.69,T [Default],B [Default],B [Default],T [Default],B [Default]
318-U1356A-60R-1-W 59/61-PALY-PALYA,318,U1356,A,60,60-1,R,1,W,59/61-PALY-PALYA,0,0,565.19,565.19,T [Default],T [Default],T [Default],F [Default],B [Default]
318-U1356A-60R-CC-PAL-PALY-PALYA,318,U1356,A,60,60-CC,R,CC,PAL,PALY-PALYA,0,0,566.38,566.38,F [Default],F [Default],F [Default],T [Default],B [Default]
318-U1356A-61R-CC-PAL-PALY-PALYA,318,U1356,A,61,61-CC,R,CC,PAL,PALY-PALYA,0,0,574.33,574.33,T [Default],B [Default],B [Default],T [Default],B [Default]
318-U1356A-62R-CC-PAL-PALY-PALYA,318,U1356,A,62,62-CC,R,CC,PAL,PALY-PALYA,0,0,584.12,584.12,T [Default],B [Default],B [Default],T [Default],B [Default]
318-U1356A-63R-CC-PAL-PALY-PALYA,318,U1356,A,63,63-CC,R,CC,PAL,PALY-PALYA,0,0,598.055,598.055,F [Default],B [Default],T [Default],F [Default],B [Default]
318-U1356A-64R-CC-PAL-PALY-PALYA,318,U1356,A,64,64-CC,R,CC,PAL,PALY-PALYA,0,0,607.055,607.055,F [Default],B [Default],B [Default],B [Default],B [Default]
318-U1356A-65R-CC-PAL-PALY-PALYA,318,U1356,A,65,65-CC,R,CC,PAL,PALY-PALYA,0,0,612.68,612.68,F [Default],B [Default],T [Default],F [Default],T [Default]
318-U1356A-66R-CC-PAL-PALY-PALYA,318,U1356,A,66,66-CC,R,CC,PAL,PALY-PALYA,0,0,625.33,625.33,F [Default],B [Default],B [Default],T [Default],B [Default]
318-U1356A-67R-CC-PAL-PALY-PALYA,318,U1356,A,67,67-CC,R,CC,PAL,PALY-PALYA,0,0,634.23,634.23,B [Default],B [Default],B [Default],B [Default],B [Default]
318-U1356A-68R-CC-PAL-PALY-PALYA,318,U1356,A,68,68-CC,R,CC,PAL,PALY-PALYA,0,0,649.14,649.14,T [Default],B [Default],T [Default],T [Default],B [Default]
318-U1356A-69R-CC-PAL-PALY-PALYA,318,U1356,A,69,69-CC,R,CC,PAL,PALY-PALYA,0,0,659.01,659.01,F [Default],B [Default],B [Default],T [Default],B [Default]
318-U1356A-70R-CC-PAL-PALY,318,U1356,A,70,70-CC,R,CC,PAL,PALY,0,0,666.03,666.03,T [Default],B [Default],B [Default],T [Default],B [Default]
318-U1356A-71R-CC-PAL-PALY-PALYA,318,U1356,A,71,71-CC,R,CC,PAL,PALY-PALYA,0,0,678.3,678.3,T [Default],B [Default],T [Default],F [Default],B [Default]
318-U1356A-72R-CC-PAL-PALY-PALYB,318,U1356,A,72,72-CC,R,CC,PAL,PALY-PALYB,0,0,687.8,687.8,T [Default],B [Default],T [Default],T [Default],B [Default]
318-U1356A-73R-CC-PAL-PALY,318,U1356,A,73,73-CC,R,CC,PAL,PALY,0,0,695.76,695.76,B [Default],B [Default],B [Default],T [Default],B [Default]
318-U1356A-74R-CC-PAL-PALY,318,U1356,A,74,74-CC,R,CC,PAL,PALY,0,0,699.14,699.14,T [Default],B [Default],B [Default],T [Default],B [Default]
318-U1356A-75R-CC-PAL-PALY-PALYA,318,U1356,A,75,75-CC,R,CC,PAL,PALY-PALYA,0,0,713.91,713.91,T [Default],T [Default],T [Default],T [Default],B [Default]
318-U1356A-76R-5-W 87/88-PALY-PALYA,318,U1356,A,76,76-5,R,5,W,87/88-PALY-PALYA,0,0,724.44,724.44,T [Default],B [Default],B [Default],B [Default],B [Default]
318-U1356A-76R-CC-PAL-PALY-PALYA,318,U1356,A,76,76-CC,R,CC,PAL,PALY-PALYA,0,0,725.6,725.6,T [Default],B [Default],B [Default],T [Default],B [Default]
318-U1356A-77R-CC-PAL-PALY-PALYA,318,U1356,A,77,77-CC,R,CC,PAL,PALY-PALYA,0,0,728.305,728.305,T [Default],B [Default],B [Default],T [Default],B [Default]
318-U1356A-78R-CC-PAL-PALY-PALYA,318,U1356,A,78,78-CC,R,CC,PAL,PALY-PALYA,0,0,744.08,744.08,T [Default],B [Default],B [Default],T [Default],B [Default]
318-U1356A-79R-CC-PAL-PALY-PALYA,318,U1356,A,79,79-CC,R,CC,PAL,PALY-PALYA,0,0,755.42,755.42,T [Default],B [Default],T [Default],T [Default],B [Default]
318-U1356A-82R-CC-PAL-PALY-PALYA,318,U1356,A,82,82-CC,R,CC,PAL,PALY-PALYA,0,0,783.37,783.37,T [Default],B [Default],T [Default],F [Default],T [Default]
318-U1356A-83R-CC-PAL-PALY-PALYA,318,U1356,A,83,83-CC,R,CC,PAL,PALY-PALYA,0,0,785.95,785.95,F [Default],B [Default],T [Default],F [Default],T [Default]
318-U1356A-84R-CC-PAL-PALY-PALYA,318,U1356,A,84,84-CC,R,CC,PAL,PALY-PALYA,0,0,804.38,804.38,F [Default],T [Default],F [Default],C [Default],T [Default]
318-U1356A-85R-CC-PAL-PALY,318,U1356,A,85,85-CC,R,CC,PAL,PALY,0,0,811.29,811.29,T [Default],B [Default],T [Default],F [Default],T [Default]
318-U1356A-86R-CC-PAL-PALY-PALYA,318,U1356,A,86,86-CC,R,CC,PAL,PALY-PALYA,0,0,822.49,822.49,F [Default],B [Default],T [Default],T [Default],B [Default]
318-U1356A-87R-CC-PAL-PALY-PALYA,318,U1356,A,87,87-CC,R,CC,PAL,PALY-PALYA,0,0,833.15,833.15,T [Default],B [Default],B [Default],T [Default],B [Default]
318-U1356A-88R-CC-PAL-PALY-PALYA,318,U1356,A,88,88-CC,R,CC,PAL,PALY-PALYA,0,0,836.06,836.06,T [Default],B [Default],B [Default],T [Default],B [Default]
318-U1356A-89R-CC-PAL-PALY-PALYA,318,U1356,A,89,89-CC,R,CC,PAL,PALY-PALYA,0,0,849.41,849.41,F [Default],F [Default],F [Default],F [Default],B [Default]
318-U1356A-91R-1-W 32/34-PALY-PALYA,318,U1356,A,91,91-1,R,1,W,32/34-PALY-PALYA,0,0,862.62,862.62,C [Default],F [Default],C [Default],C [Default],B [Default]
318-U1356A-91R-7-W 64/65-PALY-PALYA,318,U1356,A,91,91-7,R,7,W,64/65-PALY-PALYA,0,0,869.75,869.75,F [Default],F [Default],F [Default],F [Default],B [Default]
318-U1356A-91R-CC-PAL-PALY-PALYA,318,U1356,A,91,91-CC,R,CC,PAL,PALY-PALYA,0,0,870.02,870.02,C [Default],T [Default],C [Default],C [Default],B [Default]
318-U1356A-92R-3-W 40/41-PALY-PALYA,318,U1356,A,92,92-3,R,3,W,40/41-PALY-PALYA,0,0,874.425,874.425,F [Default],T [Default],F [Default],F [Default],B [Default]
318-U1356A-93R-1-W 15/17-PALY-PALYA,318,U1356,A,93,93-1,R,1,W,15/17-PALY-PALYA,0,0,876.75,876.75,C [Default],B [Default],T [Default],T [Default],B [Default]
318-U1356A-93R-CC-PAL-PALY,318,U1356,A,93,93-CC,R,CC,PAL,PALY,0,0,880.69,880.69,C [Default],F [Default],C [Default],C [Default],B [Default]
318-U1356A-94R-3-W,318,U1356,A,94,94-3,R,3,W,,0,0,884.31,884.31,A [Default],T [Default],C [Default],C [Default],B [Default]
318-U1356A-94R-CC-PAL-PALY-PALYA,318,U1356,A,94,94-CC,R,CC,PAL,PALY-PALYA,0,0,886.89,886.89,C [Default],F [Default],C [Default],C [Default],B [Default]
318-U1356A-95R-1-W 97/100-PALY-PALYA,318,U1356,A,95,95-1,R,1,W,97/100-PALY-PALYA,0,1,891.97,891.98,T [Default],B [Default],T [Default],T [Default],B [Default]
318-U1356A-95R-3-W 25/26-PALY-PALYA,318,U1356,A,95,95-3,R,3,W,25/26-PALY-PALYA,0,0,894.11,894.11,T [Default],B [Default],T [Default],T [Default],B [Default]
318-U1356A-95R-CC-PAL-PALY-PALYA,318,U1356,A,95,95-CC,R,CC,PAL,PALY-PALYA,0,0,895.665,895.665,C [Default],T [Default],F [Default],F [Default],B [Default]
318-U1356A-96R-CC-PAL-PALY,318,U1356,A,96,96-CC,R,CC,PAL,PALY,0,0,900.95,900.95,F [Default],F [Default],F [Default],F [Default],B [Default]
318-U1356A-97R-CC-PAL-PALY-PALYA,318,U1356,A,97,97-CC,R,CC,PAL,PALY-PALYA,0,0,911.68,911.68,F [Default],F [Default],F [Default],F [Default],B [Default]
318-U1356A-98R-1-W 33/34-PALY,318,U1356,A,98,98-1,R,1,W,33/34-PALY,0,0,920.13,920.13,F [Default],F [Default],F [Default],F [Default],B [Default]
318-U1356A-99R-CC-PAL-PALY-PALYA,318,U1356,A,99,99-CC,R,CC,PAL,PALY-PALYA,0,0,933.475,933.475,F [Default],F [Default],F [Default],F [Default],B [Default]
318-U1356A-100R-1-W 75/76-PALY-PALYB,318,U1356,A,100,100-1,R,1,W,75/76-PALY-PALYB,0,0,939.85,939.85,F [Default],F [Default],F [Default],F [Default],B [Default]
318-U1356A-101R-CC-PAL-PALY-PALYA,318,U1356,A,101,101-CC,R,CC,PAL,PALY-PALYA,0,0,951.92,951.92,F [Default],B [Default],F [Default],F [Default],B [Default]
318-U1356A-102R-CC-PAL-PALY-PALYA,318,U1356,A,102,102-CC,R,CC,PAL,PALY-PALYA,0,0,959.15,959.15,F [Default],B [Default],F [Default],F [Default],B [Default]
318-U1356A-103R-CC-PAL-PALY-PALYA,318,U1356,A,103,103-CC,R,CC,PAL,PALY-PALYA,0,0,973.8,973.8,F [Default],B [Default],F [Default],F [Default],B [Default]
318-U1356A-104R-CC-PAL-PALY-PALYA,318,U1356,A,104,104-CC,R,CC,PAL,PALY-PALYA,0,0,985.58,985.58,F [Default],B [Default],F [Default],F [Default],B [Default]
318-U1356A-105R-CC-PAL-PALY-PALYA,318,U1356,A,105,105-CC,R,CC,PAL,PALY-PALYA,0,0,995.27,995.27,F [Default],B [Default],F [Default],F [Default],B [Default]
318-U1356A-106R-CC-PAL-PALY-PALYA,318,U1356,A,106,106-CC,R,CC,PAL,PALY-PALYA,0,0,1000.03,1000.03,F [Default],B [Default],F [Default],F [Default],B [Default]
