Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Saccate pollen,Nothofagus pollen,other pollen,spores,fungal spores
318-U1356A-1R-CC-PAL-PALY-PALYA,318,U1356,A,1,1-CC,R,CC,PAL,PALY-PALYA,0,1,4.55,4.56,C [Default],B [Default],T [Default],C [Default],F [Default]
318-U1356A-2R-CC-PAL-PALY-PALYB,318,U1356,A,2,2-CC,R,CC,PAL,PALY-PALYB,0,1,19.05,19.06,B [Default],B [Default],B [Default],B [Default],B [Default]
318-U1356A-3R-CC-PAL-PALY-PALYB,318,U1356,A,3,3-CC,R,CC,PAL,PALY-PALYB,0,1,19.75,19.76,B [Default],B [Default],B [Default],B [Default],B [Default]
318-U1356A-4R-CC-PAL-PALY-PALYB,318,U1356,A,4,4-CC,R,CC,PAL,PALY-PALYB,0,1,28.34,28.35,B [Default],B [Default],B [Default],B [Default],B [Default]
318-U1356A-5R-CC-PAL-PALY-PALYB,318,U1356,A,5,5-CC,R,CC,PAL,PALY-PALYB,0,1,37.83,37.84,T [Default],B [Default],B [Default],T [Default],B [Default]
318-U1356A-6R-CC-PAL-PALY-PALYB,318,U1356,A,6,6-CC,R,CC,PAL,PALY-PALYB,0,1,47.32,47.33,T [Default],B [Default],F [Default],T [Default],B [Default]
318-U1356A-9R-CC-PAL-PALY-PALYB,318,U1356,A,9,9-CC,R,CC,PAL,PALY-PALYB,0,0,76.21,76.21,T [Default],B [Default],B [Default],T [Default],B [Default]
318-U1356A-10R-CC-PAL-PALY-PALYA,318,U1356,A,10,10-CC,R,CC,PAL,PALY-PALYA,0,0,85.85,85.85,F [Default],T [Default],F [Default],F [Default],T [Default]
318-U1356A-11R-CC-PAL-PALY-PALYA,318,U1356,A,11,11-CC,R,CC,PAL,PALY-PALYA,0,0,98.61,98.61,C [Default],T [Default],T [Default],T [Default],T [Default]
318-U1356A-12R-CC-PAL-PALY-PALYA,318,U1356,A,12,12-CC,R,CC,PAL,PALY-PALYA,0,0,109.28,109.28,T [Default],B [Default],B [Default],B [Default],B [Default]
318-U1356A-14R-CC-PAL-PALY-PALYA,318,U1356,A,14,14-CC,R,CC,PAL,PALY-PALYA,0,0,130.65,130.65,F [Default],T [Default],F [Default],F [Default],T [Default]
318-U1356A-18R-CC-PAL-PALY-PALYA,318,U1356,A,18,18-CC,R,CC,PAL,PALY-PALYA,0,0,166.23,166.23,T [Default],B [Default],T [Default],T [Default],B [Default]
318-U1356A-19R-CC-PAL-PALY-PALYA,318,U1356,A,19,19-CC,R,CC,PAL,PALY-PALYA,0,0,179.68,179.68,T [Default],B [Default],B [Default],T [Default],B [Default]
318-U1356A-21R-CC-PAL-PALY-PALYA,318,U1356,A,21,21-CC,R,CC,PAL,PALY-PALYA,0,0,193.79,193.79,F [Default],B [Default],T [Default],F [Default],B [Default]
318-U1356A-23R-CC-PAL-PALY-PALYA,318,U1356,A,23,23-CC,R,CC,PAL,PALY-PALYA,0,0,212.015,212.015,B [Default],B [Default],B [Default],T [Default],B [Default]
318-U1356A-26R-CC-PAL-PALY-PALYA,318,U1356,A,26,26-CC,R,CC,PAL,PALY-PALYA,0,0,239.955,239.955,T [Default],B [Default],T [Default],F [Default],T [Default]
318-U1356A-29R-CC-PAL-PALY-PALYB,318,U1356,A,29,29-CC,R,CC,PAL,PALY-PALYB,0,0,268.18,268.18,F [Default],B [Default],T [Default],F [Default],B [Default]
318-U1356A-31R-CC-PAL-PALY-PALYA,318,U1356,A,31,31-CC,R,CC,PAL,PALY-PALYA,0,0,287.06,287.06,F [Default],B [Default],B [Default],T [Default],B [Default]
318-U1356A-33R-CC-PAL-PALY-PALYB,318,U1356,A,33,33-CC,R,CC,PAL,PALY-PALYB,0,0,307.64,307.64,T [Default],B [Default],B [Default],T [Default],B [Default]
318-U1356A-35R-CC-PAL-PALY-PALYA,318,U1356,A,35,35-CC,R,CC,PAL,PALY-PALYA,0,0,331.44,331.44,T [Default],B [Default],T [Default],T [Default],B [Default]
318-U1356A-37R-CC-PAL-PALY-PALYA,318,U1356,A,37,37-CC,R,CC,PAL,PALY-PALYA,0,0,344.8,344.8,T [Default],B [Default],B [Default],T [Default],B [Default]
318-U1356A-39R-CC-PAL-PALY-PALYA,318,U1356,A,39,39-CC,R,CC,PAL,PALY-PALYA,0,0,366.24,366.24,T [Default],B [Default],B [Default],T [Default],B [Default]
318-U1356A-40R-CC-PAL-PALY-PALYA,318,U1356,A,40,40-CC,R,CC,PAL,PALY-PALYA,0,0,375.655,375.655,T [Default],B [Default],B [Default],T [Default],B [Default]
318-U1356A-42R-CC-PAL-PALY-PALYA,318,U1356,A,42,42-CC,R,CC,PAL,PALY-PALYA,0,0,394.41,394.41,T [Default],B [Default],B [Default],T [Default],B [Default]
