Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name [short],Abundance,Preservation,Mixing,Diartus petterssoni,Cyrtocapsella japonica,Lithopera neotera,Calocycletta robusta,Stichocorys armata,Acrocubus octopylus,Didymocyrtis mammifera,Liriospyris parkerae,Calocycletta caepa,Eucyrtidium diaphanes,Didymocyrtis violina,Calocycletta costata,Calocycletta virginis,Carpocanopsis bramlettei,Didymocyrtis tubaria,Dorcadospyris dentata,Dorcadospyris forcipata,Liriospyris stauropora,Dorcadospyris alata,Carpocanopsis cingulata,Lychnocanoma elongata,Didymocyrtis prismatica,Didymocyrtis laticonus,Carpocanopsis cristata,Lithopera renzae,Dorcadospyris scambos n. sp.,Dorcadospyris ateuchus,Stichocorys wolffii,Dorcadospyris simplex s.s.,Dorcadospyris praeforcipata,Calocycletta serrata,Stichocorys delmontensis,Lophocyrtis pegetrum,Theocyrtis annosa,Lophocyrtis leptetrum,Eucyrtidium mitodes n. sp.,Cyrtocapsella cornuta,Cyrtocapsella tetrapera,Artophormis gracilis,Anthocyrtidium  marieae,Didymocyrtis bassanii,Dorcadospyris cyclacantha n. sp.,Dorcadospyris riedeli,Dorcadospyris circulus,Dorcadospyris papilio,Liriospyris longicornuta,Lychnocanoma apodora,Theocorys puriri,Comments,File data,
320-U1332B-1H-CC-PAL-RADS,320,U1332,B,1,1-CC,H,CC,PAL,RADS,0,0,2.05,2.05,,R,P,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1332B-2H-CC-PAL-RADS,320,U1332,B,2,2-CC,H,CC,PAL,RADS,0,0,12.09,12.09,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1332B-3H-CC-PAL-RADS,320,U1332,B,3,3-CC,H,CC,PAL,RADS,0,0,19.97,19.97,RN1,,,,,,,R,,,,,,R,,,,R,R,,,,,R,R,R,,,,R,R,,,,,,,R,,R,,,,,R,,,,,,,,,,
320-U1332B-4H-CC-PAL-RADS,320,U1332,B,4,4-CC,H,CC,PAL,RADS,0,0,29.61,29.61,RP21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,R,R,,R,,,R,,,,R,R,,,,,,,
