leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
40,362,,PLEISTOCENE,,36.0,45.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,  1.8,.9055,DSDP INITIAL REPORTS
40,362,,PLEISTOCENE,UPPER PLIOCENE,45.5,102.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.011,  3.4,1.706,DSDP INITIAL REPORTS
40,362,,PLEISTOCENE,MIDDLE PLIOCENE,102.5,131.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.011,    4,2.006,DSDP INITIAL REPORTS
40,362,,UPPER PLIOCENE,LOWER PLIOCENE,131.0,159.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  1.8,    5,  3.4,DSDP INITIAL REPORTS
40,362,,LOWER PLIOCENE,,159.5,169.0,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
40,362,,UPPER MIOCENE,,178.5,454.0,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
40,362,,MIDDLE MIOCENE,,463.5,558.5,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
40,362,,MIDDLE MIOCENE,LOWER MIOCENE,577.5,606.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 10.5, 22.5, 16.5,DSDP INITIAL REPORTS
40,362,,LOWER MIOCENE,,615.5,710.5,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
40,362,,LOWER MIOCENE,UPPER OLIGOCENE,729.5,796.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   16,   30,   23,DSDP INITIAL REPORTS
40,362,,UPPER OLIGOCENE,,796.0,805.5,,NO AGE GIVEN,,NO AGE GIVEN, 22.5,   30,26.25,DSDP INITIAL REPORTS
