leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id,sample
74,526,B,1,1,0.0,150.0,6.30,6.30,7.80,DF, SANDY NANNOFOSSIL FORAMINIFERAL OOZE, PALE ORANGE," MOTTLING,BURROWS",,,,,, SOFT, 00000000,28bf3dfe59b916beeca9e5b00f3d888a,74-526B-1-1
74,526,B,1,CC,0.0,18.0,6.30,7.90,7.98,DF, SANDY NANNOFOSSIL FORAMINIFERAL OOZE, PALE ORANGE," MOTTLING,BURROWS",,,,,, SOFT, 00000000,c8ee37f0d576b1922b1cadb6a9c92ea5,74-526B-1-CC
74,526,B,3,1,0.0,150.0,15.10,15.10,16.60,DF, NANNOFOSSIL OOZE, WHITE,, GREATLY DEFORMED,,,,, SOFT, 00000000,bc8001b78e50ef4d79c9625286d4a104,74-526B-3-1
74,526,B,3,2,0.0,150.0,15.10,16.60,18.10,DF, NANNOFOSSIL FORAMINIFERAL OOZE,," BANDING,BURROWS,BEDDING", MODERATELY DEFORMED,,,,, SOFT, 00000000,9c2a1ff2127f9ed17e42f05cc9697b62,74-526B-3-2
74,526,B,3,3,0.0,67.0,15.10,18.10,18.77,DF, NANNOFOSSIL FORAMINIFERAL OOZE, WHITE,, MODERATELY DEFORMED,,,,, SOFT, 00000000,390508e15dcd30d1aacb59131e9f8384,74-526B-3-3
74,526,B,3,CC,0.0,25.0,15.10,18.90,19.05,DF, NANNOFOSSIL FORAMINIFERAL OOZE, WHITE,, MODERATELY DEFORMED,,,,, SOFT, 00000000,3e83c65c5edcb95c7ed72216197a848e,74-526B-3-CC
74,526,B,4,1,0.0,150.0,19.50,19.50,21.00,DF, NANNOFOSSIL FORAMINIFERAL OOZE, WHITE, LAMINAE, GREATLY DEFORMED,,,,, SOFT, 00000000,e32196de50d75ab209e3f1b6047e4ee0,74-526B-4-1
74,526,B,4,2,0.0,133.0,19.50,21.00,22.33,DF, NANNOFOSSIL FORAMINIFERAL OOZE, WHITE, LAMINAE, GREATLY DEFORMED,,,,, SOFT, 00000000,2f358a7ccfa254c9b8ce8ff7535c017a,74-526B-4-2
74,526,B,4,CC,0.0,30.0,19.50,22.72,22.92,DF, NANNOFOSSIL FORAMINIFERAL OOZE, WHITE, LAMINAE, GREATLY DEFORMED,,,,, SOFT, 00000000,6269e1175682e189ac8a0bd98f2c50ae,74-526B-4-CC
74,526,B,5,1,0.0,150.0,23.90,23.90,25.40,DF, NANNOFOSSIL FORAMINIFERAL OOZE, WHITE,, MODERATELY DEFORMED,,,,, SOFT, 00000000,f3ff131dc9dc525f7095da8332a6e22f,74-526B-5-1
74,526,B,5,2,0.0,150.0,23.90,25.40,26.90,DF, NANNOFOSSIL FORAMINIFERAL OOZE, WHITE, LAMINAE, GREATLY TO MODERATELY DEFORMED,,,,, SOFT, 00000000,95b9ce8329654ee6cfec2963d28641e3,74-526B-5-2
74,526,B,5,3,0.0,150.0,23.90,26.90,28.40,DF, NANNOFOSSIL FORAMINIFERAL OOZE, WHITE," BURROWS,LAMINAE", MODERATELY DEFORMED,,,,, SOFT, 11111210.1221,138186c52c2ec04ad30ad48619f98b9d,74-526B-5-3
