Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
113, 690,C,Initial Reports          ,     219.900,   62.650002,LO Morozovella inconstans (PF)
,,,,,,
113, 690,C,Initial Reports          ,     227.750,   62.900002,LO Globoconusa daubjergensis (PF)
,,,,,,
113, 690,C,Initial Reports          ,     232.750,   63.750000,FO Morozovella trinidadensis (PF)
,,,,,,
113, 690,C,Initial Reports          ,     239.700,   65.000000,FO Chiasmolithus danicus (N)
,,,,,,
113, 690,C,Initial Reports          ,     247.700,   66.000000,FO Cruciplacolithus tenuis (N)
,,,,,,
113, 690,C,Initial Reports          ,     249.400,   66.400002,K/T boundary (N)
,,,,,,
