leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
105,645,F,001,Hydraulic (Advanced) Piston Core,01,ZIM,000,,,039,,,detricarbonate clayey mud (0-15cm); detricarbonate silty mud (15-39cm),"dark yellowish brown (0-15cm) grading to pale brown (15-39cm), black granules, brown dropstone (39cm)",10yr 4/4 (0-15cm) grading to 10yr 6/3 (15-39cm),"alternating silt/clay laminae (11-25cm), color banding (11-25cm), dropstone (39cm)",moderately disturbed (0-15cm),limestone dropstone 1 cm across (39cm),,,"sharp lower contact, scattered black granules",,,H,70.45800,-64.65483,0000.00,0,39
105,645,F,001,Hydraulic (Advanced) Piston Core,01,ZIM,039,,,053,,,detricarbonate silty clay,gray,10yr 5/1,"isolated layers of crs-grained sand and soft clay granules ~5cm thick (cycles), dropstone (39cm)",,dropstone 1 cm across of brown limestone (39cm),,,sharp upper and lower contact,,,H,70.45800,-64.65483,0000.00,39,53
105,645,F,001,Hydraulic (Advanced) Piston Core,01,ZIM,053,,,150,,,detricarbonate clayey silt (53-69cm) grading into detricarbonate silty clay (69-102cm);  void (102-150cm),"light brownish gray (53-69) grading to gray (69-76cm) grading to olive gray (76-102cm), red dropstone (63cm)",10yr 6/2 (53-69cm) to 2.5y n5/ (69-76cm) to 5y 5/2 (76-102cm),"transitional color banding (69-82cm), fine sand laminae (69-82cm), dropstones (56,63cm)",,"sandstone & quartzite dropstones to 1 cm across (56cm, 63cm)",,,sharp upper contact,,,H,70.45800,-64.65483,0000.00,53,150
105,645,F,001,Hydraulic (Advanced) Piston Core,02,ZIM,000,,,033,,,void with 5cm dropstone (0-11cm);  silty mud (11-33cm),banding of grayish brown and olive gray on 1-5cm scale,10yr 5/2 banded with 5y 5/2 on 1-5cm scale,"color banding, series of thin graded layers, possible bioturbation?, dropstones (6-11,33cm)",,"5 cm limestone dropstone (6-11,33cm)",,,"some clay granule layers may be bioturbation, thin graded layers are probable turbidite sequence",,,H,70.45800,-64.65483,0001.50,150,183
105,645,F,001,Hydraulic (Advanced) Piston Core,02,ZIM,033,,,078,,,silty mud,olive gray with a band of very pale brown at 71-73cm,5y 5/2 with a band of 10yr 7/3 at 71-73cm,"vague mottling or disrupted banding, dropstones (33,70cm)",,"dropstones up 1cm across (quartz at 33cm, limestone at 70cm)",,,,,,H,70.45800,-64.65483,0001.50,183,228
105,645,F,001,Hydraulic (Advanced) Piston Core,02,ZIM,078,,,107,,,detricarbonate sandy mud,yellowish brown (78-97cm) grading to olive gray with grayish brown mottles (97-107cm),10yr 5/4 (78-97cm) to 5y 4/2 with 2.5y 5/2 mottles(97-107cm),"mottling or vague banding (97-107cm), laminae (78-81cm)",,,,,,,,H,70.45800,-64.65483,0001.50,228,257
105,645,F,001,Hydraulic (Advanced) Piston Core,02,ZIM,107,,,140,,,detricarbonate silty clay,olive gray to gray with light brown clay granules,5y 5/2 to 5y 5/1,,,,,,light brown clay granules 1-2mm across,,,H,70.45800,-64.65483,0001.50,257,290
105,645,F,001,Hydraulic (Advanced) Piston Core,02,ZIM,140,,,150,,,interstitial water sample,,,,,,,,,,,H,70.45800,-64.65483,0001.50,290,300
105,645,F,001,Hydraulic (Advanced) Piston Core,03,ZIM,000,,,045,,,detricarbonate silty clay,gray to dark gray (0-30cm) banding with olive gray (30-45cm),5y 5/1 to 5y 4/1 (0-30cm) banding with 5y 5/2 (30-45cm),"vague color banding (30-45cm), fining-upward sequence (35-45cm)",,,,,scattered soft clay granules,,,H,70.45800,-64.65483,0003.00,300,345
105,645,F,001,Hydraulic (Advanced) Piston Core,03,ZIM,045,,,089,,,detricarbonate silty mud,"olive gray (45-79cm) grading to dark grayish brown (79-89cm), a pale yellow layer at 54cm","5y 5/2 (45-79cm) to 2.5y 4/2 (79-89cm),2.5y 7/4 band at 54cm","suggestion of color banding (50-65cm), crs to fine laminae to 1 cm thick (50-65cm), dropstone (48cm)",,dropstone at 48cm,,,,,,H,70.45800,-64.65483,0003.00,345,389
