leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id
9,76,A,1,1,0.0,25.0,9.10,9.10,9.35,, TURBIDITES, DARK YELLOW BROWN,, INTENSELY DISTURBED,,," COARSE FRACTION O F SAND TO PEBBLE SIZE CARBONATE FRAGS OF CORALS BRYO ZOANS,PELECYPODS,FORAMS AND UNIDENTIFIED FRAGS(UP TO 2 CM IN MAX DIAMETER",, SOFT, 33239000,f87315928ead977bc4b22b773f13f2bf
9,76,A,1,1,25.0,35.0,9.10,9.35,9.45,, NANNO OOZE, 10YR7/4-GRAYISH ORANGE,, HIGHLY DISTU RBED,,,,, SOFT, 00000000,ccba8627b571ddd05551355fe246f91b
9,76,A,1,1,35.0,40.0,9.10,9.45,9.50,, PHILLIPSITE CLAY MUD, 5YR2/2-DUSKY BROWN,, HIGHLY DISTURBED,,,,, SOFT, 00000000,a9586fe9dc8c0b4cfcb9c9de6f2d0d98
9,76,A,1,1,40.0,56.0,9.10,9.50,9.66,, NANNO OOZE, 10YR7/4-GRAYISH ORANGE,,,,,,, SOFT, 11111210,a0d7352ce0a208d3c7e73ce0ae8ec4dc
9,76,A,1,1,56.0,120.0,9.10,9.66,10.30,, TURBIDITE," 10YR4/2-DARK YELLOW BROWN,5YR2/2-DUSKY BROWN", 82-85 CM DUSKY BROWN PHILLIPSITE CLAY MUD, INTENSELY DISTURBED,,,,, SOFT, 00000000,06beb3d67f8cf8a4ae5b971edafbd4c8
9,76,A,1,1,120.0,141.0,9.10,10.30,10.51,, NANNO OOZE, 10YR7/4-GRAYISH ORANGE,,,,,,, SOFT, 00000000,1dc864d7a93ff659d52f9d5877ad55c2
9,76,A,1,1,141.0,150.0,9.10,10.51,10.60,, TURBIDITE, 10YR4/2-DARK YELLOW BROWN,, INTENSELY DISTURBED,,,,, SOFT, 00000000,76c268325be3d048efa61ef7ca97d566
9,76,A,1,2,0.0,100.0,9.10,10.60,11.60,, ARGILLACEOUS PHILLIPSITE NANNO OOZE," 10YR5/4-MODE RATE YELLOW BROWN,5YR2/2-DUSKY BROWN", 63-65 CM DUSK Y BROWN PHILLIPSITE CLAY STREAK, VERY BADLY DISTURB ED,,,,,, 00000000,5590e858b972a4f41dbae3ce15e64246
9,76,A,1,2,100.0,110.0,9.10,11.60,11.70,, LIMESTONE,, LIMESTONE CLASTS UP TO 5 CM DIAMETER ( CONSTITUENTS NOT IDENT), BADLY DISTURBED,,,,, WELL LIT HIFIED, 00000000,8b540013cf9c452d1247f65ddc90bbea
9,76,A,1,2,110.0,150.0,9.10,11.70,12.10,, ARGILLACEOUS PHILLPSITE NANNO OOZE, 10YR5/4-MODER ATE YELLOW BROWN,, VERY BADLY DISTURBED,,,,,, 00000000,a3338c42c94680c4d7fca972890782fe
