Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Valvulineria peruensis,Pseudoparrella sandiegoensis,Nonionoides basispinatus,Nonionella auris,Fursenkoina glabra,Buliminella subfusiformis,Buliminella elegantissima,Bolivinellina pacifica,Bolivinellina humilis,Bolivina vaughani,Bolivina costata,Pseudoparrella subperuviana,Cassidulina pulchella,Cancris inflatus,Cancris carmenensis,Virgulinella spp.,Valvulineria inflata,Uvigerina peregrina,Trifarina carinata,Trifarina angulosa,Suggrunda eckisi,Stainforthia sp.,Nonionella stella,Nonionella sp.,Gyroidina sp.,Globobulimina sp.,Epistominella pacifica,Epistominella obesa,Epistominella bradyana,Cassidulina tumida,Cassidulina subglobosa,Cassidulina sp. cf. C. auka,Cassidulina sp.,Cassidulina cushmani,Cancris auricula,Buliminella curta,Bulimina marginata,Bulimina denudata,Brizalina spissa,Brizalina interjuncta,Brizalina alata,Bolivinellina seminuda,Bolivina sp.,Bolivina seminuda humilis,Bolivina salvadorensis,Bolivina plicata,Uvigerina striata,Uvigerina semitrigona,Textularia sp.,Takayanagia delicata,Gyroidina rothwelli,Epistominella afueraensis,Cassidulina detierraensis,Angulogerina carinata bradyana,Bulimina montereyana,Bolivinita minuta,Valvulineria inaequalis,Pullenia subcarinata,Bulimina patagonica,Buliminella curta var. basispinata,Bulimina exilis tenuata,Brizalina interjuncta bicostata,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,1,H,1,87.00,0.8700,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,1,                  ,                         ,                         ,                      ,                     ,                 ,22,                           ,                     ,                ,                   ,0,0,0,0,0,7,7,5,0,0,0,4,41,10,5,0,0,0,0,15,10,0,0,0,0,2,0,0,209,0,62,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=6; Pteropods=0;Total BenForams=402; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,1,H,1,131.00,1.3100,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,8,                  ,                         ,                         ,                      ,                     ,                 ,19,                           ,                     ,                ,                   ,0,0,0,0,0,4,20,11,0,0,0,0,45,0,8,0,0,0,0,2,4,0,0,0,0,6,0,0,219,0,14,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=7; Pteropods=0;Total BenForams=361; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,1,H,2,14.00,1.6400,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,19,                  ,                         ,                         ,                      ,                     ,                 ,20,                           ,                     ,                ,                   ,0,0,0,0,0,9,3,24,0,0,1,0,89,0,20,0,0,0,0,1,2,0,0,0,0,2,0,0,266,0,3,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=26; Pteropods=3;Total BenForams=459; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,1,H,2,29.00,1.7900,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,3,                  ,                         ,                         ,                      ,                     ,                 ,13,                           ,                     ,                ,                   ,0,0,0,0,0,2,8,0,0,0,1,0,11,4,0,0,0,0,0,12,2,0,0,0,0,2,0,0,151,0,31,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=5; Pteropods=0;Total BenForams=240; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,1,H,2,54.00,2.0400,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,0,                  ,                         ,                         ,                      ,                     ,                 ,2,                           ,                     ,                ,                   ,0,1,0,0,0,0,0,0,0,0,0,0,5,72,0,2,0,0,0,37,14,0,0,0,0,0,0,0,93,0,256,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=0; Pteropods=0;Total BenForams=482; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,1,H,2,91.00,2.4100,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,0,                  ,                         ,                         ,                      ,                     ,                 ,2,                           ,                     ,                ,                   ,0,4,0,0,26,0,0,0,0,0,0,2,0,52,6,0,110,0,0,0,1,0,0,0,0,0,0,0,1,0,66,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=0; Pteropods=0;Total BenForams=270; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,1,H,3,23.00,3.2300,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,0,                  ,                         ,                         ,                      ,                     ,                 ,5,                           ,                     ,                ,                   ,0,0,0,0,5,6,7,1,0,0,0,0,0,236,12,0,20,0,0,2,0,0,0,0,1,0,0,0,17,0,25,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=11; Pteropods=0;Total BenForams=337; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,1,H,3,48.00,3.4800,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,0,                  ,                         ,                         ,                      ,                     ,                 ,2,                           ,                     ,                ,                   ,0,2,0,0,0,0,13,44,3,1,1,25,0,83,63,0,4,0,0,0,2,0,0,0,0,0,0,0,201,0,14,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=34; Pteropods=0;Total BenForams=458; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,112,680,B,1,H,3,67.00,3.6700,Resig    ,Benthic Foraminifers                         ,               ,                  ,T                     ,                            ,                        ,3,17,                         ,7,1,53,                 ,1,14,3,T               ,                   ,                 ,                    ,                   ,                  ,                  ,                ,                ,                 ,              ,             ,                 ,                      ,                   ,                      ,                  ,                      ,                           ,               ,                    ,                ,                 ,                  ,                 ,                ,                     ,               ,                      ,            ,                         ,                      ,T               ,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,T                   ,T                ,                       ,                    ,                   ,T                                 ,T                      ,T                              ,count=663 from ODP Leg 112 SR Chapter 16 Table 2 p 270
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,1,H,3,73.00,3.7300,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,0,                  ,                         ,                         ,                      ,                     ,                 ,5,                           ,                     ,                ,                   ,0,3,0,0,0,0,5,18,0,0,1,2,0,82,9,0,0,0,0,0,10,0,0,0,0,0,0,0,278,0,9,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=12; Pteropods=0;Total BenForams=423; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,1,H,3,123.00,4.2300,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,2,                  ,                         ,                         ,                      ,                     ,                 ,6,                           ,                     ,                ,                   ,0,2,0,0,0,0,9,11,0,0,2,0,0,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=8; Pteropods=0;Total BenForams=273; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,1,H,4,43.00,4.9300,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,1,                  ,                         ,                         ,                      ,                     ,                 ,14,                           ,                     ,                ,                   ,0,3,0,0,0,1,2,21,0,0,4,1,0,26,12,0,0,0,0,1,14,0,0,0,1,0,0,0,307,0,24,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=8; Pteropods=0;Total BenForams=432; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,1,H,4,73.00,5.2300,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,0,                  ,                         ,                         ,                      ,                     ,                 ,25,                           ,                     ,                ,                   ,0,0,0,0,0,7,0,8,0,0,4,0,0,21,2,0,0,0,0,0,9,0,1,0,0,0,0,0,270,0,9,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=3; Pteropods=0;Total BenForams=358; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,112,680,B,1,H,CC,17.00,5.5000,Resig    ,Benthic Foraminifers                         ,               ,                  ,T                     ,                            ,                        ,1,9,2,3,9,60,                 ,1,3,2,T               ,T                  ,                 ,                    ,                   ,                  ,                  ,5,                ,                 ,              ,             ,                 ,                      ,                   ,                      ,                  ,                      ,                           ,               ,                    ,                ,                 ,                  ,                 ,                ,                     ,               ,                      ,            ,                         ,                      ,2,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,3,T                ,                       ,                    ,                   ,                                  ,                       ,                               ,count=315 from ODP Leg 112 SR Chapter 16 Table 2 p 270
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,2,H,1,23.00,5.7300,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,0,                  ,                         ,                         ,                      ,                     ,                 ,9,                           ,                     ,                ,                   ,0,0,0,0,0,2,0,7,0,1,10,0,0,20,3,0,0,0,0,1,30,0,0,0,0,1,0,0,278,0,30,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=1; Pteropods=0;Total BenForams=392; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,2,H,1,73.00,6.2300,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,0,                  ,                         ,                         ,                      ,                     ,                 ,3,                           ,                     ,                ,                   ,0,0,0,0,0,1,0,6,0,1,3,0,0,77,1,0,0,0,0,3,13,0,0,0,0,3,0,0,133,0,83,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=2; Pteropods=0;Total BenForams=327; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,2,H,1,98.00,6.4800,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,2,                  ,                         ,                         ,                      ,                     ,                 ,34,                           ,                     ,                ,                   ,0,18,0,0,0,1,0,3,6,0,6,0,0,32,15,0,0,0,0,1,13,0,0,0,0,0,0,0,262,0,10,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=2; Pteropods=0;Total BenForams=403; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,2,H,1,123.00,6.7300,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,0,                  ,                         ,                         ,                      ,                     ,                 ,5,                           ,                     ,                ,                   ,0,1,0,0,0,0,0,20,1,1,0,0,0,8,4,0,0,0,0,0,1,0,0,0,1,0,0,0,77,0,13,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=0; Pteropods=0;Total BenForams=132; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,2,H,1,138.00,6.8800,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,5,                  ,                         ,                         ,                      ,                     ,                 ,17,                           ,                     ,                ,                   ,0,3,0,0,0,3,0,29,1,7,0,0,0,93,27,0,0,0,0,5,16,0,0,0,0,11,0,0,72,0,65,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=3; Pteropods=0;Total BenForams=355; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,2,H,2,23.00,7.2300,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,0,                  ,                         ,                         ,                      ,                     ,                 ,93,                           ,                     ,                ,                   ,0,4,0,0,3,0,0,0,0,7,2,0,0,92,3,0,0,0,0,7,7,0,0,0,0,0,0,0,253,0,202,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=0; Pteropods=0;Total BenForams=673; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,2,H,2,48.00,7.4800,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,18,                  ,                         ,                         ,                      ,                     ,                 ,177,                           ,                     ,                ,                   ,0,5,0,0,0,0,0,4,0,0,0,0,0,10,5,0,0,0,0,2,0,0,0,0,0,0,0,0,176,0,3,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=0; Pteropods=0;Total BenForams=400; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,2,H,2,98.00,7.9800,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,5,                  ,                         ,                         ,                      ,                     ,                 ,42,                           ,                     ,                ,                   ,0,16,0,0,1,0,0,12,2,0,0,0,0,4,14,0,0,0,0,4,0,0,0,0,0,0,0,0,397,0,5,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=4; Pteropods=0;Total BenForams=502; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,2,H,2,135.00,8.3500,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,39,                  ,                         ,                         ,                      ,                     ,                 ,69,                           ,                     ,                ,                   ,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,0,1,0,0,0,0,0,0,0,0,0,0,217,0,0,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=91; Pteropods=41;Total BenForams=340; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,2,H,3,40.00,8.9000,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,68,                  ,                         ,                         ,                      ,                     ,                 ,138,                           ,                     ,                ,                   ,4,0,0,0,0,0,0,4,0,0,0,0,0,1,11,0,0,0,1,0,0,0,0,0,0,0,0,0,345,0,0,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=252; Pteropods=88;Total BenForams=572; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,112,680,B,2,H,3,60.00,9.1000,Resig    ,Benthic Foraminifers                         ,               ,                  ,2,                            ,                        ,37,23,                         ,T                        ,T                     ,30,                 ,7,T                          ,T                    ,                ,                   ,                 ,                    ,                   ,                  ,                  ,                ,                ,                 ,              ,             ,                 ,                      ,                   ,                      ,                  ,                      ,                           ,               ,                    ,                ,                 ,                  ,                 ,                ,                     ,               ,                      ,            ,                         ,                      ,                ,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,count=403 from ODP Leg 112 SR Chapter 16 Table 2 p 270
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,2,H,3,73.00,9.2300,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,151,                  ,                         ,                         ,                      ,                     ,                 ,21,                           ,                     ,                ,                   ,1,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=39; Pteropods=11;Total BenForams=283; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,2,H,3,135.00,9.8500,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,24,                  ,                         ,                         ,                      ,                     ,                 ,38,                           ,                     ,                ,                   ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=18; Pteropods=0;Total BenForams=217; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,2,H,4,23.00,10.2300,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,10,                  ,                         ,                         ,                      ,                     ,                 ,24,                           ,                     ,                ,                   ,0,7,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=9; Pteropods=0;Total BenForams=221; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
