Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology 1 prefix,Lithology 1 principal name,Lithology 1 suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Lithology 2 prefix,Lithology 2 principal name,Lithology 2 suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data
349-U1433B-38R-1-A,119,137,534.79,534.97,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 4/10GY (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-38R-1-A,137,139,534.97,534.99,,claystone [Leg339],,claystone ,claystone ,100,2.5Y 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-38R-1-A,139,145,534.99,535.05,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 4/10GY (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,planar,horizontal,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-38R-1-A,145,150,535.05,535.1,,nannofossil chalk [Leg339],with foraminifers [Leg339],nannofossil chalk ,nannofossil chalk  with foraminifers ,50,GLEY 1 6/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,claystone [Leg339],,claystone ,claystone ,50,100,,,mixed by bioturbation,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-38R-2-A,0,20,535.1,535.3,,nannofossil chalk [Leg339],with foraminifers [Leg339],nannofossil chalk ,nannofossil chalk  with foraminifers ,90,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,claystone [Leg339],,claystone ,claystone ,10,100,,,mixed by bioturbation,erosive,horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-38R-2-A,18,20,535.28,535.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-38R-2-A,20,102,535.3,536.12,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-38R-2-A,96,97,536.06,536.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-38R-2-A,102,124,536.12,536.34,,claystone [Leg339],,claystone ,claystone ,100,2.5Y 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-38R-2-A,124,150,536.34,536.6,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 4/10GY (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-38R-3-A,0,20,536.6,536.8,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,planar,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,nodule,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-38R-3-A,20,26,536.8,536.86,,claystone [Leg339],with silt [Leg339],claystone ,claystone  with silt ,100,GLEY 1 4/10GY (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,gradational,sub-horizontal,thin bed [B01],graded bedding,moderate [DB86],2,,,,nodule,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-38R-3-A,26,31,536.86,536.91,,nannofossil chalk [Leg339],,nannofossil chalk ,nannofossil chalk ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,erosive,sub-horizontal,thin bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-38R-3-A,31,44,536.91,537.04,,nannofossil chalk [Leg339],,nannofossil chalk ,nannofossil chalk ,100,GLEY 1 5/10GY (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,erosive,sub-horizontal,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-38R-3-A,44,135,537.04,537.95,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/N (dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-38R-4-A,0,13,538.1,538.23,,claystone [Leg339],,claystone ,claystone ,100,5YR 5/1 (gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,planar,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-38R-4-A,13,22,538.23,538.32,,claystone [Leg339],with silt [Leg339],claystone ,claystone  with silt ,100,GLEY 1 5/10GY (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,erosive,sub-horizontal,thin bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-38R-4-A,22,34,538.32,538.44,,claystone [Leg339],,claystone ,claystone ,100,5YR 5/2 (reddish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,planar,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-38R-4-A,34,136,538.44,539.46,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 4/5GY (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,,,very thick bed [B01],color banding,heavy [DB86],3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-39R-1-A,0,6,543.3,543.36,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 5/5GY (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,planar,horizontal,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-39R-1-A,6,11,543.36,543.41,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 4/5GY (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-39R-1-A,11,69,543.41,543.99,silty [Leg339],clay [Leg339],,silty   clay ,silty  clay ,100,GLEY 1 4/5GY (dark greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-39R-1-A,69,85,543.99,544.15,,claystone [Leg339],,claystone ,claystone ,100,5Y 4/1 (dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,planar,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-39R-1-A,85,132,544.15,544.62,,nannofossil chalk [Leg339],,nannofossil chalk ,nannofossil chalk ,100,GLEY 1 6/5GY (greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,planar,horizontal,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-39R-1-A,132,150,544.62,544.8,,claystone [Leg339],,claystone ,claystone ,100,5Y 4/1 (dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,,,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-39R-2-A,0,150,544.8,546.3,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 4/5GY (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-39R-2-A,30,40,545.1,545.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-39R-2-A,78,96,545.58,545.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-39R-3-A,0,73,546.3,547.03,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 4/10GY (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-39R-3-A,73,103,547.03,547.33,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 4/10GY (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-39R-3-A,103,107,547.33,547.37,,claystone [Leg339],,claystone ,claystone ,100,2.5Y 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,gradational,horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-39R-3-A,107,113,547.37,547.43,,nannofossil chalk [Leg339],,nannofossil chalk ,nannofossil chalk ,50,GLEY 1 5/10GY (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,claystone [Leg339],,claystone ,claystone ,50,100,,,,gradational,horizontal,thin bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-39R-3-A,113,118,547.43,547.48,,nannofossil chalk [Leg339],,nannofossil chalk ,nannofossil chalk ,90,GLEY 1 5/10GY (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,claystone [Leg339],,claystone ,claystone ,10,100,,,,planar,horizontal,thin bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-39R-3-A,118,150,547.48,547.8,,nannofossil chalk [Leg339],,nannofossil chalk ,nannofossil chalk ,100,GLEY 1 5/10GY (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-39R-4-A,0,82,547.8,548.62,,nannofossil chalk [Leg339],,nannofossil chalk ,nannofossil chalk ,100,GLEY 1 6/5GY (greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-39R-5-A,0,56,548.82,549.38,,nannofossil chalk [Leg339],,nannofossil chalk ,nannofossil chalk ,100,GLEY 1 6/5GY (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-39R-5-A,42,56,549.24,549.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-39R-5-A,56,78,549.38,549.6,,claystone [Leg339],,claystone ,claystone ,100,2.5Y 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,planar,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-39R-5-A,78,150,549.6,550.32,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 4/10GY (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,,,thick bed [B01],,heavy [DB86],3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-39R-6-A,0,100,550.32,551.32,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 4/10GY (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-39R-6-A,65,72,550.97,551.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-39R-6-A,100,115,551.32,551.47,,nannofossil chalk [Leg339],,nannofossil chalk ,nannofossil chalk ,100,GLEY 1 6/5GY (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-40R-1-A,0,150,553,554.5,foraminifer rich,nannofossil chalk [Leg339],,foraminifer rich  nannofossil chalk ,foraminifer rich nannofossil chalk ,100,GLEY 1 6/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,,,very thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-40R-2-A,0,150,554.5,556,foraminifer rich,nannofossil chalk [Leg339],,foraminifer rich  nannofossil chalk ,foraminifer rich nannofossil chalk ,100,GLEY 1 6/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,,,very thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-40R-3-A,0,126,556,557.26,foraminifer rich,nannofossil chalk [Leg339],,foraminifer rich  nannofossil chalk ,foraminifer rich nannofossil chalk ,100,GLEY 1 6/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,,,very thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-40R-4-A,0,42,557.41,557.83,foraminifer rich,nannofossil chalk [Leg339],,foraminifer rich  nannofossil chalk ,foraminifer rich nannofossil chalk ,100,GLEY 1 6/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,gradational,horizontal,very thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-40R-4-A,42,135,557.83,558.76,foraminifer rich,nannofossil chalk [Leg339],,foraminifer rich  nannofossil chalk ,foraminifer rich nannofossil chalk ,100,GLEY 1 6/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,,,very thick bed [B01],lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-40R-5-A,0,15,558.76,558.91,,foraminiferal chalk [Leg339],,foraminiferal chalk ,foraminiferal chalk ,100,5Y 7/2 (light gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,100,,,,gradational,horizontal,very thick bed [B01],lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-40R-5-A,15,43,558.91,559.19,,foraminiferal chalk [Leg339],,foraminiferal chalk ,foraminiferal chalk ,100,5Y 7/2 (light gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,,,,,,,,,,,100,,,,erosive,horizontal,very thick bed [B01],lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-40R-5-A,43,51,559.19,559.27,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 4/10GY (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,planar,horizontal,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-40R-5-A,51,72,559.27,559.48,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-40R-5-A,72,148,559.48,560.24,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 4/10GY (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-40R-5-A,92,95,559.68,559.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-40R-6-A,0,133,560.24,561.57,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 4/10GY (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-40R-6-A,13,40,560.37,560.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-40R-CC-A,0,16,561.57,561.73,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 4/5GY (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-41R-1-A,0,51,562.7,563.21,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-41R-1-A,51,131,563.21,564.01,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-41R-1-A,131,150,564.01,564.2,,claystone [Leg339],,claystone ,claystone ,100,5Y 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-41R-2-A,0,33,564.2,564.53,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-41R-2-A,33,52,564.53,564.72,,claystone [Leg339],,claystone ,claystone ,100,5Y 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-41R-2-A,52,72,564.72,564.92,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-41R-2-A,72,79,564.92,564.99,,claystone [Leg339],,claystone ,claystone ,100,5Y 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-41R-2-A,79,95,564.99,565.15,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-41R-2-A,95,114,565.15,565.34,,claystone [Leg339],,claystone ,claystone ,100,5Y 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-41R-2-A,114,150,565.34,565.7,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-41R-3-A,0,130,565.7,567,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-41R-4-A,0,100,567.2,568.2,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-41R-4-A,100,146,568.2,568.66,,nannofossil chalk [Leg339],,nannofossil chalk ,nannofossil chalk ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-41R-4-A,146,150,568.66,568.7,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,100,,,,,horizontal,very thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
