leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding
65,482,D,1,1,0.0,150.0,71.50,71.50,73.00,RAN, SILTY CLAY, OLIVE GRAY,,," NODULE,CONCRETION(?)*",,,, SOFT TO FIRM,
65,482,D,1,2,0.0,50.0,71.50,73.00,73.50,RAN, SILTY CLAY, OLIVE GRAY,, SLIGHTLY DISTURBED,  *,,,, FIRM,
65,482,D,1,2,110.0,150.0,71.50,74.10,74.50,RAN, SILTY CLAY, OLIVE GRAY,, SLIGHTLY DISTURBED,  *,,,, FIRM,
65,482,D,1,3,0.0,150.0,71.50,74.50,76.00,RAN, SILTY CLAY," GRAYISH OLIVE,OLIVE GRAY",, MODERATELY DISTURBED, CONCRETIONS*,,,, FIRM,
65,482,D,1,4,0.0,26.0,71.50,76.00,76.26,RAN, SILTY CLAY, OLIVE GRAY,, SLIGHTLY DISTURBED, HYDROCARBON ODOR*,,,, FIRM,
65,482,D,1,4,34.0,145.0,71.50,76.34,77.45,RAN, SILTY CLAY, OLIVE GRAY,, SLIGHTLY DISTURBED, HYDROCARBON ODOR*,,,, FIRM,
65,482,D,1,5,0.0,20.0,71.50,77.50,77.70,RAN, SILTY CLAY, OLIVE GRAY,, SLIGHTLY DISTURBED,  *,,,, FIRM,
65,482,D,1,5,25.0,49.0,71.50,77.75,77.99,RAN, SILTY CLAY, OLIVE GRAY,, SLIGHTLY DISTURBED,  *,,,, FIRM,
65,482,D,1,5,57.0,144.0,71.50,78.07,78.94,RAN, SILTY CLAY, OLIVE GRAY,, SLIGHTLY DISTURBED,  *,,,, FIRM,
65,482,D,1,6,0.0,150.0,71.50,79.00,80.50,RAN, SILTY CLAY, OLIVE GRAY,, MODERATELY DISTURBED,  *,,,, FIRM,
65,482,D,1,7,0.0,45.0,71.50,80.50,80.95,RAN, SILTY CLAY, OLIVE GRAY,, MODERATELY DISTURBED, DOLOMITE CRYSTALS*,,,, FIRM,
65,482,D,1,CC,0.0,33.0,71.50,81.05,81.28,RAN, SILTY CLAY, OLIVE GRAY,,,  *,,,, FIRM,
65,482,D,2,1,0.0,150.0,80.00,80.00,81.50,RAN, SILTY CLAY, OLIVE GRAY,, MODERATE TO SLIGHTLY DISTURBED, HYDROCARBON ODOR*,,,, VERY SOFT,
65,482,D,2,2,0.0,55.0,80.00,81.50,82.05,RAN, SILTY CLAY, OLIVE GRAY,, GREATLY DISTURBED,  *,,,, SOFT TO FIRM,
65,482,D,2,2,60.0,120.0,80.00,82.10,82.70,RAN, SILTY CLAY, OLIVE GRAY,,,  *,,,, SOFT TO FIRM,
65,482,D,2,3,0.0,11.0,80.00,83.00,83.11,RAN, SILTY CLAY, OLIVE GRAY,,,  *,,,, VERY FIRM,
65,482,D,2,3,15.0,81.0,80.00,83.15,83.81,RAN, SILTY CLAY, OLIVE GRAY,,,  *,,,, VERY FIRM,
65,482,D,2,3,85.0,150.0,80.00,83.85,84.50,RAN, SILTY CLAY, OLIVE GRAY,,,  *,,,, VERY FIRM,
65,482,D,2,4,0.0,20.0,80.00,84.50,84.70,RAN, SILTY CLAY, OLIVE GRAY,,,  *,,,, FIRM,
65,482,D,2,4,27.0,40.0,80.00,84.77,84.90,RAN, SILTY CLAY, OLIVE GRAY,,,  *,,,, FIRM,
65,482,D,2,4,41.0,61.0,80.00,84.91,85.11,RAN, SILTY CLAY, OLIVE GRAY,,,  *,,,, FIRM,
65,482,D,2,4,70.0,80.0,80.00,85.20,85.30,RAN, SILTY CLAY, OLIVE GRAY,,,  *,,,, FIRM,
65,482,D,2,4,86.0,150.0,80.00,85.36,86.00,RAN, SILTY CLAY, OLIVE GRAY,,,  *,,,, FIRM,
65,482,D,2,5,0.0,6.0,80.00,86.00,86.06,BEN, SILTY CLAY, OLIVE GRAY,,,  *,,,, SOFT,
65,482,D,2,CC,0.0,21.0,80.00,86.23,86.34,RAN, SILTY CLAY, OLIVE GRAY,,,  *,,,, FIRM,
65,482,D,3,1,0.0,150.0,89.50,89.50,91.00,RAN, SILTY CLAY, OLIVE GRAY,,,  *,,,, FIRM,
65,482,D,3,2,0.0,150.0,89.50,91.00,92.50,RAN, SILTY CLAY, OLIVE GRAY,,,  *,,,, FIRM,
65,482,D,3,3,0.0,150.0,89.50,92.50,94.00,RAN, SILTY CLAY, OLIVE GRAY,,,  *,,,, FIRM,
65,482,D,3,4,0.0,150.0,89.50,94.00,95.50,HAT, SILTY CLAY, OLIVE GRAY,,,  *,,,, FIRM,
65,482,D,3,5,0.0,144.0,89.50,95.50,96.94,RAN, SILTY CLAY, OLIVE GRAY,,,  *,,,," FIRM,GOOD COMPACTION",
65,482,D,3,6,0.0,135.0,89.50,97.00,98.35,RAN, SILTY CLAY, OLIVE GRAY,,,  *,,,," FIRM,VERY COMPACT",
65,482,D,3,7,0.0,50.0,89.50,98.50,99.00,RAN, SILTY CLAY, OLIVE GRAY,,,  *,,,," FIRM,VERY COMPACT",
65,482,D,3,CC,0.0,11.0,89.50,99.10,99.11,RAN, SILTY CLAY, OLIVE GRAY,,,  *,,,," FIRM,VERY COMPACT",
65,482,D,4,1,0.0,150.0,99.00,99.00,100.50,RAN, SILTY CLAY, OLIVE GRAY,, GREATLY DISTURBED,  *,,,, FIRM,
65,482,D,4,2,0.0,150.0,99.00,100.50,102.00,RAN, SILTY CLAY, OLIVE GRAY,,,  *,,,," FIRM,MORE FISSILE THAN BEFORE",
65,482,D,4,3,0.0,80.0,99.00,102.00,102.80,RAN, SILTY CLAY, OLIVE GRAY,, GREATLY DISTURBED,  *,,,," FIRM,BROKEN",
65,482,D,5,1,0.0,115.0,108.50,108.50,109.65,RAN, SILTY CLAY, OLIVE GRAY,, GREATLY TO SLIGHTLY DISTURBED,  *,,,, VERY FIRM,
65,482,D,5,2,2.0,150.0,108.50,110.02,111.50,HAT, SILTY CLAY, OLIVE GRAY,,,  *,,,, FIRM,
65,482,D,5,3,4.0,18.0,108.50,111.54,111.68,HAT, SILTY CLAY, OLIVE GRAY,,,  *,,,, FIRM,
65,482,D,5,CC,0.0,18.0,108.50,111.78,111.86,HAT, SILTY (SANDY) CLAY, OLIVE GRAY,,,  *,,,, FIRM,
65,482,D,6,1,0.0,150.0,118.00,118.00,119.50,BEN, SILTY CLAY, OLIVE BLACK,, MODERATE TO SLIGHTLY DISTURBED, HYDROCARBON ODOR*,,,," VERY FIRM,TENDENCY TO FISSILITY",
65,482,D,6,2,0.0,150.0,118.00,119.50,121.00,BEN, SILTY CLAY, OLIVE BLACK,, MODERATE TO SLIGHTLY DISTURBED, HYDROCARBON ODOR*,,,," VERY FIRM,TENDENCY TO FISSILE",
65,482,D,6,3,0.0,150.0,118.00,121.00,122.50,BEN, SILTY CLAY, OLIVE BLACK,, MODERATE TO SLIGHTLY DISTURBED, HYDROCARBON ODOR*,,,," VERY FIRM,TENDENCY TO FISSILITY",
65,482,D,6,4,0.0,150.0,118.00,122.50,124.00,BEN, SILTY CLAY, OLIVE BLACK,, MODERATE TO SLIGHTLY DISTURBED, HYDROCARBON ODOR*,,,," VERY FIRM,TENDENCY TO FISSILITY",
65,482,D,6,5,0.0,125.0,118.00,124.00,125.25,BEN, SILTY CLAY, OLIVE BLACK,, MODERATELY DISTURBED, HYDROCARBON ODOR*,,,," VERY FIRM,TENDENCY TO FISSILITY", 33213000
65,482,D,6,CC,0.0,17.0,118.00,125.37,125.44,BEN, SILTY CLAY, OLIVE BLACK,, MODERATELY DISTURBED, HYDROCARBON ODOR*,,,, VERY FIRM, 33213000
65,482,D,7,1,0.0,150.0,127.50,127.50,129.00,BEN, SILTY CLAY, OLIVE BLACK TO BROWNISH BLACK,, MODERATELY DISTURBED, HYDROCARBON ODOR*,,,," VERY FIRM,TENDENCY TO FISSILITY",
65,482,D,7,2,0.0,115.0,127.50,129.00,130.15,BEN, SILTY CLAY, BROWNISH BLACK,, MODERATELY DISTURBED, HYDROCARBON ODOR*,,,," VERY FIRM,TENDENCY TO FISSILITY", 33213000
65,482,D,7,3,0.0,150.0,127.50,130.50,132.00,BEN, SILTY CLAY, BROWNISH BLACK,, MODERATELY DISTURBED, HYDROCARBON ODOR*,,,," VERY FIRM,TENDENCY TO FISSILITY",
65,482,D,7,CC,8.0,26.0,127.50,132.08,132.26,BEN, SILTY CLAY, BROWNISH BLACK,, SLIGHTLY DISTURBED, HYDROCARBON ODOR*,,,," VERY FIRM,TENDENCY TO FISSILITY", 33213000
65,482,D,8,1,0.0,2.0,138.00,138.00,138.02,RAN, MUDSTONE, GRAYISH OLIVE," FRACTURING,CONTACTS",,  *,,,," VERY HARD,WELL-INDURATED",
65,482,D,9,1,0.0,15.0,140.50,140.50,140.65,RAN, MUDSTONE," DUSKY YELLOWISH BROWN,OLIVE BLACK", VEIN,,  *," CHERT,PYRITE",,," FIRM,POORLY INDURATED",
65,482,D,10,3,50.0,71.0,150.50,154.00,154.21,RAN," BASALT,MUDSTONE", OLIVE BLACK,,,  *,,,," HARD,FIRM",
