leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id
44,394,A,1,1,0.0,11.0,89.00,89.00,89.11,, MARLY NANNO OOZE, 5YR4/1-BROWNISH GRAY,,,,,,, SOFT, 33213000.3450.1210,7820b5889209c70e4a7d0399e06082dc
44,394,A,1,1,11.0,19.0,89.00,89.11,89.19,, SILICEOUS CALCAREOUS CLAY, 5GY4/1-DARK GRAY,,,,,,, SOF T, 33213000.3450.1210,de364fd38ac81bffa07beb8abce8f109
44,394,A,1,1,19.0,36.0,89.00,89.19,89.36,, MARLY NANNO OOZE," 5G6/1-GREENISH GRAY, 5G4/1-GREE NISH GRAY", 5G6/1 CLAYEY NANNO OOZE AT 19-21 CM,,,,,, SO FT, 33213000.3450.1210,cbd4d58b70103e75e03793c332f13fda
44,394,A,1,1,36.0,150.0,89.00,89.36,90.50,, NANNO OOZE," 5B7/1-LIGHT BLUISH GRAY, -PURPLE", PU RPLE LAMELLA AT 42 CM AND 56 CM,,,,,, SOFT, 33213000.3450.1210,8e9bfb34333999f14ce6c798320d48c3
44,394,A,1,2,0.0,140.0,89.00,90.50,91.90,, NANNO OOZE, 5B7/1-LIGHT BLUISH GRAY,,,,,,, SOFT, 33213000.3450.1210,e495568300e7e8dd9462ebf763e439e5
44,394,A,1,2,140.0,150.0,89.00,91.90,92.00,, MARLY NANNO OOZE, N5-MEDIUM GRAY,,,,,,, SOFT, 33213000.3450.1210,7ed7dc629f53c4e32c0c92cfb9d1a35a
44,394,A,3,1,145.0,150.0,174.50,175.95,176.00,, SILTY CLAY, N5-MEDIUM GRAY,,,,,,, SOFT, 33213000,175318680c9e5d6eebaddad2943dc2a4
44,394,A,5,1,46.0,53.0,279.00,279.46,279.53,, CLAY, N5-MEDIUM GRAY,, NOT IN PLACE - SLUMPED FRO M ABOVE,,,,, SOFT, 33211000,30f1e74eca50b2d922fbe8f3f3be9b88
44,394,A,5,1,53.0,150.0,279.00,279.53,280.50,, MARLY CHALK, 5GY6/1-GREENISH GRAY -DARK GREENISH GRAY, MOSTLY MATRIX WITH SMALL (< 1 MM) CLASTS OF DARK GREENISH GRAY CL AYSTONE, BRECCIATED,,,, LITTLE EVIDENCE OF BEDDING, HARD, 00000000,8379fa0bfd9e6fdfab26bd0e04dc11da
44,394,A,5,2,0.0,150.0,279.00,280.50,282.00,, CHALK, 5GY6/1-GREENISH GRAY, SLIGHTLY BEDDED INT ERVALS AT 65-66 CM 75-76 CM 88-93 CM 98-99 CM 108-11 3 CM, BRECCIATED," CLASTS ARE <1 CM GREEN CLAY, LAR GE CLAY CLAST AT 37-50 CM ALONG SIDE OF CORE",,," MATRI X IS CHALK, CUT BY SAW", HARD, 00000000,17d2bbf2a2d5aee2cf7de68ce7ad175d
44,394,A,5,3,0.0,150.0,279.00,282.00,283.50,, CHALK," 5GY6/1-GREYISH GREEN, -GREEN, 5GY8/1-LIGHT GREENISH GRAY", BEDDED INTERVALS AT 9 CM 11 CM 14 C M 16 CM 21-22 CM 26 CM 28 CM 31 CM 35 CM 39-40 CM 44 -45 CM 50 CM 55 CM 70 CM 80-81 CM 85-100 CM 105-110 CM 102-105 CM 123 CM 126-130 CM 133-135 CM 140-144 C M, BRECCIA," GREEN CLAY AND CARBONATE CLASTS AT 0-86 CM, SMAL L (< 0.3 CM) CLAY AND CARBONATE CLASTS AT 86-150 CM",,," MATRIX IS CHALK, 5GY6/1 AT 0-86 CM, 5GY8 /1 AT 86-100 CM", STIFF, 00000000,9846d82f360576a7a7a5e5d7c94b461b
44,394,A,6,0,0.0,30.0,355.00,355.00,355.30,, CHALK, 5GY8/1-LIGHT GREENISH GRAY,,, A FEW CLASTS OF CARBONATE,,,, FIRM, 00000000,8f6a066031913c8d8bb80c68e426cfae
44,394,A,6,1,0.0,27.0,355.00,355.45,355.72,, SILICEOUS MARLY CHALK," 5Y8/1-YELLOWISH GRAY, 5G4/ 1-DARK GRAYISH GREEN"," WELL BEDDED AT 0-24 CM, 5G4/1 CALCAREOUS CLAY AT 24-27 CM",,,,,, STIFF, 00000000,7adae2fef891d718572e41bae514cf5c
44,394,A,6,1,27.0,34.0,355.00,355.72,355.79,, MARLY CHALK," 5Y8/1-YELLOWISH GRAY, -OLIVE GRAY, - BLUISH WHITE",,, CLASTS OF OLIVE GRAY CLAY AND BLUISH WHITE CHALK,,,, FIRM, 00000000,d299b84afa4d8eb00815731fffaeb7f6
44,394,A,6,1,34.0,150.0,355.00,355.79,356.95,, MARLY CALCAREOUS CHALK, 5Y8/1-YELLOWISH GRAY, TO TALLY BEDDED,,,,, MASSIVE, FIRM, 00000000,333349a5ea07842677673257cefbe5db
44,394,A,6,2,0.0,150.0,355.00,356.95,358.45,, MARLY CALCAREOUS CHALK," 5Y8/1-YELLOWISH GRAY, 10Y R8/2-PALE ORANGE", PARALLEL BEDDING OF 10YR8/2 OOZE (< 1 W),, A FEW SMALL CLASTS (< 1 MM) OF DARK CLAY C LASTS IN BOTTOM HALF,,,, FIRM, 00000000,6c651fcb18e097a8b8ef3d006c64d449
44,394,A,6,3,0.0,150.0,355.00,358.45,359.95,, MARLY CALCAREOUS CHALK, 5Y8/1-YELLOWISH GRAY 10YR8/2 -VERY PALE ORANGE,, VERY DISTURBED, SM ALL (< 1 MM) DARK CLAY CLASTS AND CLASTS AND WISPS O F 10YR8/2 OOZE WHICH APPEAR VERY DISTURBED,,,, FIRM, 00000000,27cb3361fa463dc331308217079dc5f8
