leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
95,603,F,LOWER PLEISTOCENE,,0.0,32.6,,NO AGE GIVEN,,NO AGE GIVEN,  1.2,  1.8,  1.5,INITIAL CORE DESCRIPTIONS
95,603,F,UPPER MIOCENE,,32.6,980.5,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,INITIAL CORE DESCRIPTIONS
95,603,F,LOWER EOCENE,PALEOCENE,980.5,1200.8,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   49,   65,   57,INITIAL CORE DESCRIPTIONS
95,603,F,LOWER BARREMIAN,UPPER HAUTERIVIAN,1200.8,1373.2,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  118,  123,120.5,INITIAL CORE DESCRIPTIONS
95,603,F,LOWER CRETACEOUS,VALANGINIAN,1373.2,1507.3,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  100,  131,115.5,INITIAL CORE DESCRIPTIONS
95,603,F,VALANGINIAN,,1507.3,1545.7,,NO AGE GIVEN,,NO AGE GIVEN,  126,  131,128.5,INITIAL CORE DESCRIPTIONS
