leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id,sample
47,398,D,1,CC,,,0.00,0.10, 1,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,274,FGLOA0326,Globorotalia miozea cibaoensis,PRESENT,  ,1,1c5ecf1315307a014d0e940e8403508d,47-398D-1-CC
47,398,D,2,1,82.0,84.0,271.00,271.83, 1,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,268,FGLOG0227,Globigerina digitata praedigitata,PRESENT,  ,1,e3124eefd01031912cd8fb9d659a488e,47-398D-2-1
47,398,D,2,2,15.0,17.0,271.00,272.66, 1,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,280,FGLOA0400,Globorotalia planispira,PRESENT,  ,1,9db1ec192deab2570eaccfabfd2f431e,47-398D-2-2
47,398,D,3,5,31.0,33.0,318.50,324.82, 2,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,274,FGLOA0328,Globorotalia miozea conoidea,PRESENT,  ,1,22301a35afbe7e38c67e4c3b62882e50,47-398D-3-5
47,398,D,3,5,31.0,33.0,318.50,324.82, 2,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,274,FSPHE0090,Sphaeroidinellopsis subdehiscens,PRESENT,  ,1,14355a66cfdca41726f2d1d1db87dc5c,47-398D-3-5
47,398,D,3,6,25.0,27.0,318.50,326.26, 3,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,268,FGLOG0470,Globigerina nepenthes,PRESENT,  ,1,683a478c1466234ba204789efbba9c12,47-398D-3-6
47,398,D,3,6,25.0,27.0,318.50,326.26, 3,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,268,FGLOS0055,Globorotaloides sp.,PRESENT,  ,1,fbffb3613b71da77e48bcf5bfd1b8613,47-398D-3-6
47,398,D,3,6,25.0,27.0,318.50,326.26, 3,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,268,FSPHE0070,Sphaeroidinellopsis seminulina seminulina,PRESENT,  ,1,f2ad23b1b3c8ab45ff323d3e55cff0d0,47-398D-3-6
47,398,D,4,1,35.0,37.0,366.00,366.36, 1,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,270,FGLOS0025,Globorotaloides falconarae,PRESENT,  ,1,8f2d63fd59702c6d78af48e33d4c9615,47-398D-4-1
47,398,D,4,2,36.0,38.0,366.00,367.87, 3,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,270,FGLOA0149,Globorotalia cultrata s. l.,PRESENT,  ,1,bb0d2a748f8e2c3ca9ea6b785eb45218,47-398D-4-2
47,398,D,4,2,36.0,38.0,366.00,367.87, 3,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,270,FGLOA0264,Globorotalia lenguaensis,PRESENT,  ,1,9b61058e54e48fe523bf61d2ddf3abef,47-398D-4-2
