leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id,sample
47,398,D,1,CC,,,0.00,0.10, 1,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,274,FGLOA0326,Globorotalia miozea cibaoensis,PRESENT,  ,1,1c5ecf1315307a014d0e940e8403508d,47-398D-1-CC
47,398,D,4,2,36.0,38.0,366.00,367.87, 3,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,270,FGLOD0070,Globigerinoides bollii,PRESENT,  ,1,8d239283a4cb1ce00544e789820ba45b,47-398D-4-2
47,398,D,4,4,16.0,18.0,366.00,370.67, 2,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,272,FGLOA0006,Globorotalia acostaensis,PRESENT,  ,1,feaf3424974abf6699f57900ad71a4d0,47-398D-4-4
47,398,D,4,4,16.0,18.0,366.00,370.67, 2,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,272,FGLOA0310,Globorotalia merotumida,PRESENT,  ,1,4564f68d70458bfccf43cb5edf1cb3bc,47-398D-4-4
47,398,D,4,5,34.0,36.0,366.00,372.35, 1,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,272,FGLOA0108,Globorotalia continuosa,PRESENT,  ,1,4a9947b080eb27f8b01b2d50710bd5c4,47-398D-4-5
47,398,D,5,2,53.0,55.0,394.50,396.54, 2,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,272,FGLOA0377,Globorotalia partimlabiata,PRESENT,  ,1,2f56168d0609d17c1dc015517b9b8b4c,47-398D-5-2
47,398,D,5,2,53.0,55.0,394.50,396.54, 2,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,272,FSPHE0090,Sphaeroidinellopsis subdehiscens,PRESENT,  ,1,436127b2aaaa6c7686bcc4194de95692,47-398D-5-2
47,398,D,5,4,61.0,63.0,394.50,399.62, 1,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,268,FGLOG0230,Globigerina druryi,PRESENT,  ,1,cf9b6a6753416d9a04b8fe7b956a34b3,47-398D-5-4
47,398,D,5,5,26.0,28.0,394.50,400.77, 2,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,272,FGLOA0422,Globorotalia praemenardi praemenardi,PRESENT,  ,1,2aa1a165d52bf04ed9bda3198bf7b859,47-398D-5-5
47,398,D,5,5,26.0,28.0,394.50,400.77, 2,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,272,FGLOA0497,Globorotalia siakensis group,PRESENT,  ,1,ca3fd42cf9dbfadb0330c1b4a038e83b,47-398D-5-5
47,398,D,6,3,33.0,35.0,413.50,416.84, 1,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,268,FGLOG0830,Globigerina woodi woodi,PRESENT,  ,1,259aafc91fb8789f28ee88c0927e710e,47-398D-6-3
47,398,D,6,4,36.0,38.0,413.50,418.37, 1,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,268,FGLOG0674,Globigerina regina,PRESENT,  ,1,c22c62e679bd2109a814b779d778d3da,47-398D-6-4
47,398,D,6,5,67.0,69.0,413.50,420.18, 2,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,268,FGLOA0386,Globorotalia peripheroronda,PRESENT,  ,1,f7b606683e12a4c29e2c6fade78953ea,47-398D-6-5
47,398,D,6,5,67.0,69.0,413.50,420.18, 2,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,268,FGLOG0596,Globigerina praebulloides,PRESENT,  ,1,78022cca126c29b192b08ac7918a5abf,47-398D-6-5
47,398,D,6,CC,,,413.50,423.06, 3,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,282,FGLOA0040,Globorotalia aragonensis,PRESENT,  ,1,a3211c9109e21cb6dec2816a50c85724,47-398D-6-CC
47,398,D,6,CC,,,413.50,423.06, 3,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,282,FGLOQ0150,Globoquadrina dehiscens dehiscens,PRESENT,  ,1,3f2dbcdbb2a93ec364cc1622ea03ca2f,47-398D-6-CC
47,398,D,6,CC,,,413.50,423.06, 3,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,282,FSPHE0017,Sphaeroidinellopsis disjuncta,PRESENT,  ,1,f02c1fb9af1a5e5decf2c12097c15967,47-398D-6-CC
47,398,D,7,2,41.0,43.0,432.50,434.42, 1,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,270,FGLOD0530,Globigerinoides subquadratus,PRESENT,  ,1,ade0ad44de510f61a74c38a69ce741d5,47-398D-7-2
47,398,D,7,2,131.0,133.0,432.50,435.32, 1,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,268,FGLOG0810,Globigerina venezuelana,PRESENT,  ,1,828bda9f588509ab26099f2b755695c4,47-398D-7-2
47,398,D,7,3,9.0,11.0,432.50,435.60, 2,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,270,FGLOD0500,Globigerinoides sicanus,PRESENT,  ,1,d44612a3ce8124d8559c4394ea9a7562,47-398D-7-3
47,398,D,7,3,9.0,11.0,432.50,435.60, 2,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,270,FGLOE0010,Globigerinatella insueta,PRESENT,  ,1,d81b92f7db05d52ba14f5392aef3c6bc,47-398D-7-3
47,398,D,7,3,122.0,124.0,432.50,436.73, 3,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,272,FGLOA0352,Globorotalia obesa,PRESENT,  ,1,8158f5177de819abe8ae7adf0daed3bd,47-398D-7-3
47,398,D,7,3,122.0,124.0,432.50,436.73, 3,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,272,FGLOQ0100,Globoquadrina baroemoenensis,PRESENT,  ,1,cd0694de917d5871d97ee6d359615ba5,47-398D-7-3
47,398,D,7,3,122.0,124.0,432.50,436.73, 3,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,272,FGLOQ0240,Globoquadrina langhiana,PRESENT,  ,1,5f2b826ddbc84d40503b101682c4a856,47-398D-7-3
47,398,D,8,2,70.0,72.0,451.50,453.71, 2,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FGLOA0420,Globorotalia praemenardi archaeomenardi,PRESENT,  ,1,4af73ed4df29d7f8f8202bc4bcd64c35,47-398D-8-2
47,398,D,8,2,70.0,72.0,451.50,453.71, 2,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FGLOA0424,Globorotalia praescitula,PRESENT,  ,1,7e3eb83be3fcb4e7b341a1e284828192,47-398D-8-2
47,398,D,8,3,76.0,78.0,451.50,455.27, 1,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,274,FGLOA0332,Globorotalia miozea miozea,PRESENT,  ,1,f9863947a2d7d9eb7aee57aa1925d965,47-398D-8-3
47,398,D,8,3,104.0,106.0,451.50,455.55, 3,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,270,FGLOA0021,Globorotalia acrostoma,PRESENT,  ,1,05e4a0e1b55d0a3e56ce161fac301eb4,47-398D-8-3
47,398,D,8,3,104.0,106.0,451.50,455.55, 3,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,270,FGLOA0332,Globorotalia miozea miozea,PRESENT,  ,1,3ac68de5c2fba8e5b90f804b9934155e,47-398D-8-3
47,398,D,8,3,104.0,106.0,451.50,455.55, 3,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,270,FGLOD0320,Globigerinoides quadrilobatus altiaperturus,PRESENT,  ,1,547ef0e13a02a8dfb3b3b072dfe0039d,47-398D-8-3
47,398,D,8,4,133.0,135.0,451.50,457.34, 1,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,268,FGLOG0810,Globigerina venezuelana,PRESENT,  ,1,257a45d3582f1a322481f3674acb9e93,47-398D-8-4
47,398,D,8,CC,,,451.50,459.58, 1,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,270,FGLOD0320,Globigerinoides quadrilobatus altiaperturus,PRESENT,  ,1,983cfd9c37f9bfa8590387a90616cf79,47-398D-8-CC
47,398,D,9,2,36.0,38.0,470.50,472.37, 2,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,270,FGLOA0505,Globorotalia sp.,PRESENT,  ,1,f4ea3d579b53ae3d4131092210b80c61,47-398D-9-2
47,398,D,9,2,36.0,38.0,470.50,472.37, 2,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,270,FGLOT0070,Globigerinita dissimilis dissimilis,PRESENT,  ,1,304ea60106ccb393a85ea2436305ad0d,47-398D-9-2
47,398,D,9,6,127.0,129.0,470.50,479.28, 4,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,270,FGLOQ0060,Globoquadrina altispira globosa,PRESENT,  ,1,c708bedc8bdb379d71d535619ba0f8da,47-398D-9-6
47,398,D,9,6,127.0,129.0,470.50,479.28, 4,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,270,FGLOQ0160,Globoquadrina dehiscens praedehiscens,PRESENT,  ,1,aab49d08eda6be008721d265fa0f62e8,47-398D-9-6
47,398,D,9,6,127.0,129.0,470.50,479.28, 4,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,270,FGLOT0060,Globigerinita dissimilis ciperoensis,PRESENT,  ,1,0a521d16324e1fffc30af6fa5ac23273,47-398D-9-6
47,398,D,9,6,127.0,129.0,470.50,479.28, 4,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,270,FGLOT0310,Globigerinita unicava unicava,PRESENT,  ,1,ce6668172ca68a1e43227acb77982516,47-398D-9-6
47,398,D,9,CC,,,470.50,480.06, 1,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,282,FGLOQ0160,Globoquadrina dehiscens praedehiscens,PRESENT,  ,1,2268f049febdab54ca87e6096280cd07,47-398D-9-CC
47,398,D,13,1,9.0,11.0,527.50,527.80, 3,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FCATA0160,Catapsydrax unicavus,PRESENT,  ,1,9475d3f8947ae7df18817ceab37006c9,47-398D-13-1
47,398,D,13,1,9.0,11.0,527.50,527.80, 3,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FGLOA0498,Globorotalia siakensis,PRESENT,  ,1,21a517d3c596f174b8131e45b7bb8727,47-398D-13-1
47,398,D,13,1,9.0,11.0,527.50,527.80, 3,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FGLOG0680,Globigerina rohri,PRESENT,  ,1,a63aa954bd17063dd23fc066aef205e9,47-398D-13-1
47,398,D,13,1,91.0,93.0,527.50,528.62, 2,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FCATA0030,Catapsydrax dissimilis,PRESENT,  ,1,99e9047705bcde0c27798fb901fbf3db,47-398D-13-1
47,398,D,13,1,91.0,93.0,527.50,528.62, 2,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FCATA0160,Catapsydrax unicavus,PRESENT,  ,1,1fbc3d9d459d10e557c369ce8c336d91,47-398D-13-1
47,398,D,13,2,42.0,44.0,527.50,529.63, 1,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FCATA0160,Catapsydrax unicavus,PRESENT,  ,1,bc99e7c0d2a573d64aa3c1b2992cf4f8,47-398D-13-2
47,398,D,13,2,96.0,98.0,527.50,530.17, 1,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FCATA0160,Catapsydrax unicavus,PRESENT,  ,1,c1418f6e5a63eb380c04b6829d34c71a,47-398D-13-2
47,398,D,13,3,40.0,42.0,527.50,531.11, 5,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FCATA0030,Catapsydrax dissimilis,PRESENT,  ,1,c34f99216fd653483af9f1bbcb39f943,47-398D-13-3
47,398,D,13,3,40.0,42.0,527.50,531.11, 5,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FCATA0160,Catapsydrax unicavus,PRESENT,  ,1,3a2b5afcb71c0174e62b91d10144d3b2,47-398D-13-3
47,398,D,13,3,40.0,42.0,527.50,531.11, 5,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FGLOA0362,Globorotalia opima nana,PRESENT,  ,1,4a7381c09430ed5c10850f33192cb417,47-398D-13-3
47,398,D,13,3,40.0,42.0,527.50,531.11, 5,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FGLOG0680,Globigerina rohri,PRESENT,  ,1,c458de2a20791684651f77be4ca55afe,47-398D-13-3
47,398,D,13,3,40.0,42.0,527.50,531.11, 5,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FGLOQ0370,Globoquadrina tripartita,PRESENT,  ,1,aa0d0d5832e5a60c966e2b27f9a12374,47-398D-13-3
47,398,D,13,4,21.0,23.0,527.50,532.42, 1,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FFORA0010,Forams planktonic indent.,PRESENT,  ,1,2a50e60884216bdf723e99333d0d6e02,47-398D-13-4
47,398,D,13,4,131.0,132.0,527.50,533.52, 3,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FCATA0160,Catapsydrax unicavus,PRESENT,  ,1,e53a3d819910c239bfbeacd677709c0b,47-398D-13-4
47,398,D,13,4,131.0,132.0,527.50,533.52, 3,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FGLOA0498,Globorotalia siakensis,PRESENT,  ,1,23029ada2dd59b38c4d722d486618f3f,47-398D-13-4
47,398,D,13,4,131.0,132.0,527.50,533.52, 3,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FGLOQ0370,Globoquadrina tripartita,PRESENT,  ,1,116cb7e73356a7b08687709dad2cb0c7,47-398D-13-4
47,398,D,13,5,65.0,67.0,527.50,534.36, 1,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FFORA0010,Forams planktonic indent.,PRESENT,  ,1,93390cc6afcf9d0214716a7419335591,47-398D-13-5
47,398,D,13,5,134.0,136.0,527.50,535.05, 4,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FCATA0160,Catapsydrax unicavus,PRESENT,  ,1,32fcedc10c6d6ed351743e26e6b8ef87,47-398D-13-5
47,398,D,13,5,134.0,136.0,527.50,535.05, 4,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FGLOA0362,Globorotalia opima nana,PRESENT,  ,1,8f65fa5c7b498b7bc6c7d2285e8a0550,47-398D-13-5
47,398,D,13,5,134.0,136.0,527.50,535.05, 4,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FGLOA0498,Globorotalia siakensis,PRESENT,  ,1,2ed4af7773ff0c57ac6567a366a93e49,47-398D-13-5
47,398,D,13,5,134.0,136.0,527.50,535.05, 4,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FGLOG0680,Globigerina rohri,PRESENT,  ,1,1c93cfdf4941f465b6a9cfbe49c97cc4,47-398D-13-5
47,398,D,13,6,30.0,31.0,527.50,535.51, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FCASS0010,Cassigerinella chipolensis,PRESENT,  ,1,4eab65fa6cebfea7b043b8c9692db66d,47-398D-13-6
47,398,D,13,6,30.0,31.0,527.50,535.51, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FGLOA0256,Globorotalia kugleri,PRESENT,  ,1,63129939ff0dc438e93ebdb57fc125d2,47-398D-13-6
47,398,D,13,6,30.0,31.0,527.50,535.51, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FGLOA0308,Globorotalia mendacis,PRESENT,  ,1,c0769fef5d5407469ea42cbc4952f95f,47-398D-13-6
47,398,D,13,6,30.0,31.0,527.50,535.51, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FGLOA0362,Globorotalia opima nana,PRESENT,  ,1,3586c2f1288320e467bb45f27bcbe056,47-398D-13-6
47,398,D,13,6,30.0,31.0,527.50,535.51, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FGLOA0498,Globorotalia siakensis,PRESENT,  ,1,a6aa3d6965aef2295cea5e0327f4e31c,47-398D-13-6
47,398,D,13,6,30.0,31.0,527.50,535.51, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FGLOG0035,Globigerina angulisuturalis,PRESENT,  ,1,b0fd59d7a04045fa26da7ad658160680,47-398D-13-6
47,398,D,13,6,88.0,90.0,527.50,536.09, 3,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FGLOA0362,Globorotalia opima nana,PRESENT,  ,1,c790abc9b9bffdcd74c93eefe2f894d7,47-398D-13-6
47,398,D,13,6,88.0,90.0,527.50,536.09, 3,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FGLOG0035,Globigerina angulisuturalis,PRESENT,  ,1,b8d0f5a0df36cec550c9d774e54fb766,47-398D-13-6
47,398,D,13,6,88.0,90.0,527.50,536.09, 3,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FGLOG0680,Globigerina rohri,PRESENT,  ,1,631a7836ae3081ef80fbc11c2fb3cc78,47-398D-13-6
47,398,D,13,CC,,,527.50,536.98, 5,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FCATA0030,Catapsydrax dissimilis,PRESENT,  ,1,4c085062f20576c0ef68924dc16d4fe3,47-398D-13-CC
47,398,D,13,CC,,,527.50,536.98, 5,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FCATA0160,Catapsydrax unicavus,PRESENT,  ,1,c9d01dfee481e4c192042f50c147d97c,47-398D-13-CC
47,398,D,13,CC,,,527.50,536.98, 5,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FGLOA0362,Globorotalia opima nana,PRESENT,  ,1,da0368091fa8096676cf37f7fc41c663,47-398D-13-CC
47,398,D,13,CC,,,527.50,536.98, 5,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FGLOA0498,Globorotalia siakensis,PRESENT,  ,1,1b2a7da0f72faa4a498d659e3d34460b,47-398D-13-CC
47,398,D,13,CC,,,527.50,536.98, 5,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FGLOG0320,Globigerina galavisi,PRESENT,  ,1,f7e9c7260c85485cba51d8e0a54dd833,47-398D-13-CC
47,398,D,14,1,12.0,14.0,537.00,537.13, 5,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,240,FCATA0030,Catapsydrax dissimilis,PRESENT,  ,1,7ef2efb193469d77e639efe5f38cd59a,47-398D-14-1
