leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id,sample
87,583,G,1,1,0.0,150.0,306.60,306.60,308.10,JKL, SILTY MUDSTONE,,,,,,,, HARD, 00000000,31fb028d9f3af3607a0ca0990ccfaf96,87-583G-1-1
87,583,G,1,2,0.0,150.0,306.60,308.10,309.60,JKL, SILTY MUDSTONE,,,,,,,, HARD, 00000000,58339196a1ff45c8437319ce59500ceb,87-583G-1-2
87,583,G,1,3,0.0,148.0,306.60,309.60,311.08,JKL, SILTY MUDSTONE,,,,,,,, HARD, 00000000,d5e62f17c4d1e55c4523790e9397ba2c,87-583G-1-3
87,583,G,2,1,0.0,55.0,316.20,316.20,316.75,JKL, DRILL BRECCIA,,,,,,,, HARD, 00000000,a194aa4b285bf623ebb5f5f3253c804b,87-583G-2-1
87,583,G,2,1,55.0,150.0,316.20,316.75,317.70,JKL, MUDSTONE,,,,,,,, HARD, 00000000,2d741fdd41af3235153217f82f977607,87-583G-2-1
87,583,G,2,2,0.0,150.0,316.20,317.70,319.20,COUL," MUDSTONE,MUD",,,,,,,," HARD,FIRM", 00000000,89e1541780c3d4612fa52514978f650d,87-583G-2-2
87,583,G,2,3,0.0,150.0,316.20,319.20,320.70,COUL, MUDSTONE,,,,,,,, HARD, 00000000,09bced803ddf0e0c1fdcb903bebcdd14,87-583G-2-3
87,583,G,2,4,0.0,140.0,316.20,320.70,322.10,COUL," MUDSTONE,SAND",,,,,,,, HARD, 00000000,6cde0285b08eac792ea4c7e360dd6b50,87-583G-2-4
87,583,G,3,1,0.0,150.0,325.90,325.90,327.40,COUL, MUD,,,,,,,, FIRM, 00000000,67b933faa0050b41a509dfdc18ea71f4,87-583G-3-1
87,583,G,3,2,0.0,45.0,325.90,327.40,327.85,COUL, MUD,,,,,,,, FIRM, 00000000,a817900171ebc0d3b54a758badb83120,87-583G-3-2
87,583,G,3,2,45.0,150.0,325.90,327.85,328.90,COUL, MUDSTONE,,,,,,,, HARD, 00000000,2476c609de0ba40a0f2749ad80b1e8ad,87-583G-3-2
87,583,G,3,3,0.0,150.0,325.90,328.90,330.40,COUL, MUDSTONE,,,,,,,, HARD, 00000000,e66898862d60e74eaf6055550fc260ec,87-583G-3-3
87,583,G,3,4,0.0,60.0,325.90,330.40,331.00,JL, MUDSTONE,,,,,,,, HARD, 00000000,2c2ff6d367cd480afa1694929c5a2639,87-583G-3-4
87,583,G,3,CC,0.0,24.0,325.90,331.10,331.24,JL, MUDSTONE,,,,,,,, HARD, 00000000,9d791b9c73513413c3282e474f13029c,87-583G-3-CC
87,583,G,4,1,0.0,150.0,335.60,335.60,337.10,JL, MUDSTONE,,,,,,,, HARD, 00000000,8a9a4ee0ed7f4e53fd0da0d1d68782c9,87-583G-4-1
87,583,G,4,2,0.0,150.0,335.60,337.10,338.60,JL, SILTY MUDSTONE,,,,,,,, HARD, 00000000,5c6afc2bb240bb910d027df70f16bc03,87-583G-4-2
87,583,G,4,3,0.0,150.0,335.60,338.60,340.10,JL, SILTY MUDSTONE,,,,,,,, HARD, 00000000,a68727763bfe6fef6926d512e5dad748,87-583G-4-3
87,583,G,4,4,0.0,150.0,335.60,340.10,341.60,JL, MUDDY SILTSTONE,,,,,,,, HARD, 00000000,c7702ee5888e78107d6cc56c8bbdbbc7,87-583G-4-4
87,583,G,4,5,0.0,44.0,335.60,341.60,342.04,JL, MUDDY SILTSTONE,,,,,,,, HARD, 00000000,20092531180f94d033f4e1a59cf3624b,87-583G-4-5
87,583,G,4,CC,0.0,10.0,335.60,342.14,342.14,JL, MUDDY SILTSTONE,,,,,,,, HARD, 00000000,648c32fcf249459444dd661fcc72230d,87-583G-4-CC
87,583,G,5,1,0.0,150.0,345.30,345.30,346.80,JL, MUD,,,,,,,, FIRM, 00000000,746e2a39c60ba825dbe424113657c8a6,87-583G-5-1
87,583,G,5,2,0.0,150.0,345.30,346.80,348.30,JL, MUDSTONE,,,,,,,, FIRM, 00000000,2d1ca01237a36418d034463e77772d19,87-583G-5-2
87,583,G,5,3,0.0,67.0,345.30,348.30,348.97,JL, MUDSTONE,,,,,,,, FIRM, 00000000,846f31e4e7e6dd7a3d9964d9116bef02,87-583G-5-3
87,583,G,6,1,0.0,150.0,355.00,355.00,356.50,JL, MUDSTONE,,,,,,,, FIRM, 00000000,2707e3f0c9ba531d985ec671c75c8918,87-583G-6-1
87,583,G,6,2,0.0,150.0,355.00,356.50,358.00,JL, MUDSTONE,,,,,,,, FIRM, 00000000,9475cc56978042d7cc64447268f3c7f4,87-583G-6-2
87,583,G,6,3,0.0,120.0,355.00,358.00,359.20,JL, MUDSTONE,,,,,,,, FIRM, 00000000,e424e6844570173264e2ecb6d6a0e533,87-583G-6-3
87,583,G,6,4,0.0,150.0,355.00,359.50,361.00,JL, SILTY MUDSTONE,,,,,,,, HARD, 00000000,0b6537a465f63d98af919dd3b03dec08,87-583G-6-4
