Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
160, 968,A,Shipboard                ,       6.200,    0.260000,FO E. huxleyi
,,,,,,
160, 968,A,Shipboard                ,      18.940,    0.460000,LO P. lacunosa
,,,,,,
160, 968,A,Shipboard                ,      31.840,    0.990000,FO Gephyrocapsa sp. 3
,,,,,,
160, 968,A,Shipboard                ,      37.830,    1.250000,LO Gephyrocapsa >5.5 microns
,,,,,,
160, 968,A,Shipboard                ,      47.760,    1.500000,FO Gephyrocapsa >5.5 microns
,,,,,,
160, 968,A,Shipboard                ,      55.430,    1.620000,LO C. macintyrei
,,,,,,
160, 968,A,Shipboard                ,      56.600,    1.750000,FO G. oceanica s.l.
,,,,,,
160, 968,A,Shipboard                ,      84.850,    2.510000,LO D. pentaradiatus
,,,,,,
160, 968,A,Shipboard                ,     117.210,    3.220000,LO Sphaeroidinellopsis spp.
,,,,,,
160, 968,A,Shipboard                ,     145.020,    3.570000,LO G. puncticulata
,,,,,,
