Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Reticulofenestra daviesii,Reticulofenestra umbilica,Cyclicargolithus floridanus,Coccolithus pelagicus,Chiasmolithus oamaruensis,Chiasmolithus altus,Reticulofenestra samodurovii,Zygrhablithus bijugatus,Reticulofenestra hillae,Isthmolithus recurvus,Reticulofenestra reticulata,Reticulofenestra producta,Reticulofenestra perplexa,Reticulofenestra hesslandii,Reticulofenestra bisecta,Chiasmolithus solitus,Cribrosphaerella ehrenbergii,Coccolithus formosus,Chiasmolithus sp.,Arkhangelskiella cymbiformis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 739,C, 24,R,CC,  11.00,    169.1100,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,Uncertain age assignment. from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 739,C, 25,R, 1,  48.00,    174.0800,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,Uncertain age assignment. from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 739,C, 25,R,CC,   0.00,    174.9000,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,Uncertain age assignment. from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 739,C, 26,R, 1,  68.00,    183.8800,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,R                           ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,Uncertain age assignment. from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 739,C, 26,R, 2,   2.00,    184.7200,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,Uncertain age assignment. from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 739,C, 26,R, 3, 132.00,    187.5200,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,Uncertain age assignment. from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 739,C, 27,R, 1,  76.00,    193.6600,Wei      ,Nannofossils                                 ,R              ,G                 ,F                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,Uncertain age assignment. from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15b             ,CP16          ,119, 739,C, 28,R, 1,  30.00,    202.8000,Wei      ,Nannofossils                                 ,R              ,G                 ,F                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,R                    ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15b             ,CP16          ,119, 739,C, 28,R, 1, 146.00,    203.9600,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15b             ,CP16          ,119, 739,C, 28,R, 2,  50.00,    204.5000,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15b             ,CP16          ,119, 739,C, 28,R, 4,  26.00,    207.2600,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15b             ,CP16          ,119, 739,C, 28,R, 4, 128.00,    208.2800,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15b             ,CP16          ,119, 739,C, 29,R, 1,  39.00,    212.5900,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,R                  ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15b             ,CP16          ,119, 739,C, 30,R, 1, 108.00,    222.8800,Wei      ,Nannofossils                                 ,F              ,G                 ,C                        ,R                        ,                           ,                     ,R                        ,R                  ,                            ,R                      ,R                      ,R                    ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 30,R, 1, 140.00,    223.2000,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,R                  ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 30,R, 2,  27.00,    223.5700,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 30,R, 3,  92.00,    225.7200,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 30,R, 4,  41.00,    226.7100,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 30,R, 5,  27.00,    228.0700,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 30,R, 6,  49.00,    229.7900,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 30,R,CC,   0.00,    230.1800,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,R                  ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 31,R, 1,  72.00,    232.1200,Wei      ,Nannofossils                                 ,F              ,M                 ,F                        ,                         ,                           ,                     ,                         ,R                  ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 31,R, 2,  23.00,    233.1300,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,R                  ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 31,R, 3,  51.00,    234.9100,Wei      ,Nannofossils                                 ,R              ,M                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 31,R, 4,  93.00,    236.8300,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 31,R, 4, 112.00,    237.0200,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 31,R, 5,  17.00,    237.5700,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 31,R,CC,   4.00,    237.8200,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 32,R, 1,  87.00,    241.9700,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 33,R, 1,  89.00,    251.5900,Wei      ,Nannofossils                                 ,R              ,M                 ,F                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 33,R, 1, 101.00,    251.7100,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 33,R, 1, 146.00,    252.1600,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 33,R, 3, 125.00,    254.9500,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 33,R, 4,  25.00,    255.4500,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 33,R, 6,  38.00,    258.5800,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 33,R,CC,  11.00,    259.2500,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 34,R, 1,  15.00,    260.5500,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 34,R, 2,  40.00,    262.3000,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 34,R, 4,  61.00,    265.5100,Wei      ,Nannofossils                                 ,R              ,M                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 34,R, 4,  93.00,    265.8300,Wei      ,Nannofossils                                 ,R              ,M                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 35,R, 3, 123.00,    274.2300,Wei      ,Nannofossils                                 ,F              ,G                 ,F                        ,                         ,                           ,                     ,                         ,R                  ,R                           ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 35,R, 4,  17.00,    274.6700,Wei      ,Nannofossils                                 ,F              ,G                 ,C                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 36,R, 1, 109.00,    280.7900,Wei      ,Nannofossils                                 ,R              ,G                 ,F                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 36,R, 2, 142.00,    282.6200,Wei      ,Nannofossils                                 ,R              ,G                 ,F                        ,R                        ,                           ,                     ,                         ,                   ,R                           ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 36,R, 2, 146.00,    282.6600,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 37,R, 1,  97.00,    290.2700,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,CP15a             ,CP16          ,119, 739,C, 38,R, 1,  35.00,    299.2500,Wei      ,Nannofossils                                 ,F              ,G                 ,C                        ,R                        ,R                          ,R                    ,R                        ,R                  ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,Early Oligocene  ,                  ,              ,119, 739,C, 39,R, 1,  27.00,    308.8700,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,Early Oligocene  ,                  ,              ,119, 739,C, 40,R, 1,  71.00,    318.9100,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,Early Oligocene  ,                  ,              ,119, 739,C, 41,R, 1,  51.00,    328.3100,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,Early Oligocene  ,                  ,              ,119, 739,C, 41,R, 2,  53.00,    329.8300,Wei      ,Nannofossils                                 ,R              ,G                 ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,Early Oligocene  ,                  ,              ,119, 739,C, 42,R, 1, 122.00,    338.7200,Wei      ,Nannofossils                                 ,R              ,                  ,R                        ,                         ,                           ,                     ,                         ,                   ,                            ,                       ,                       ,                     ,                           ,                         ,                         ,                           ,                        ,                     ,                            ,                    ,                 ,                            ,from 119 SR Chapter 26 Table 8 page 478-480.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
