Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Subbotina linaperta,Turborotalia centralis,Pseudohastigerina micra,Paragloborotalia opima nana,Globorotaloides testarugosa,Globigerinatheka index,Chiloguembelina cubensis,Globorotaloides suteri,Subbotina eocaena,Subbotina angiporoides,Tenuitella gemma,Tenuitella munda,Subbotina praeturritilina,Globoquadrina tripartita,Globigerina euapertura,Globigerina ciperoensis,Paragloborotalia opima opima,Catapsydrax unicavus,Tenuitellinata angustiumbilicata,Globoconella nana,Catapsydrax dissimilis,Zeaglobigerina woodi,Zeaglobigerina connecta,Neogloboquadrina continuosa,Globoquadrina venezuelana,Globoquadrina dehiscens,Zeaglobigerina druryi,Jenkinsella semivera,Tenuitellinata juvenilis,Paragloborotalia semivera,Paragloborotalia pseudocontinuosa,Globoquadrina globularis,Globigerinita glutinata,Globoconella praescitula,Globoconella incognita,Orbulina universa,Orbulina suturalis,Globoconella miozea,Globoconella conoidea,Globigerinoides trilobus,Globigerina falconensis,Fohsella peripheroronda,Dentoglobigerina altispira,Tenuitella minutissima,Jenkinsella mayeri,Globigerinoides sacculifer,Globigerinella obesa,Zeaglobigerina apertura,Globigerinoides quadrilobatus,Globigerinella siphonifera,Globigerina quinqueloba,Globigerina bulloides,Catapsydrax parvulus,Globigerinoides bollii,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis kochi,Globoconella sp. cf. sphericomiozea,Zeaglobigerina nepenthes,Zeaglobigerina decoraperta,Globorotalia scitula,Globorotalia plesiotumida,Globorotalia menardii,Globorotalia cibaoensis,Globoconella conomiozea,Globigerinoides ruber,Globigerinoides extremus,Neogloboquadrina pachyderma (dextral),Globorotalia sp. cf. juanai,Globorotalia mons,Globorotalia margaritae,Globigerinoides conglobatus,Globorotalia crassaformis,Globoconella sphericomiozea,Globorotalia puncticulata,Globorotalia crassula,Neogloboquadrina dutertrei,Globorotalia pliozea,Globorotalia inflata,Globorotalia tumida,Beella digitata,Sphaeroidinella dehiscens,Pulleniatina obliquiloculata,Globorotalia truncatulinoides,Globorotalia tosaensis,Globorotalia sp. cf. tosaensis,Globorotalia hirsuta,Comment
  IR,                 ,Early Miocene    ,                  ,              ,182,1134,A, 22,X,CC,  29.00,    191.7700,Li       ,Planktonic Foraminifers                      ,F              ,P                 ,                   ,                      ,                       ,                           ,P                          ,                      ,                        ,A                     ,                 ,                      ,                ,                ,                         ,                        ,                      ,                       ,                            ,                    ,                                ,                 ,                      ,P                   ,P                      ,                           ,                         ,P                      ,                     ,P                   ,P                       ,P                        ,                                 ,                        ,                       ,                        ,                      ,                 ,                  ,                   ,                     ,                        ,                       ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,                             ,                          ,                       ,                     ,                    ,                      ,                              ,                         ,                                   ,                        ,                          ,                    ,                         ,                     ,                       ,                       ,                     ,                        ,                                     ,                           ,                 ,                       ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,abundant sponge spicules
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Miocene    ,                  ,              ,182,1134,A, 23,X,CC,  32.00,    197.8300,Li       ,Planktonic Foraminifers                      ,A              ,M                 ,                   ,                      ,                       ,                           ,                           ,                      ,                        ,P                     ,                 ,                      ,                ,                ,                         ,                        ,                      ,                       ,                            ,                    ,                                ,                 ,                      ,F                   ,P                      ,P                          ,                         ,P                      ,                     ,P                   ,                        ,                         ,                                 ,                        ,                       ,                        ,                      ,                 ,                  ,                   ,                     ,                        ,                       ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,                             ,                          ,                       ,                     ,                    ,                      ,                              ,                         ,                                   ,                        ,                          ,                    ,                         ,                     ,                       ,                       ,                     ,                        ,                                     ,                           ,                 ,                       ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,SN3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Miocene    ,                  ,              ,182,1134,A, 25,X,CC,  34.00,    215.1900,Li       ,Planktonic Foraminifers                      ,F              ,P                 ,                   ,                      ,                       ,                           ,                           ,                      ,                        ,                      ,                 ,                      ,                ,                ,                         ,                        ,P                     ,                       ,                            ,                    ,P                               ,                 ,                      ,P                   ,P                      ,                           ,P                        ,P                      ,P                    ,                    ,                        ,                         ,                                 ,                        ,                       ,                        ,                      ,                 ,                  ,                   ,                     ,                        ,                       ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,                             ,                          ,                       ,                     ,                    ,                      ,                              ,                         ,                                   ,                        ,                          ,                    ,                         ,                     ,                       ,                       ,                     ,                        ,                                     ,                           ,                 ,                       ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Miocene    ,                  ,              ,182,1134,A, 26,X,CC,  15.00,    224.0500,Li       ,Planktonic Foraminifers                      ,C              ,M                 ,                   ,                      ,                       ,                           ,P                          ,                      ,                        ,P                     ,                 ,                      ,                ,                ,                         ,                        ,P                     ,                       ,                            ,P                   ,P                               ,                 ,                      ,P                   ,P                      ,P                          ,P                        ,P                      ,                     ,                    ,                        ,                         ,                                 ,                        ,                       ,                        ,                      ,                 ,                  ,                   ,                     ,                        ,                       ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,                             ,                          ,                       ,                     ,                    ,                      ,                              ,                         ,                                   ,                        ,                          ,                    ,                         ,                     ,                       ,                       ,                     ,                        ,                                     ,                           ,                 ,                       ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Oligocene   ,Early Miocene    ,                  ,              ,182,1134,A, 27,X,CC,  34.00,    238.6400,Li       ,Planktonic Foraminifers                      ,C              ,M                 ,                   ,                      ,                       ,                           ,                           ,                      ,                        ,P                     ,                 ,                      ,                ,                ,                         ,P                       ,P                     ,                       ,                            ,P                   ,P                               ,P                ,P                     ,                    ,                       ,                           ,                         ,                       ,                     ,                    ,                        ,                         ,                                 ,                        ,                       ,                        ,                      ,                 ,                  ,                   ,                     ,                        ,                       ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,                             ,                          ,                       ,                     ,                    ,                      ,                              ,                         ,                                   ,                        ,                          ,                    ,                         ,                     ,                       ,                       ,                     ,                        ,                                     ,                           ,                 ,                       ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,SP15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Oligocene   ,                  ,P21b          ,182,1134,A, 29,X,CC,  18.00,    253.0800,Li       ,Planktonic Foraminifers                      ,C              ,M                 ,                   ,                      ,                       ,                           ,                           ,                      ,                        ,P                     ,                 ,                      ,                ,                ,                         ,                        ,P                     ,                       ,P                           ,P                   ,                                ,                 ,                      ,                    ,                       ,                           ,                         ,                       ,                     ,                    ,                        ,                         ,                                 ,                        ,                       ,                        ,                      ,                 ,                  ,                   ,                     ,                        ,                       ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,                             ,                          ,                       ,                     ,                    ,                      ,                              ,                         ,                                   ,                        ,                          ,                    ,                         ,                     ,                       ,                       ,                     ,                        ,                                     ,                           ,                 ,                       ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,SP15?
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Oligocene  ,                  ,              ,182,1134,A, 30,X,CC,  22.00,    262.7200,Li       ,Planktonic Foraminifers                      ,C              ,M                 ,                   ,                      ,                       ,                           ,                           ,                      ,P                       ,P                     ,                 ,                      ,                ,                ,                         ,                        ,                      ,                       ,                            ,                    ,                                ,                 ,                      ,                    ,                       ,                           ,                         ,                       ,                     ,                    ,                        ,                         ,                                 ,                        ,                       ,                        ,                      ,                 ,                  ,                   ,                     ,                        ,                       ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,                             ,                          ,                       ,                     ,                    ,                      ,                              ,                         ,                                   ,                        ,                          ,                    ,                         ,                     ,                       ,                       ,                     ,                        ,                                     ,                           ,                 ,                       ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Oligocene  ,                  ,              ,182,1134,A, 31,X,CC,   0.00,    272.5600,Li       ,Planktonic Foraminifers                      ,A              ,P                 ,                   ,                      ,                       ,                           ,                           ,                      ,P                       ,P                     ,                 ,                      ,                ,                ,                         ,                        ,                      ,                       ,                            ,                    ,                                ,                 ,                      ,                    ,                       ,                           ,                         ,                       ,                     ,                    ,                        ,                         ,                                 ,                        ,                       ,                        ,                      ,                 ,                  ,                   ,                     ,                        ,                       ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,                             ,                          ,                       ,                     ,                    ,                      ,                              ,                         ,                                   ,                        ,                          ,                    ,                         ,                     ,                       ,                       ,                     ,                        ,                                     ,                           ,                 ,                       ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,numerous tenu and cubensis
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Oligocene  ,                  ,              ,182,1134,A, 32,X,CC,  16.00,    281.9600,Li       ,Planktonic Foraminifers                      ,               ,                  ,                   ,                      ,                       ,                           ,                           ,                      ,P                       ,                      ,                 ,                      ,                ,                ,                         ,                        ,P                     ,                       ,                            ,                    ,                                ,                 ,                      ,                    ,                       ,                           ,                         ,                       ,                     ,                    ,                        ,                         ,                                 ,                        ,                       ,                        ,                      ,                 ,                  ,                   ,                     ,                        ,                       ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,                             ,                          ,                       ,                     ,                    ,                      ,                              ,                         ,                                   ,                        ,                          ,                    ,                         ,                     ,                       ,                       ,                     ,                        ,                                     ,                           ,                 ,                       ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Oligocene  ,                  ,P19           ,182,1134,A, 33,X,CC,   0.00,    291.4000,Li       ,Planktonic Foraminifers                      ,C              ,M                 ,                   ,                      ,                       ,                           ,P                          ,                      ,P                       ,P                     ,                 ,P                     ,                ,                ,P                        ,P                       ,P                     ,P                      ,                            ,                    ,                                ,                 ,                      ,                    ,                       ,                           ,                         ,                       ,                     ,                    ,                        ,                         ,                                 ,                        ,                       ,                        ,                      ,                 ,                  ,                   ,                     ,                        ,                       ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,                             ,                          ,                       ,                     ,                    ,                      ,                              ,                         ,                                   ,                        ,                          ,                    ,                         ,                     ,                       ,                       ,                     ,                        ,                                     ,                           ,                 ,                       ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,many tenu
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Oligocene  ,                  ,              ,182,1134,A, 34,X,CC,  31.00,    304.5100,Li       ,Planktonic Foraminifers                      ,F              ,M                 ,                   ,                      ,                       ,                           ,                           ,                      ,P                       ,P                     ,                 ,P                     ,P               ,P               ,                         ,                        ,                      ,                       ,                            ,                    ,                                ,                 ,                      ,                    ,                       ,                           ,                         ,                       ,                     ,                    ,                        ,                         ,                                 ,                        ,                       ,                        ,                      ,                 ,                  ,                   ,                     ,                        ,                       ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,                             ,                          ,                       ,                     ,                    ,                      ,                              ,                         ,                                   ,                        ,                          ,                    ,                         ,                     ,                       ,                       ,                     ,                        ,                                     ,                           ,                 ,                       ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,"some tenu, cherts"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Eocene      ,P16               ,P15           ,182,1134,A, 35,X,CC,   0.00,    310.9300,Li       ,Planktonic Foraminifers                      ,A              ,M                 ,P                  ,                      ,                       ,                           ,P                          ,P                     ,P                       ,P                     ,                 ,P                     ,P               ,                ,                         ,                        ,                      ,                       ,                            ,                    ,                                ,                 ,                      ,                    ,                       ,                           ,                         ,                       ,                     ,                    ,                        ,                         ,                                 ,                        ,                       ,                        ,                      ,                 ,                  ,                   ,                     ,                        ,                       ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,                             ,                          ,                       ,                     ,                    ,                      ,                              ,                         ,                                   ,                        ,                          ,                    ,                         ,                     ,                       ,                       ,                     ,                        ,                                     ,                           ,                 ,                       ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Eocene      ,P16               ,P15           ,182,1134,A, 36,X,CC,  29.00,    322.0900,Li       ,Planktonic Foraminifers                      ,A              ,M                 ,P                  ,                      ,P                      ,                           ,P                          ,P                     ,F                       ,P                     ,                 ,P                     ,                ,                ,                         ,                        ,                      ,                       ,                            ,                    ,                                ,                 ,                      ,                    ,                       ,                           ,                         ,                       ,                     ,                    ,                        ,                         ,                                 ,                        ,                       ,                        ,                      ,                 ,                  ,                   ,                     ,                        ,                       ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,                             ,                          ,                       ,                     ,                    ,                      ,                              ,                         ,                                   ,                        ,                          ,                    ,                         ,                     ,                       ,                       ,                     ,                        ,                                     ,                           ,                 ,                       ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Eocene      ,P16               ,P15           ,182,1134,A, 37,X,CC,  32.00,    332.1600,Li       ,Planktonic Foraminifers                      ,C              ,M                 ,P                  ,                      ,                       ,P                          ,P                          ,P                     ,F                       ,P                     ,                 ,P                     ,                ,                ,                         ,                        ,                      ,                       ,                            ,                    ,                                ,                 ,                      ,                    ,                       ,                           ,                         ,                       ,                     ,                    ,                        ,                         ,                                 ,                        ,                       ,                        ,                      ,                 ,                  ,                   ,                     ,                        ,                       ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,                             ,                          ,                       ,                     ,                    ,                      ,                              ,                         ,                                   ,                        ,                          ,                    ,                         ,                     ,                       ,                       ,                     ,                        ,                                     ,                           ,                 ,                       ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Eocene      ,                  ,              ,182,1134,A, 38,X,CC,  40.00,    340.9400,Li       ,Planktonic Foraminifers                      ,F              ,P                 ,P                  ,                      ,                       ,                           ,P                          ,P                     ,P                       ,P                     ,P                ,P                     ,                ,                ,                         ,                        ,                      ,                       ,                            ,                    ,                                ,                 ,                      ,                    ,                       ,                           ,                         ,                       ,                     ,                    ,                        ,                         ,                                 ,                        ,                       ,                        ,                      ,                 ,                  ,                   ,                     ,                        ,                       ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,                             ,                          ,                       ,                     ,                    ,                      ,                              ,                         ,                                   ,                        ,                          ,                    ,                         ,                     ,                       ,                       ,                     ,                        ,                                     ,                           ,                 ,                       ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,"some tenu, cherts"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Eocene      ,P16               ,P15           ,182,1134,A, 39,X,CC,  31.00,    351.6400,Li       ,Planktonic Foraminifers                      ,C              ,P                 ,F                  ,                      ,P                      ,                           ,P                          ,P                     ,A                       ,P                     ,                 ,                      ,                ,                ,                         ,                        ,                      ,                       ,                            ,                    ,                                ,                 ,                      ,                    ,                       ,                           ,                         ,                       ,                     ,                    ,                        ,                         ,                                 ,                        ,                       ,                        ,                      ,                 ,                  ,                   ,                     ,                        ,                       ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,                             ,                          ,                       ,                     ,                    ,                      ,                              ,                         ,                                   ,                        ,                          ,                    ,                         ,                     ,                       ,                       ,                     ,                        ,                                     ,                           ,                 ,                       ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Eocene      ,P16               ,P15           ,182,1134,A, 40,X,CC,  31.00,    361.9100,Li       ,Planktonic Foraminifers                      ,A              ,P                 ,P                  ,P                     ,P                      ,P                          ,P                          ,P                     ,A                       ,                      ,                 ,                      ,                ,                ,                         ,                        ,                      ,                       ,                            ,                    ,                                ,                 ,                      ,                    ,                       ,                           ,                         ,                       ,                     ,                    ,                        ,                         ,                                 ,                        ,                       ,                        ,                      ,                 ,                  ,                   ,                     ,                        ,                       ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,                             ,                          ,                       ,                     ,                    ,                      ,                              ,                         ,                                   ,                        ,                          ,                    ,                         ,                     ,                       ,                       ,                     ,                        ,                                     ,                           ,                 ,                       ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Eocene           ,                  ,              ,182,1134,A, 41,X,CC,  20.00,    368.4000,Li       ,Planktonic Foraminifers                      ,T              ,P                 ,P                  ,                      ,                       ,                           ,                           ,                      ,                        ,                      ,                 ,                      ,                ,                ,                         ,                        ,                      ,                       ,                            ,                    ,                                ,                 ,                      ,                    ,                       ,                           ,                         ,                       ,                     ,                    ,                        ,                         ,                                 ,                        ,                       ,                        ,                      ,                 ,                  ,                   ,                     ,                        ,                       ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,                             ,                          ,                       ,                     ,                    ,                      ,                              ,                         ,                                   ,                        ,                          ,                    ,                         ,                     ,                       ,                       ,                     ,                        ,                                     ,                           ,                 ,                       ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,Fe-stained sands
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
